budget_year,department,fund_code,account_type,account_category,amount
FY13-14,,1820,Revenue,Service Charges,46148
FY13-14,,1820,Revenue,Service Charges,34693
FY13-14,,1820,Revenue,Service Charges,2230
FY13-14,,1820,Revenue,Service Charges,10434
FY13-14,,1820,Revenue,Service Charges,43045
FY13-14,,1820,Revenue,Service Charges,9498
FY13-14,City Council,1010,Expense,,84669
FY13-14,City Council,1010,Expense,,23395
FY13-14,City Council,1010,Expense,,29501
FY13-14,City Council,1010,Expense,,40362
FY13-14,City Council,1010,Expense,,-8882
FY13-14,City Council,1010,Expense,,3000
FY13-14,City Council,1010,Expense,,15000
FY13-14,City Council,1010,Expense,,26020
FY13-14,City Council,1010,Expense,,9000
FY13-14,City Council,1010,Expense,,1400
FY13-14,City Council,1010,Expense,,30000
FY13-14,City Council,1010,Expense,,500
FY13-14,City Council,1010,Expense,,600
FY13-14,City Council,1010,Expense,,2000
FY13-14,City Council,1010,Expense,,250
FY13-14,City Council,1010,Expense,,169100
FY13-14,City Council,1010,Expense,,2054
FY13-14,City Council,1010,Expense,,68
FY13-14,City Council,1010,Expense,,7170
FY13-14,City Council,1010,Expense,,201021
FY13-14,City Council,1010,Expense,,6600
FY13-14,City Council,1010,Expense,,36961
FY13-14,City Council,1010,Expense,,62487
FY13-14,City Council,1010,Expense,,88771
FY13-14,City Council,1010,Expense,,-8112
FY13-14,City Council,1010,Expense,,220
FY13-14,City Council,1010,Expense,,1290
FY13-14,City Council,1010,Expense,,2910
FY13-14,City Council,1010,Expense,,400
FY13-14,City Council,1010,Expense,,360
FY13-14,City Council,1010,Expense,,200
FY13-14,City Council,1010,Expense,,500
FY13-14,City Council,1010,Expense,,100
FY13-14,City Council,1010,Expense,,400
FY13-14,City Council,1010,Expense,,1420
FY13-14,City Council,1010,Expense,,1500
FY13-14,City Council,1010,Expense,,100
FY13-14,City Council,1010,Expense,,350
FY13-14,City Council,1010,Expense,,201021
FY13-14,City Council,1010,Expense,,6600
FY13-14,City Council,1010,Expense,,3363
FY13-14,City Council,1010,Expense,,36961
FY13-14,City Council,1010,Expense,,62487
FY13-14,City Council,1010,Expense,,88771
FY13-14,City Council,1010,Expense,,-8179
FY13-14,City Council,1010,Expense,,250
FY13-14,City Council,1010,Expense,,2010
FY13-14,City Council,1010,Expense,,800
FY13-14,City Council,1010,Expense,,100
FY13-14,City Council,1010,Expense,,1730
FY13-14,City Council,1010,Expense,,300
FY13-14,City Council,1010,Expense,,750
FY13-14,City Council,1010,Expense,,1510
FY13-14,City Council,1010,Expense,,1000
FY13-14,City Council,1010,Expense,,500
FY13-14,City Council,1010,Expense,,500
FY13-14,City Council,1010,Expense,,300
FY13-14,City Council,1010,Expense,,201021
FY13-14,City Council,1010,Expense,,6600
FY13-14,City Council,1010,Expense,,36961
FY13-14,City Council,1010,Expense,,62487
FY13-14,City Council,1010,Expense,,88771
FY13-14,City Council,1010,Expense,,-8112
FY13-14,City Council,1010,Expense,,1540
FY13-14,City Council,1010,Expense,,1020
FY13-14,City Council,1010,Expense,,1100
FY13-14,City Council,1010,Expense,,800
FY13-14,City Council,1010,Expense,,400
FY13-14,City Council,1010,Expense,,100
FY13-14,City Council,1010,Expense,,250
FY13-14,City Council,1010,Expense,,400
FY13-14,City Council,1010,Expense,,750
FY13-14,City Council,1010,Expense,,200
FY13-14,City Council,1010,Expense,,1000
FY13-14,City Council,1010,Expense,,290
FY13-14,City Council,1010,Expense,,900
FY13-14,City Council,1010,Expense,,100
FY13-14,City Council,1010,Expense,,900
FY13-14,City Council,1010,Expense,,201021
FY13-14,City Council,1010,Expense,,6600
FY13-14,City Council,1010,Expense,,36961
FY13-14,City Council,1010,Expense,,62487
FY13-14,City Council,1010,Expense,,88771
FY13-14,City Council,1010,Expense,,-8112
FY13-14,City Council,1010,Expense,,1530
FY13-14,City Council,1010,Expense,,1500
FY13-14,City Council,1010,Expense,,1170
FY13-14,City Council,1010,Expense,,500
FY13-14,City Council,1010,Expense,,1250
FY13-14,City Council,1010,Expense,,1000
FY13-14,City Council,1010,Expense,,300
FY13-14,City Council,1010,Expense,,400
FY13-14,City Council,1010,Expense,,100
FY13-14,City Council,1010,Expense,,1000
FY13-14,City Council,1010,Expense,,1000
FY13-14,City Council,1010,Expense,,201021
FY13-14,City Council,1010,Expense,,6600
FY13-14,City Council,1010,Expense,,3363
FY13-14,City Council,1010,Expense,,36961
FY13-14,City Council,1010,Expense,,62487
FY13-14,City Council,1010,Expense,,88771
FY13-14,City Council,1010,Expense,,-8557
FY13-14,City Council,1010,Expense,,2740
FY13-14,City Council,1010,Expense,,30
FY13-14,City Council,1010,Expense,,3000
FY13-14,City Council,1010,Expense,,490
FY13-14,City Council,1010,Expense,,230
FY13-14,City Council,1010,Expense,,600
FY13-14,City Council,1010,Expense,,550
FY13-14,City Council,1010,Expense,,750
FY13-14,City Council,1010,Expense,,1050
FY13-14,City Council,1010,Expense,,10
FY13-14,City Council,1010,Expense,,300
FY13-14,City Council,1010,Expense,,201021
FY13-14,City Council,1010,Expense,,6600
FY13-14,City Council,1010,Expense,,36961
FY13-14,City Council,1010,Expense,,62487
FY13-14,City Council,1010,Expense,,88771
FY13-14,City Council,1010,Expense,,-8112
FY13-14,City Council,1010,Expense,,2460
FY13-14,City Council,1010,Expense,,800
FY13-14,City Council,1010,Expense,,400
FY13-14,City Council,1010,Expense,,200
FY13-14,City Council,1010,Expense,,1950
FY13-14,City Council,1010,Expense,,300
FY13-14,City Council,1010,Expense,,590
FY13-14,City Council,1010,Expense,,220
FY13-14,City Council,1010,Expense,,1300
FY13-14,City Council,1010,Expense,,250
FY13-14,City Council,1010,Expense,,980
FY13-14,City Council,1010,Expense,,300
FY13-14,City Council,1010,Expense,,201021
FY13-14,City Council,1010,Expense,,6600
FY13-14,City Council,1010,Expense,,36961
FY13-14,City Council,1010,Expense,,62487
FY13-14,City Council,1010,Expense,,88771
FY13-14,City Council,1010,Expense,,-8112
FY13-14,City Council,1010,Expense,,2240
FY13-14,City Council,1010,Expense,,310
FY13-14,City Council,1010,Expense,,2200
FY13-14,City Council,1010,Expense,,850
FY13-14,City Council,1010,Expense,,330
FY13-14,City Council,1010,Expense,,1220
FY13-14,City Council,1010,Expense,,1400
FY13-14,City Council,1010,Expense,,700
FY13-14,City Council,1010,Expense,,500
FY13-14,City Council,1010,Expense,,201021
FY13-14,City Council,1010,Expense,,6600
FY13-14,City Council,1010,Expense,,36961
FY13-14,City Council,1010,Expense,,62487
FY13-14,City Council,1010,Expense,,88771
FY13-14,City Council,1010,Expense,,-8112
FY13-14,City Council,1010,Expense,,2330
FY13-14,City Council,1010,Expense,,260
FY13-14,City Council,1010,Expense,,1090
FY13-14,City Council,1010,Expense,,80
FY13-14,City Council,1010,Expense,,850
FY13-14,City Council,1010,Expense,,200
FY13-14,City Council,1010,Expense,,300
FY13-14,City Council,1010,Expense,,350
FY13-14,City Council,1010,Expense,,2260
FY13-14,City Council,1010,Expense,,1000
FY13-14,City Council,1010,Expense,,330
FY13-14,City Council,1010,Expense,,700
FY13-14,Mayor,1010,Expense,,865115
FY13-14,Mayor,1010,Expense,,8960
FY13-14,Mayor,1010,Expense,,9000
FY13-14,Mayor,1010,Expense,,188377
FY13-14,Mayor,1010,Expense,,287604
FY13-14,Mayor,1010,Expense,,393167
FY13-14,Mayor,1010,Expense,,-40801
FY13-14,Mayor,1010,Expense,,8430
FY13-14,Mayor,1010,Expense,,250
FY13-14,Mayor,1010,Expense,,2100
FY13-14,Mayor,1010,Expense,,970
FY13-14,Mayor,1010,Expense,,22000
FY13-14,Mayor,1010,Expense,,570
FY13-14,Mayor,1010,Expense,,1710
FY13-14,Mayor,1010,Expense,,3200
FY13-14,Mayor,1010,Expense,,1400
FY13-14,Mayor,1010,Expense,,4179
FY13-14,Mayor,1010,Expense,,561
FY13-14,Mayor,1010,Expense,,17441
FY13-14,Mayor,1010,Expense,,6500
FY13-14,Mayor,1010,Expense,,1300
FY13-14,Mayor,1010,Expense,,600
FY13-14,Mayor,1010,Expense,,700
FY13-14,Mayor,1010,Expense,,202051
FY13-14,Mayor,1010,Expense,,769
FY13-14,Mayor,1010,Expense,,85
FY13-14,Mayor,1010,Expense,,22000
FY13-14,Mayor,1760,Expense,,48008
FY13-14,Mayor,1760,Expense,,13266
FY13-14,Mayor,1760,Expense,,16728
FY13-14,Mayor,1760,Expense,,22886
FY13-14,Mayor,2251,Expense,,38406
FY13-14,Mayor,2251,Expense,,10613
FY13-14,Mayor,2251,Expense,,13382
FY13-14,Mayor,2251,Expense,,18309
FY13-14,City Administrator,1010,Expense,,94562
FY13-14,City Administrator,1010,Expense,,44322
FY13-14,City Administrator,1010,Expense,,1373009
FY13-14,City Administrator,1010,Expense,,45483
FY13-14,City Administrator,1010,Expense,,23790
FY13-14,City Administrator,1010,Expense,,3369
FY13-14,City Administrator,1010,Expense,,680
FY13-14,City Administrator,1010,Expense,,26129
FY13-14,City Administrator,1010,Expense,,379395
FY13-14,City Administrator,1010,Expense,,12247
FY13-14,City Administrator,1010,Expense,,12568
FY13-14,City Administrator,1010,Expense,,32949
FY13-14,City Administrator,1010,Expense,,478407
FY13-14,City Administrator,1010,Expense,,15443
FY13-14,City Administrator,1010,Expense,,15848
FY13-14,City Administrator,1010,Expense,,45078
FY13-14,City Administrator,1010,Expense,,654524
FY13-14,City Administrator,1010,Expense,,21128
FY13-14,City Administrator,1010,Expense,,21682
FY13-14,City Administrator,1010,Expense,,59450
FY13-14,City Administrator,1010,Expense,,2970
FY13-14,City Administrator,1010,Expense,,4240
FY13-14,City Administrator,1010,Expense,,294730
FY13-14,City Administrator,1010,Expense,,100
FY13-14,City Administrator,1010,Expense,,-3970
FY13-14,City Administrator,1010,Expense,,800
FY13-14,City Administrator,1010,Expense,,30770
FY13-14,City Administrator,1010,Expense,,2488
FY13-14,City Administrator,1010,Expense,,1000
FY13-14,City Administrator,1010,Expense,,480
FY13-14,City Administrator,1010,Expense,,7500
FY13-14,City Administrator,1010,Expense,,18480
FY13-14,City Administrator,1010,Expense,,23711
FY13-14,City Administrator,1010,Expense,,500
FY13-14,City Administrator,1010,Expense,,850
FY13-14,City Administrator,1010,Expense,,520
FY13-14,City Administrator,1010,Expense,,4200
FY13-14,City Administrator,1010,Expense,,150000
FY13-14,City Administrator,1010,Expense,,59640
FY13-14,City Administrator,1010,Expense,,130000
FY13-14,City Administrator,1010,Expense,,500
FY13-14,City Administrator,1010,Expense,,3500
FY13-14,City Administrator,1010,Expense,,750
FY13-14,City Administrator,1010,Expense,,2400
FY13-14,City Administrator,1010,Expense,,5850
FY13-14,City Administrator,1010,Expense,,1350
FY13-14,City Administrator,1010,Expense,,5750
FY13-14,City Administrator,1010,Expense,,1213
FY13-14,City Administrator,1010,Expense,,300
FY13-14,City Administrator,1010,Expense,,3150
FY13-14,City Administrator,1010,Expense,,1700
FY13-14,City Administrator,1010,Expense,,939073
FY13-14,City Administrator,1010,Expense,,107900
FY13-14,City Administrator,1010,Expense,,92315
FY13-14,City Administrator,1010,Expense,,1215
FY13-14,City Administrator,1010,Expense,,1000
FY13-14,City Administrator,1010,Expense,,270740
FY13-14,City Administrator,1010,Expense,,3000
FY13-14,City Administrator,1610,Expense,,149228
FY13-14,City Administrator,1610,Expense,,1470
FY13-14,City Administrator,1610,Expense,,41236
FY13-14,City Administrator,1610,Expense,,51996
FY13-14,City Administrator,1610,Expense,,71139
FY13-14,City Administrator,1610,Expense,,25000
FY13-14,City Administrator,1610,Expense,,3968
FY13-14,City Administrator,1610,Expense,,25494
FY13-14,City Administrator,1610,Expense,,10000
FY13-14,City Administrator,1610,Expense,,8870
FY13-14,City Administrator,1610,Expense,,60000
FY13-14,City Administrator,1610,Expense,,160000
FY13-14,City Administrator,1610,Expense,,4110
FY13-14,City Administrator,1610,Expense,,15800
FY13-14,City Administrator,1610,Expense,,20175
FY13-14,City Administrator,1750,Expense,,19273
FY13-14,City Administrator,1750,Expense,,5326
FY13-14,City Administrator,1750,Expense,,6716
FY13-14,City Administrator,1750,Expense,,9188
FY13-14,City Administrator,1760,Expense,,93209
FY13-14,City Administrator,1760,Expense,,25756
FY13-14,City Administrator,1760,Expense,,32478
FY13-14,City Administrator,1760,Expense,,44433
FY13-14,City Administrator,1760,Expense,,757
FY13-14,City Administrator,1760,Expense,,141
FY13-14,City Administrator,2241,Expense,,273
FY13-14,City Administrator,2250,Expense,,87
FY13-14,City Administrator,2251,Expense,,14690
FY13-14,City Administrator,2251,Expense,,4059
FY13-14,City Administrator,2251,Expense,,5118
FY13-14,City Administrator,2251,Expense,,7003
FY13-14,City Administrator,2251,Expense,,117817
FY13-14,City Administrator,2251,Expense,,310047
FY13-14,City Administrator,2251,Expense,,242
FY13-14,City Administrator,2251,Expense,,6684
FY13-14,City Administrator,2413,Expense,,81484
FY13-14,City Administrator,2413,Expense,,2100
FY13-14,City Administrator,2413,Expense,,22516
FY13-14,City Administrator,2413,Expense,,28392
FY13-14,City Administrator,2413,Expense,,38844
FY13-14,City Administrator,2415,Expense,,18707
FY13-14,City Administrator,2415,Expense,,102340
FY13-14,City Administrator,2415,Expense,,840
FY13-14,City Administrator,2415,Expense,,5169
FY13-14,City Administrator,2415,Expense,,28279
FY13-14,City Administrator,2415,Expense,,35660
FY13-14,City Administrator,2415,Expense,,6518
FY13-14,City Administrator,2415,Expense,,8918
FY13-14,City Administrator,2415,Expense,,48787
FY13-14,City Administrator,2417,Expense,,433163
FY13-14,City Administrator,2417,Expense,,7737
FY13-14,City Administrator,5505,Expense,,229
FY13-14,City Administrator,5505,Expense,,-229
FY13-14,City Administrator,1010,Expense,,282936
FY13-14,City Administrator,1010,Expense,,8228
FY13-14,City Administrator,1010,Expense,,78181
FY13-14,City Administrator,1010,Expense,,98586
FY13-14,City Administrator,1010,Expense,,134877
FY13-14,City Administrator,1010,Expense,,1468158
FY13-14,City Administrator,1010,Expense,,2320
FY13-14,City Administrator,1010,Expense,,650
FY13-14,City Administrator,1010,Expense,,4959
FY13-14,City Administrator,1010,Expense,,310
FY13-14,City Administrator,1010,Expense,,41
FY13-14,City Administrator,1010,Expense,,10890
FY13-14,City Administrator,2251,Expense,,22029
FY13-14,City Administrator,2251,Expense,,6087
FY13-14,City Administrator,2251,Expense,,7676
FY13-14,City Administrator,2251,Expense,,10501
FY13-14,City Administrator,1010,Expense,,129037
FY13-14,City Administrator,1010,Expense,,35656
FY13-14,City Administrator,1010,Expense,,44961
FY13-14,City Administrator,1010,Expense,,61513
FY13-14,City Administrator,1010,Expense,,420
FY13-14,City Administrator,1010,Expense,,930
FY13-14,City Administrator,1010,Expense,,190
FY13-14,City Administrator,1010,Expense,,1010
FY13-14,City Administrator,1010,Expense,,30
FY13-14,City Administrator,1010,Expense,,1000
FY13-14,City Administrator,1010,Expense,,90
FY13-14,City Administrator,1010,Expense,,2580
FY13-14,City Administrator,1010,Expense,,200
FY13-14,City Administrator,1010,Expense,,180
FY13-14,City Administrator,1010,Expense,,4790
FY13-14,City Administrator,1010,Expense,,2000
FY13-14,City Administrator,1010,Expense,,2400
FY13-14,City Administrator,1010,Expense,,560
FY13-14,City Administrator,1010,Expense,,50
FY13-14,City Administrator,1010,Expense,,396393
FY13-14,City Administrator,1010,Expense,,109533
FY13-14,City Administrator,1010,Expense,,138119
FY13-14,City Administrator,1010,Expense,,188963
FY13-14,City Administrator,1010,Expense,,2000
FY13-14,City Administrator,1010,Expense,,250
FY13-14,City Administrator,1010,Expense,,90
FY13-14,City Administrator,1010,Expense,,1650
FY13-14,City Administrator,1010,Expense,,1250
FY13-14,City Administrator,1010,Expense,,1000
FY13-14,City Administrator,1010,Expense,,75000
FY13-14,City Administrator,1010,Expense,,5000
FY13-14,City Administrator,1010,Expense,,200
FY13-14,City Administrator,1010,Expense,,200
FY13-14,City Administrator,1010,Expense,,200
FY13-14,City Administrator,1010,Expense,,110
FY13-14,City Administrator,1010,Expense,,750
FY13-14,City Administrator,1010,Expense,,200
FY13-14,City Administrator,1010,Expense,,360
FY13-14,City Administrator,1010,Expense,,130
FY13-14,City Administrator,1610,Expense,,1295374
FY13-14,City Administrator,1610,Expense,,4200
FY13-14,City Administrator,1610,Expense,,357941
FY13-14,City Administrator,1610,Expense,,451358
FY13-14,City Administrator,1610,Expense,,617513
FY13-14,City Administrator,1610,Expense,,625437
FY13-14,City Administrator,1610,Expense,,413825
FY13-14,City Administrator,5671,Expense,,45463
FY13-14,City Administrator,5671,Expense,,12563
FY13-14,City Administrator,5671,Expense,,15841
FY13-14,City Administrator,5671,Expense,,21673
FY13-14,City Administrator,5671,Expense,,14524
FY13-14,City Administrator,1010,Expense,,18970
FY13-14,City Administrator,1010,Expense,,29048
FY13-14,City Administrator,1010,Expense,,825
FY13-14,City Administrator,1010,Expense,,462
FY13-14,City Administrator,1010,Expense,,1854
FY13-14,City Administrator,1010,Expense,,1211
FY13-14,City Administrator,1010,Expense,,280
FY13-14,City Administrator,1010,Expense,,340
FY13-14,City Administrator,1010,Expense,,5242
FY13-14,City Administrator,1010,Expense,,8026
FY13-14,City Administrator,1010,Expense,,6610
FY13-14,City Administrator,1010,Expense,,10121
FY13-14,City Administrator,1010,Expense,,9043
FY13-14,City Administrator,1010,Expense,,13847
FY13-14,City Administrator,1010,Expense,,1800
FY13-14,City Administrator,1010,Expense,,5570
FY13-14,City Administrator,1010,Expense,,254470
FY13-14,City Administrator,1010,Expense,,7300
FY13-14,City Administrator,1010,Expense,,6760
FY13-14,City Administrator,1010,Expense,,1830
FY13-14,City Administrator,1010,Expense,,6690
FY13-14,City Administrator,1010,Expense,,1750
FY13-14,City Administrator,1010,Expense,,415
FY13-14,City Administrator,1010,Expense,,128
FY13-14,City Administrator,1610,Expense,,77830
FY13-14,City Administrator,1610,Expense,,2013
FY13-14,City Administrator,1610,Expense,,4967
FY13-14,City Administrator,1610,Expense,,720
FY13-14,City Administrator,1610,Expense,,340
FY13-14,City Administrator,1610,Expense,,21505
FY13-14,City Administrator,1610,Expense,,27118
FY13-14,City Administrator,1610,Expense,,37101
FY13-14,City Administrator,1610,Expense,,24864
FY13-14,City Administrator,1750,Expense,,326300
FY13-14,City Administrator,1770,Expense,,155469
FY13-14,City Administrator,1770,Expense,,1650
FY13-14,City Administrator,1770,Expense,,4324
FY13-14,City Administrator,1770,Expense,,680
FY13-14,City Administrator,1770,Expense,,42959
FY13-14,City Administrator,1770,Expense,,54171
FY13-14,City Administrator,1770,Expense,,74113
FY13-14,City Administrator,1770,Expense,,2500
FY13-14,City Administrator,1770,Expense,,1000
FY13-14,City Administrator,1770,Expense,,46737
FY13-14,City Administrator,1770,Expense,,7800
FY13-14,City Administrator,1770,Expense,,250
FY13-14,City Administrator,1770,Expense,,1510
FY13-14,City Administrator,1770,Expense,,250
FY13-14,City Administrator,1770,Expense,,5280
FY13-14,City Administrator,1770,Expense,,80566
FY13-14,City Administrator,3200,Expense,,8450
FY13-14,City Administrator,5650,Expense,,50000
FY13-14,City Administrator,5650,Expense,,50000
FY13-14,City Administrator,5671,Expense,,155534
FY13-14,City Administrator,5671,Expense,,8357
FY13-14,City Administrator,5671,Expense,,42977
FY13-14,City Administrator,5671,Expense,,54193
FY13-14,City Administrator,5671,Expense,,74792
FY13-14,City Administrator,5671,Expense,,313
FY13-14,City Administrator,5671,Expense,,4000
FY13-14,City Administrator,5671,Expense,,100000
