"Account.Description","LOBName","ProgramName","OperatingUnitDescription","FundDescription","Total"
"BUDGET-OTHER FRINGE BUDGET","Police Operational","POLICE TRAFFIC SAFETY","GENERAL OPERATIONS-UASN","GENERAL FUND",8748
"BUDGET-OTHER FRINGE BUDGET","Police Operational","POLICE TRAFFIC SAFETY","POLICE SALES TAX-RSTR","POLICE",360
"BUDGET-OTHER FRINGE BUDGET","Police Public Safety Support","POLICE RECORDS MANAGEMENT","GENERAL OPERATIONS-UASN","GENERAL FUND",7884
"BUDGET-OTHER FRINGE BUDGET","Support Services","FIRE DISPATCH","GENERAL OPERATIONS-UASN","GENERAL FUND",3130
"BUDGET-OTHER SRVCS & CHARGES","ARENA-NBA IMPROVEMENTS","SPORTS FACILITIES TAX","SPRTS FAC USE TAX-ASGN","SPORTS FACILITIES USE TAX",106992
"BUDGET-OTHER SRVCS & CHARGES","Community Development","NEIGHBORHOOD REVITALIZATION","DEPT OF HSG & URB DEVEL-RSTR","GRANTS MANAGEMENT",6456232
"BUDGET-OTHER SRVCS & CHARGES","Community Development","NEIGHBORHOOD REVITALIZATION","STATE & LOCAL GRANTS-RSTR","GRANTS MANAGEMENT",3500
"BUDGET-OTHER SRVCS & CHARGES","Community Development","PLANNING COMMUNITY SERVICES","DEPT OF HSG & URB DEVEL-RSTR","GRANTS MANAGEMENT",12601501
"BUDGET-OTHER SRVCS & CHARGES","Community Development","PLANNING COMMUNITY SERVICES","STATE & LOCAL GRANTS-RSTR","GRANTS MANAGEMENT",165000
"BUDGET-OTHER SRVCS & CHARGES","GO Bond Bridge New","BRIDGE APPURTENANCE","STREETS IMPRVMNT CAPITAL-ASGN","CAPITAL IMPROVEMENT",30000
"BUDGET-OTHER SRVCS & CHARGES","GO Bond Street Resurfacing","STREET RESURFACING","STREETS IMPRVMNT CAPITAL-ASGN","CAPITAL IMPROVEMENT",5441527
"BUDGET-OTHER SRVCS & CHARGES","Pol/Fire Capital - City Mgr","POL/FIRE CAPITAL - CITY MGR","P/F EQUIP SALES TAX-RSTR","POLICE/FIRE EQUIP SALES TAX",2147197
"BUDGET-OTHER SRVCS & CHARGES","Police Operational","POLICE PATROL","DEPT OF JUSTICE-RSTR","GRANTS MANAGEMENT",107265
"BUDGET-OTHER SRVCS & CHARGES","Police Operational","POLICE YOUTH SERVICES","STATE & LOCAL GRANTS-RSTR","GRANTS MANAGEMENT",245087
"BUDGET-OTHER SRVCS & CHARGES","Police Sales Tax Capital","POLICE SALES TAX CAPITAL","POLICE CAPITAL-RSTR","POLICE",449269
"BUDGET-OTHER SRVCS & CHARGES","Public Safety Sales Tax - Fire","POL/FIRE CAPITAL - FIRE","P/F EQUIP SALES TAX-RSTR","POLICE/FIRE EQUIP SALES TAX",10598
"BUDGET-OTHER SRVCS & CHARGES","Urban Design And Planning","URBAN DESIGN","DEPT OF THE INT-RSTR","GRANTS MANAGEMENT",26125
"BUDGET-OTHER SRVCS & CHARGES","Urban Design And Planning","URBAN DESIGN","NON GRANT SCHEDULE-RSTR","GRANTS MANAGEMENT",4400
"BUDGET-OTHER SRVCS & CHARGES","Urban Redevelopment","PLANNING URBAN REDEV PLANNING","ENVIR PROTECT AGCY-RSTR","GRANTS MANAGEMENT",1133700
"BUDGET-PERSONAL SERVICES","Community Development","NEIGHBORHOOD REVITALIZATION","DEPT OF HSG & URB DEVEL-RSTR","GRANTS MANAGEMENT",-457760
"BUDGET-PERSONAL SERVICES","Community Development","PLANNING COMMUNITY SERVICES","DEPT OF HSG & URB DEVEL-RSTR","GRANTS MANAGEMENT",827175
"BUDGET-PERSONAL SERVICES","Community Development","PLANNING COMMUNITY SERVICES","STATE & LOCAL GRANTS-RSTR","GRANTS MANAGEMENT",12500
"BUDGET-PERSONAL SERVICES","Development Services Grants","Animal Welfare Private Grants","NON GRANT SCHEDULE-RSTR","GRANTS MANAGEMENT",143000
"BUDGET-PERSONAL SERVICES","Planning Admin","PLANNING GRANT & LOAN MGMT","DEPT OF HSG & URB DEVEL-RSTR","GRANTS MANAGEMENT",-595747
"BUDGET-PERSONAL SERVICES","Police Grants","UNDERAGE DRINKING ENFORCEMENT","DEPT OF TRANS-RSTR","GRANTS MANAGEMENT",252500
"BUDGET-PERSONAL SERVICES","Police Investigations","POLICE SPECIAL INVESTIGATIONS","DEPT OF HOMELAND SECURITY-RSTR","GRANTS MANAGEMENT",91812
"BUDGET-PERSONAL SERVICES","Police Operational","POLICE PATROL","DEPT OF JUSTICE-RSTR","GRANTS MANAGEMENT",481750
"BUDGET-PERSONAL SERVICES","Police Operational","POLICE YOUTH SERVICES","STATE & LOCAL GRANTS-RSTR","GRANTS MANAGEMENT",1044181
"BUDGET-PERSONAL SERVICES","Public Works Grants","ACOG PLANNING TRANSIT","DEPT OF TRANS-RSTR","GRANTS MANAGEMENT",119700
"BUDGET-PERSONAL SERVICES","Urban Design And Planning","COMPREHENSIVE PLANNING","STATE & LOCAL GRANTS-RSTR","GRANTS MANAGEMENT",43230
"BUDGET-PERSONAL SERVICES","Urban Design And Planning","URBAN DESIGN","DEPT OF THE INT-RSTR","GRANTS MANAGEMENT",3250
"BUDGET-PERSONAL SERVICES","Urban Redevelopment","PLANNING URBAN REDEV PLANNING","ENVIR PROTECT AGCY-RSTR","GRANTS MANAGEMENT",61900
"BUDGET-RECRUIT OVERAGES","Fire Operations","EMERGENCY MEDICAL SERVICES","FIRE SALES TAX-RSTR","FIRE",321300
"BUDGET-RECRUIT OVERAGES","Fire Operations","FIRE SUPRESSION OPERATIONS","FIRE SALES TAX-RSTR","FIRE",45900
"BUDGET-RECRUIT OVERAGES","Fire Operations","OPERATIONS TRAINING","FIRE SALES TAX-RSTR","FIRE",91800
"BUDGET-RECRUIT OVERAGES","UTILITIES CUST SERVICE LOB","UTILIITIES CUST SERV BILLING","WASTEWATER CITY OPERATIONS","WATER UTILITIES",101402
"BUDGET-RECRUIT OVERAGES","UTILITIES CUST SERVICE LOB","UTILIITIES CUST SERV BILLING","WATER CITY OPERATIONS","WATER UTILITIES",124055
"BUDGET-RECRUIT OVERAGES","UTILITIES ENGINEERING LOB","UTILITIES PRIVATE DEVELOPMENT","WASTEWATER CITY OPERATIONS","WATER UTILITIES",37500
"BUDGET-RECRUIT OVERAGES","UTILITIES ENGINEERING LOB","UTILITIES PRIVATE DEVELOPMENT","WATER CITY OPERATIONS","WATER UTILITIES",37500
"BUDGET-RECRUIT OVERAGES","UTILITIES LINE MAINT LOB","UTILIITIES WW LINE MAINT","WASTEWATER CITY OPERATIONS","WATER UTILITIES",29750
"BUDGET-RECRUIT OVERAGES","UTILITIES LINE MAINT LOB","UTILITIES WATER LINE MAINT","WATER CITY OPERATIONS","WATER UTILITIES",29750
"BUDGET-REPLACEMENT CAPITAL","Civic Center Capital Replace","CIVIC CENTER CAPITAL REPLCMENT","MAPS USE CAP RPLCMNT-CMTD","MAPS OPERATIONS",518817
"BUDGET-REPLACEMENT CAPITAL","Cox Conv Center Cap Replacmnt","COX CONV CENTER CAP REPLACMNT","MAPS USE CAP RPLCMNT-CMTD","MAPS OPERATIONS",58121
"BUDGET-REPLACEMENT CAPITAL","Ford Center Cap Replacement","FORD CENTER CAP REPLACEMENT","MAPS USE CAP RPLCMNT-CMTD","MAPS OPERATIONS",1504873
"BUDGET-REPLACEMENT CAPITAL","N Canadian River Cap Replacmnt","N CANADIAN RIVER CAP REPLACMNT","MAPS USE CAP RPLCMNT-CMTD","MAPS OPERATIONS",433555
"BUDGET-REPLACEMENT CAPITAL","Trolley System Cap Replacement","TROLLEY SYSTEM CAP REPLACEMENT","MAPS USE CAP RPLCMNT-CMTD","MAPS OPERATIONS",225000
"BUDGET-SALARY RESERVE","Administration","EXECUTIVE LEADERSHIP","GENERAL OPERATIONS-UASN","GENERAL FUND",41064
"BUDGET-SALARY RESERVE","Airport Administration","AIRPORTS EXEC LEADERSHIP","AIRPORTS CITY OPERATIONS","AIRPORTS",28715
"BUDGET-SALARY RESERVE","Airport Administration","AIRPORTS TECHNOLOGY","AIRPORTS CITY OPERATIONS","AIRPORTS",29300
"BUDGET-SALARY RESERVE","Airport Maintenance","AIRPORTS EQUIP MAINTENANCE","AIRPORTS CITY OPERATIONS","AIRPORTS",91000
"BUDGET-SALARY RESERVE","Airport Property Mgt & Dev","AIRPORTS ARC & ENG PLANNING","AIRPORTS CITY OPERATIONS","AIRPORTS",39845
"BUDGET-SALARY RESERVE","Airport Property Mgt & Dev","AIRPORTS FACILITY & LEASE ADMN","AIRPORTS CITY OPERATIONS","AIRPORTS",14000
"BUDGET-SALARY RESERVE","Audit Services","AUDIT SERVICES","GENERAL OPERATIONS-UASN","GENERAL FUND",13800
"BUDGET-SALARY RESERVE","City Clerks Office","CLERK EXECUTIVE LEADERSHIP","GENERAL OPERATIONS-UASN","GENERAL FUND",16185
"BUDGET-SALARY RESERVE","Courts Administration","COURTS EXECUTIVE LEADERSHIP","GENERAL OPERATIONS-UASN","GENERAL FUND",40175
"BUDGET-SALARY RESERVE","Criminal Justice","MUN COUN PROSECUTION","JUV JUSTICE-RSTR","GENERAL FUND",1080
"BUDGET-SALARY RESERVE","Development Center","PERMITS","GENERAL OPERATIONS-UASN","GENERAL FUND",26918
"BUDGET-SALARY RESERVE","Fire Administration","FIRE EXECUTIVE LEADERSHIP","FIRE SALES TAX-RSTR","FIRE",466
"BUDGET-SALARY RESERVE","Fire Administration","FIRE EXECUTIVE LEADERSHIP","GENERAL OPERATIONS-UASN","GENERAL FUND",16618
"BUDGET-SALARY RESERVE","Fire Operations","FIRE SUPRESSION OPERATIONS","FIRE SALES TAX-RSTR","FIRE",385974
"BUDGET-SALARY RESERVE","Information Technology Admin","IT BUSINESS SERVICES","INFORMATION TECHNOLOGY","INFORMATION TECHNOLOGY",32203
"BUDGET-SALARY RESERVE","Non-Departmental - Operating","NON-DEPARTMENTAL - CONTINGENCY","GENERAL OPERATIONS-UASN","GENERAL FUND",3168698
"BUDGET-SALARY RESERVE","Parking","MUNICIPAL OFF STREET PARKING","PARKING","PARKING",2000
"BUDGET-SALARY RESERVE","Parking","ON STREET PARKING METER","PARKING","PARKING",1600
"BUDGET-SALARY RESERVE","Police Operational","POLICE PATROL","POLICE SALES TAX-RSTR","POLICE",90000
"BUDGET-SALARY RESERVE","Police Operational","POLICE TRAFFIC SAFETY","POLICE SALES TAX-RSTR","POLICE",10000
"BUDGET-SALARY RESERVE","Police Public Safety Support","POLICE 911 COMMUNICATIONS","EMER MGMT E-911-CMTD","EMERGENCY MANAGEMENT",36247
"BUDGET-SALARY RESERVE","Policy & Executive Leadership","CM Office of Sustainability","GENERAL OPERATIONS-UASN","GENERAL FUND",21745
"BUDGET-SALARY RESERVE","Public Safety Support LOB","PUBLIC SAFETY APPLICATIONS SUP","INFORMATION TECHNOLOGY","INFORMATION TECHNOLOGY",3346
"BUDGET-SALARY RESERVE","Public Safety Support LOB","PUBLIC SAFETY COMMUNICATIONS S","INFORMATION TECHNOLOGY","INFORMATION TECHNOLOGY",3346
"BUDGET-SALARY RESERVE","Public Transportation","BUS OPERATIONS","TRANSIT","TRANSPORTATION",26458
"BUDGET-SALARY RESERVE","Risk Management","WORKERS COMP AND SAFETY","RISK MANAGEMENT","RISK MANAGEMENT",32000
"BUDGET-SALARY RESERVE","TECHNOLOGY APP SUPPORT","IT-DEPARTMENTAL SYSTEMS","INFORMATION TECHNOLOGY","INFORMATION TECHNOLOGY",3346
"BUDGET-SALARY RESERVE","TECHNOLOGY APP SUPPORT","IT-ENTERPRISE BUSINESS APPS","INFORMATION TECHNOLOGY","INFORMATION TECHNOLOGY",6692
"BUDGET-SALARY RESERVE","TECHNOLOGY APP SUPPORT","IT-GIS","INFORMATION TECHNOLOGY","INFORMATION TECHNOLOGY",3346
"BUDGET-SALARY RESERVE","TECHNOLOGY CUSTOMER SUPPORT","IT-SERVICE DESK","INFORMATION TECHNOLOGY","INFORMATION TECHNOLOGY",3346
"BUDGET-SALARY RESERVE","TECHNOLOGY CUSTOMER SUPPORT","IT-TECHNOLOGY TRAINING","INFORMATION TECHNOLOGY","INFORMATION TECHNOLOGY",3346
"BUDGET-SALARY RESERVE","Technology Enhancements","IT-Development Services","INFORMATION TECHNOLOGY","INFORMATION TECHNOLOGY",6692
"BUDGET-SALARY RESERVE","Technology Enhancements","IT-Project Management","INFORMATION TECHNOLOGY","INFORMATION TECHNOLOGY",74282
"BUDGET-SALARY RESERVE","Technology Infrastructure","Configuration Mgmt Team","INFORMATION TECHNOLOGY","INFORMATION TECHNOLOGY",3346
"BUDGET-SALARY RESERVE","Technology Infrastructure","IT-NETWORK","INFORMATION TECHNOLOGY","INFORMATION TECHNOLOGY",3346
"BUDGET-SALARY RESERVE","Technology Infrastructure","IT-SECURITY","INFORMATION TECHNOLOGY","INFORMATION TECHNOLOGY",3346
"BUDGET-SALARY RESERVE","Technology Infrastructure","IT-SERVERS","INFORMATION TECHNOLOGY","INFORMATION TECHNOLOGY",3346
"BUDGET-SALARY RESERVE","Traffic","TRAFFIC ENGINEERING","GENERAL OPERATIONS-UASN","GENERAL FUND",-1000
"BUDGET-SALARY RESERVE","Transit","BUSINESS SERVICES","TRANSIT","TRANSPORTATION",49556
"BUDGET-SALARY RESERVE","Transit","EXECUTIVE LEADERSHIP","PARKING","PARKING",400
"BUDGET-SALARY RESERVE","Transit","EXECUTIVE LEADERSHIP","TRANSIT","TRANSPORTATION",19000
"BUDGET-SALARY RESERVE","UTILITIES ADMIN LOB","UTILITIES BUSINESS SERVICES","WASTEWATER CITY OPERATIONS","WATER UTILITIES",352326
"BUDGET-SALARY RESERVE","UTILITIES ADMIN LOB","UTILITIES BUSINESS SERVICES","WATER CITY OPERATIONS","WATER UTILITIES",355468
"BUDGET-SALARY RESERVE","UTILITIES SOLID WASTE LOB","UTILITIES SW QUAL CONTROL SUPP","SOLID WASTE CASH ACCOUNT","SOLID WASTE MANAGEMENT",526798
"BUDGET-VACANCY DISCOUNT","Administration","BUSINESS SERVICES","GENERAL OPERATIONS-UASN","GENERAL FUND",-3023
"BUDGET-VACANCY DISCOUNT","Administration","EXECUTIVE LEADERSHIP","GENERAL OPERATIONS-UASN","GENERAL FUND",-5813
"BUDGET-VACANCY DISCOUNT","Airport Administration","AIRPORTS BUSINESS SERVICES","AIRPORTS CITY OPERATIONS","AIRPORTS",-14866
"BUDGET-VACANCY DISCOUNT","Airport Administration","AIRPORTS EXEC LEADERSHIP","AIRPORTS CITY OPERATIONS","AIRPORTS",-16300
"BUDGET-VACANCY DISCOUNT","Airport Administration","AIRPORTS PUBLIC INFORMATION","AIRPORTS CITY OPERATIONS","AIRPORTS",-3268
"BUDGET-VACANCY DISCOUNT","Airport Commercial Aviation","AIRFIELD OPERATIONS COMMERCIAL","AIRPORTS CITY OPERATIONS","AIRPORTS",-11048
"BUDGET-VACANCY DISCOUNT","Airport Commercial Aviation","AIRPORTS SAFETY SECURITY INSP","AIRPORTS CITY OPERATIONS","AIRPORTS",-2532
"BUDGET-VACANCY DISCOUNT","Airport Commercial Aviation","RUNWAYS & TAXIWAYS COMMERCIAL","AIRPORTS CITY OPERATIONS","AIRPORTS",-16058
"BUDGET-VACANCY DISCOUNT","Airport General Aviation","GROUNDS GENERAL AVIATION","AIRPORTS CITY OPERATIONS","AIRPORTS",-3045
"BUDGET-VACANCY DISCOUNT","Airport General Aviation","OPERATIONS GENERAL AVIATION","AIRPORTS CITY OPERATIONS","AIRPORTS",-7900
"BUDGET-VACANCY DISCOUNT","Airport Maintenance","AIRPORTS BUILDING MAINTENANCE","AIRPORTS CITY OPERATIONS","AIRPORTS",-20669
"BUDGET-VACANCY DISCOUNT","Airport Maintenance","AIRPORTS EQUIP MAINTENANCE","AIRPORTS CITY OPERATIONS","AIRPORTS",-9793
"BUDGET-VACANCY DISCOUNT","Airport Maintenance","AIRPORTS FUEL","AIRPORTS CITY OPERATIONS","AIRPORTS",-8182
"BUDGET-VACANCY DISCOUNT","Airport Maintenance","AIRPORTS GROUNDS MAINTENANCE","AIRPORTS CITY OPERATIONS","AIRPORTS",-12816
"BUDGET-VACANCY DISCOUNT","Airport Property Mgt & Dev","AIRPORTS ARC & ENG PLANNING","AIRPORTS CITY OPERATIONS","AIRPORTS",-11244
"BUDGET-VACANCY DISCOUNT","Airport Property Mgt & Dev","AIRPORTS CONSTRUCTION","AIRPORTS CITY OPERATIONS","AIRPORTS",-10683
"BUDGET-VACANCY DISCOUNT","Airport Property Mgt & Dev","AIRPORTS FACILITY & LEASE ADMN","AIRPORTS CITY OPERATIONS","AIRPORTS",-11457
"BUDGET-VACANCY DISCOUNT","Animal Welfare","ANIMAL CONTROL","GENERAL OPERATIONS-UASN","GENERAL FUND",-20344
"BUDGET-VACANCY DISCOUNT","Animal Welfare","ANIMAL SHELTER","GENERAL OPERATIONS-UASN","GENERAL FUND",-21233
"BUDGET-VACANCY DISCOUNT","Animal Welfare","VETERINARY SERVICES","GENERAL OPERATIONS-UASN","GENERAL FUND",-8356
"BUDGET-VACANCY DISCOUNT","Audit Services","AUDIT SERVICES","GENERAL OPERATIONS-UASN","GENERAL FUND",-13525
"BUDGET-VACANCY DISCOUNT","Benefits","HR HEALTH AND WELFARE BENEFITS","GENERAL OPERATIONS-UASN","GENERAL FUND",-7317
"BUDGET-VACANCY DISCOUNT","Benefits","HR RETIREMENT SAVINGS","GENERAL OPERATIONS-UASN","GENERAL FUND",-134
"BUDGET-VACANCY DISCOUNT","City Auditors Office","AUDITOR BUSINESS SERVICES","GENERAL OPERATIONS-UASN","GENERAL FUND",-1428
"BUDGET-VACANCY DISCOUNT","City Auditors Office","AUDITOR EXECUTIVE LEADERSHIP","GENERAL OPERATIONS-UASN","GENERAL FUND",-433
"BUDGET-VACANCY DISCOUNT","City Clerks Office","CLERK BUSINESS SERVICES","GENERAL OPERATIONS-UASN","GENERAL FUND",-1254
"BUDGET-VACANCY DISCOUNT","City Clerks Office","CLERK EXECUTIVE LEADERSHIP","GENERAL OPERATIONS-UASN","GENERAL FUND",-94
"BUDGET-VACANCY DISCOUNT","City Managers Office","CITY MANAGER BUSINESS SERVICES","GENERAL OPERATIONS-UASN","GENERAL FUND",-527
"BUDGET-VACANCY DISCOUNT","City Treasury","REVENUE COLLECTION","GENERAL OPERATIONS-UASN","GENERAL FUND",-11334
"BUDGET-VACANCY DISCOUNT","City Treasury","TREASURY","GENERAL OPERATIONS-UASN","GENERAL FUND",-5465
"BUDGET-VACANCY DISCOUNT","Civil Litigation","MUN COUN CIVIL LITIGATION","GENERAL OPERATIONS-UASN","GENERAL FUND",-22012
"BUDGET-VACANCY DISCOUNT","Code Enforcement","CODE INSPECTIONS","GENERAL OPERATIONS-UASN","GENERAL FUND",-41406
"BUDGET-VACANCY DISCOUNT","Code Enforcement","NUISANCE ABATEMENT","GENERAL OPERATIONS-UASN","GENERAL FUND",-10673
"BUDGET-VACANCY DISCOUNT","Code Enforcement","VACANT AND ABANDONED BUILDINGS","GENERAL OPERATIONS-UASN","GENERAL FUND",-9197
"BUDGET-VACANCY DISCOUNT","Community Development","PLANNING COMMUNITY SERVICES","GENERAL OPERATIONS-UASN","GENERAL FUND",-1418
"BUDGET-VACANCY DISCOUNT","COMMUNITY ENHANCEMENT","Community Development","GENERAL OPERATIONS-UASN","GENERAL FUND",-2708
"BUDGET-VACANCY DISCOUNT","COMMUNITY ENHANCEMENT","Economic Development","GENERAL OPERATIONS-UASN","GENERAL FUND",-3540
"BUDGET-VACANCY DISCOUNT","COMMUNITY ENHANCEMENT","Tourism Development","GENERAL OPERATIONS-UASN","GENERAL FUND",-2141
"BUDGET-VACANCY DISCOUNT","Council Support","CITY COUNCIL","GENERAL OPERATIONS-UASN","GENERAL FUND",-6602
"BUDGET-VACANCY DISCOUNT","Court Operations","COURT FACILITY OPERATIONS","GENERAL OPERATIONS-UASN","GENERAL FUND",-1836
"BUDGET-VACANCY DISCOUNT","Court Operations","COURTS COURTHOUSE SECURITY","GENERAL OPERATIONS-UASN","GENERAL FUND",-3212
"BUDGET-VACANCY DISCOUNT","Court Operations","COURTS COURTHOUSE SECURITY","JUV JUSTICE-RSTR","GENERAL FUND",-602
"BUDGET-VACANCY DISCOUNT","Court Services","COURT CASE SUPPORT","GENERAL OPERATIONS-UASN","GENERAL FUND",-29625
"BUDGET-VACANCY DISCOUNT","Court Services","COURT CASE SUPPORT","JUV JUSTICE-RSTR","GENERAL FUND",-629
"BUDGET-VACANCY DISCOUNT","Court Services","COURTS ENFORCEMENT & INVESTIGA","GENERAL OPERATIONS-UASN","GENERAL FUND",-12702
"BUDGET-VACANCY DISCOUNT","Court Services","COURTS ENFORCEMENT & INVESTIGA","JUV JUSTICE-RSTR","GENERAL FUND",-603
"BUDGET-VACANCY DISCOUNT","Court Services","COURTS FINANCIAL PROCESSING","GENERAL OPERATIONS-UASN","GENERAL FUND",-14627
"BUDGET-VACANCY DISCOUNT","Court Services","COURTS FINANCIAL PROCESSING","JUV JUSTICE-RSTR","GENERAL FUND",-70
"BUDGET-VACANCY DISCOUNT","Courts Administration","COURTS BUSINESS SERVICES","GENERAL OPERATIONS-UASN","GENERAL FUND",-3535
"BUDGET-VACANCY DISCOUNT","Courts Administration","COURTS EXECUTIVE LEADERSHIP","GENERAL OPERATIONS-UASN","GENERAL FUND",-3885
"BUDGET-VACANCY DISCOUNT","Criminal Justice","MUN COUN POLICE COURTS LEGAL","GENERAL OPERATIONS-UASN","GENERAL FUND",-2311
"BUDGET-VACANCY DISCOUNT","Criminal Justice","MUN COUN PROSECUTION","GENERAL OPERATIONS-UASN","GENERAL FUND",-20286
"BUDGET-VACANCY DISCOUNT","Criminal Justice","MUN COUN PROSECUTION","JUV JUSTICE-RSTR","GENERAL FUND",-3356
"BUDGET-VACANCY DISCOUNT","Current Planning","CODE ADMINISTRATION","GENERAL OPERATIONS-UASN","GENERAL FUND",-16122
"BUDGET-VACANCY DISCOUNT","Development Center","CONSTRUCTION INSPECTIONS","GENERAL OPERATIONS-UASN","GENERAL FUND",-57048
"BUDGET-VACANCY DISCOUNT","Development Center","PERMITS","GENERAL OPERATIONS-UASN","GENERAL FUND",-20318
"BUDGET-VACANCY DISCOUNT","Development Center","PLAN REVIEW","GENERAL OPERATIONS-UASN","GENERAL FUND",-30206
"BUDGET-VACANCY DISCOUNT","Drainage Administration","ENVIRONMENTAL","DRAINAGE CITY OPERATIONS","STORMWATER DRAINAGE",-7939
"BUDGET-VACANCY DISCOUNT","Drainage Administration","HOUSEHOLD HAZARDOUS WASTE","DRAINAGE CITY OPERATIONS","STORMWATER DRAINAGE",-9400
"BUDGET-VACANCY DISCOUNT","Drainage Administration","STRMWTR  PUBLIC OUTREACH","DRAINAGE CITY OPERATIONS","STORMWATER DRAINAGE",-895
"BUDGET-VACANCY DISCOUNT","Drainage Administration","STRMWTR CONSTR/INDUSTR PERMIT","DRAINAGE CITY OPERATIONS","STORMWATER DRAINAGE",-18456
"BUDGET-VACANCY DISCOUNT","Engineering","PROJECT MANAGEMENT","GENERAL OPERATIONS-UASN","GENERAL FUND",-42876
"BUDGET-VACANCY DISCOUNT","Engineering","SUPPORT","GENERAL OPERATIONS-UASN","GENERAL FUND",-14059
"BUDGET-VACANCY DISCOUNT","Engineering","TECH REVIEW AND REGULATION","DRAINAGE CITY OPERATIONS","STORMWATER DRAINAGE",-19440
"BUDGET-VACANCY DISCOUNT","Engineering","TECH REVIEW AND REGULATION","GENERAL OPERATIONS-UASN","GENERAL FUND",-17354
"BUDGET-VACANCY DISCOUNT","Ethics Assurance","AUDITOR ETHICS ASSURANCE","GENERAL OPERATIONS-UASN","GENERAL FUND",-498
"BUDGET-VACANCY DISCOUNT","Field Services","CONSTR INSPECTION/QUALITY CTRL","GENERAL OPERATIONS-UASN","GENERAL FUND",-59762
"BUDGET-VACANCY DISCOUNT","Field Services","SURVEY","GENERAL OPERATIONS-UASN","GENERAL FUND",-5598
"BUDGET-VACANCY DISCOUNT","Finanacial Planning and Mgmt","FIN REPORTING AND COMPLIANCE","GENERAL OPERATIONS-UASN","GENERAL FUND",-35550
"BUDGET-VACANCY DISCOUNT","Finanacial Planning and Mgmt","FINANCIAL PLANNING","GENERAL OPERATIONS-UASN","GENERAL FUND",-19125
"BUDGET-VACANCY DISCOUNT","Finance Administration","FINANCE BUSINESS SERVICES","GENERAL OPERATIONS-UASN","GENERAL FUND",-4131
"BUDGET-VACANCY DISCOUNT","Finance Administration","FINANCE EXECUTIVE LEADERSHIP","GENERAL OPERATIONS-UASN","GENERAL FUND",-4981
"BUDGET-VACANCY DISCOUNT","Fire Administration","FIRE BUSINESS SERVICES","FIRE SALES TAX-RSTR","FIRE",-11701
"BUDGET-VACANCY DISCOUNT","Fire Administration","FIRE BUSINESS SERVICES","GENERAL OPERATIONS-UASN","GENERAL FUND",-21045
"BUDGET-VACANCY DISCOUNT","Fire Administration","FIRE EXECUTIVE LEADERSHIP","FIRE SALES TAX-RSTR","FIRE",-2664
"BUDGET-VACANCY DISCOUNT","Fire Administration","FIRE EXECUTIVE LEADERSHIP","GENERAL OPERATIONS-UASN","GENERAL FUND",-28251
"BUDGET-VACANCY DISCOUNT","Fire Operations","EMERGENCY MEDICAL SERVICES","FIRE SALES TAX-RSTR","FIRE",-142953
"BUDGET-VACANCY DISCOUNT","Fire Operations","EMERGENCY MEDICAL SERVICES","GENERAL OPERATIONS-UASN","GENERAL FUND",-606811
"BUDGET-VACANCY DISCOUNT","Fire Operations","FIRE SUPRESSION OPERATIONS","FIRE SALES TAX-RSTR","FIRE",-29184
"BUDGET-VACANCY DISCOUNT","Fire Operations","FIRE SUPRESSION OPERATIONS","GENERAL OPERATIONS-UASN","GENERAL FUND",-93731
"BUDGET-VACANCY DISCOUNT","Fire Operations","OPERATIONS TRAINING","FIRE SALES TAX-RSTR","FIRE",-51988
"BUDGET-VACANCY DISCOUNT","Fire Operations","OPERATIONS TRAINING","GENERAL OPERATIONS-UASN","GENERAL FUND",-190092
"BUDGET-VACANCY DISCOUNT","Fire Prevention","FIRE INVESTIGATIONS","FIRE SALES TAX-RSTR","FIRE",-3343
"BUDGET-VACANCY DISCOUNT","Fire Prevention","FIRE INVESTIGATIONS","GENERAL OPERATIONS-UASN","GENERAL FUND",-18365
"BUDGET-VACANCY DISCOUNT","Fire Prevention","PREVENTION INSPECTION AND CODE","FIRE SALES TAX-RSTR","FIRE",-6633
"BUDGET-VACANCY DISCOUNT","Fire Prevention","PREVENTION INSPECTION AND CODE","GENERAL OPERATIONS-UASN","GENERAL FUND",-17695
"BUDGET-VACANCY DISCOUNT","Fire Prevention","PUBLIC SAFETY EDUCATION","FIRE SALES TAX-RSTR","FIRE",-12202
"BUDGET-VACANCY DISCOUNT","Fire Prevention","PUBLIC SAFETY EDUCATION","GENERAL OPERATIONS-UASN","GENERAL FUND",-1556
"BUDGET-VACANCY DISCOUNT","General Services Admin","GEN SERVICES BUSINESS SERVICES","FLEET SERVICES","FLEET SERVICES",-1973
"BUDGET-VACANCY DISCOUNT","General Services Admin","GEN SERVICES BUSINESS SERVICES","GENERAL OPERATIONS-UASN","GENERAL FUND",-5033
"BUDGET-VACANCY DISCOUNT","General Services Admin","GEN SERVICES EXEC LEADERSHIP","FLEET SERVICES","FLEET SERVICES",-267
"BUDGET-VACANCY DISCOUNT","General Services Admin","GEN SERVICES EXEC LEADERSHIP","GENERAL OPERATIONS-UASN","GENERAL FUND",-2446
"BUDGET-VACANCY DISCOUNT","General Services Bldg Mgmt","GEN SVCS AQUATIC FACILITY SAFE","GENERAL OPERATIONS-UASN","GENERAL FUND",-6697
"BUDGET-VACANCY DISCOUNT","General Services Bldg Mgmt","GEN SVCS BUILDING REPAIR MAINT","GENERAL OPERATIONS-UASN","GENERAL FUND",-39906
