"FundDescription","OperatingUnitDescription","ProgramName","LOBName","Account.Description","Total"
"AIRPORTS","AIRPORTS CITY OPERATIONS","RUNWAYS & TAXIWAYS COMMERCIAL","Airport Commercial Aviation","SMALL TOOLS & MINOR EQUIP",4800
"ASSET FORFEITURE","ASSET FORF DEPT OF TREAS-RSTR","POLICE SPECIAL INVESTIGATIONS","Police Investigations","BUDGET-CONTINGENCY",52000
"ASSET FORFEITURE","ASSET FORF DEPT OF TREAS-RSTR","POLICE SPECIAL INVESTIGATIONS","Police Investigations","OTHER EQUIPMENT",3000
"ASSET FORFEITURE","FED ASSET FORF-RSTR","POLICE EXEC LEADERSHIP","Police Chiefs Office","OTHER EQUIPMENT",40000
"ASSET FORFEITURE","FED ASSET FORF-RSTR","POLICE INVESTIGATIONS SUPPORT","Police Investigations","BUDGET-CONTINGENCY",105000
"ASSET FORFEITURE","FED ASSET FORF-RSTR","POLICE INVESTIGATIONS SUPPORT","Police Investigations","OTHER SERVICES AND CHARGES",5000
"ASSET FORFEITURE","FED ASSET FORF-RSTR","POLICE PATROL","Police Operational","OTHER EQUIPMENT",40000
"ASSET FORFEITURE","FED ASSET FORF-RSTR","POLICE SPECIAL INVESTIGATIONS","Police Investigations","BUILDING MAINTENANCE",10000
"ASSET FORFEITURE","FED ASSET FORF-RSTR","POLICE SPECIAL INVESTIGATIONS","Police Investigations","COMPUTER SUPPLIES",30000
"ASSET FORFEITURE","FED ASSET FORF-RSTR","POLICE SPECIAL INVESTIGATIONS","Police Investigations","OTHER EQUIPMENT",125000
"ASSET FORFEITURE","FED ASSET FORF-RSTR","POLICE SPECIAL INVESTIGATIONS","Police Investigations","OTHER SERVICES AND CHARGES",55000
"ASSET FORFEITURE","FED ASSET FORF-RSTR","POLICE SPECIAL INVESTIGATIONS","Police Investigations","OTHER SUPPLIES",50000
"ASSET FORFEITURE","FED ASSET FORF-RSTR","POLICE TRAINING","Police Public Safety Support","OTHER EQUIPMENT",40000
"ASSET FORFEITURE","STATE ASSET FORF-RSTR","POLICE BUSINESS SERVICES","Police Chiefs Office","EMPLOYER'S FICA EXPENSE",1530
"ASSET FORFEITURE","STATE ASSET FORF-RSTR","POLICE BUSINESS SERVICES","Police Chiefs Office","OTHER SERVICES AND CHARGES",10000
"ASSET FORFEITURE","STATE ASSET FORF-RSTR","POLICE BUSINESS SERVICES","Police Chiefs Office","OTHER SUPPLIES",15000
"ASSET FORFEITURE","STATE ASSET FORF-RSTR","POLICE BUSINESS SERVICES","Police Chiefs Office","PART TIME & TEMPORARY WAGES",20000
"ASSET FORFEITURE","STATE ASSET FORF-RSTR","POLICE EXEC LEADERSHIP","Police Chiefs Office","BUDGET-CONTINGENCY",100000
"ASSET FORFEITURE","STATE ASSET FORF-RSTR","POLICE EXEC LEADERSHIP","Police Chiefs Office","COMPUTER SUPPLIES",20000
"ASSET FORFEITURE","STATE ASSET FORF-RSTR","POLICE HUMAN RESOURCES","Police Chiefs Office","EMPLOYER'S FICA EXPENSE",13470
"ASSET FORFEITURE","STATE ASSET FORF-RSTR","POLICE HUMAN RESOURCES","Police Chiefs Office","PART TIME & TEMPORARY WAGES",60000
"ASSET FORFEITURE","STATE ASSET FORF-RSTR","POLICE INVESTIGATIONS","Police Investigations","BUDGET-CONTINGENCY",30000
"ASSET FORFEITURE","STATE ASSET FORF-RSTR","POLICE INVESTIGATIONS","Police Investigations","PART TIME & TEMPORARY WAGES",35000
"ASSET FORFEITURE","STATE ASSET FORF-RSTR","POLICE PATROL","Police Operational","BUDGET-CONTINGENCY",50000
"ASSET FORFEITURE","STATE ASSET FORF-RSTR","POLICE PATROL","Police Operational","COMPUTER SUPPLIES",40000
"ASSET FORFEITURE","STATE ASSET FORF-RSTR","POLICE PATROL","Police Operational","EMPLOYEE TRAVEL REIMBURSEMENT",10000
"ASSET FORFEITURE","STATE ASSET FORF-RSTR","POLICE PATROL","Police Operational","OTHER EQUIPMENT",200000
"ASSET FORFEITURE","STATE ASSET FORF-RSTR","POLICE PATROL","Police Operational","OTHER SERVICES AND CHARGES",30000
"ASSET FORFEITURE","STATE ASSET FORF-RSTR","POLICE RECORDS MANAGEMENT","Police Public Safety Support","COMPUTER SUPPLIES",64885
"ASSET FORFEITURE","STATE ASSET FORF-RSTR","POLICE RECORDS MANAGEMENT","Police Public Safety Support","OTHER EQUIPMENT",22000
"ASSET FORFEITURE","STATE ASSET FORF-RSTR","POLICE SPECIAL INVESTIGATIONS","Police Investigations","ANIMAL-FOOD",40000
"ASSET FORFEITURE","STATE ASSET FORF-RSTR","POLICE SPECIAL INVESTIGATIONS","Police Investigations","BUDGET-CONTINGENCY",170000
"ASSET FORFEITURE","STATE ASSET FORF-RSTR","POLICE SPECIAL INVESTIGATIONS","Police Investigations","COMPUTER SUPPLIES",232500
"ASSET FORFEITURE","STATE ASSET FORF-RSTR","POLICE SPECIAL INVESTIGATIONS","Police Investigations","EMPLOYEE TRAINING",40000
"ASSET FORFEITURE","STATE ASSET FORF-RSTR","POLICE SPECIAL INVESTIGATIONS","Police Investigations","EMPLOYEE TRAVEL REIMBURSEMENT",30000
"ASSET FORFEITURE","STATE ASSET FORF-RSTR","POLICE SPECIAL INVESTIGATIONS","Police Investigations","FUEL",206409
"ASSET FORFEITURE","STATE ASSET FORF-RSTR","POLICE SPECIAL INVESTIGATIONS","Police Investigations","MACHINERY AND EQUIPMENT MTCE",100000
"ASSET FORFEITURE","STATE ASSET FORF-RSTR","POLICE SPECIAL INVESTIGATIONS","Police Investigations","OTHER EQUIPMENT",94833
"ASSET FORFEITURE","STATE ASSET FORF-RSTR","POLICE SPECIAL INVESTIGATIONS","Police Investigations","OTHER EQUIPMENT RENTAL",3000
"ASSET FORFEITURE","STATE ASSET FORF-RSTR","POLICE SPECIAL INVESTIGATIONS","Police Investigations","OTHER REPAIRS AND MAINTENANCE",60000
"ASSET FORFEITURE","STATE ASSET FORF-RSTR","POLICE SPECIAL INVESTIGATIONS","Police Investigations","OTHER SERVICES AND CHARGES",89419
"ASSET FORFEITURE","STATE ASSET FORF-RSTR","POLICE SPECIAL INVESTIGATIONS","Police Investigations","OTHER SUPPLIES",184954
"ASSET FORFEITURE","STATE ASSET FORF-RSTR","POLICE SPECIAL INVESTIGATIONS","Police Investigations","PROFESSIONAL SVC-MEDICAL",20000
"ASSET FORFEITURE","STATE ASSET FORF-RSTR","POLICE SPECIAL INVESTIGATIONS","Police Investigations","REPAIR & MAINTENANCE PARTS",200000
"ASSET FORFEITURE","STATE ASSET FORF-RSTR","POLICE SPECIAL INVESTIGATIONS","Police Investigations","TRANSFER TO MFA-INVESTGATING",200000
"ASSET FORFEITURE","STATE ASSET FORF-RSTR","POLICE SPECIAL INVESTIGATIONS","Police Investigations","VEHICLES",200000
"ASSET FORFEITURE","STATE ASSET FORF-RSTR","POLICE SPECIAL INVESTIGATIONS","Police Investigations","VENDOR CONTRACT",5000
"ASSET FORFEITURE","STATE ASSET FORF-RSTR","POLICE TRAINING","Police Public Safety Support","BUDGET-CONTINGENCY",50000
"ASSET FORFEITURE","STATE ASSET FORF-RSTR","POLICE TRAINING","Police Public Safety Support","SHIPPING / FREIGHT",2000
"ASSET FORFEITURE","STATE ASSET FORF-RSTR","POLICE YOUTH SERVICES","Police Operational","PART TIME & TEMPORARY WAGES",50000
"CAPITAL IMPROVEMENT","CAPITAL IMPROVEMENT-ASGN","CIP-CITY CLERK","CIP-City Clerk","COMPUTER SUPPLIES",1745
"CAPITAL IMPROVEMENT","CAPITAL IMPROVEMENT-ASGN","CIP-CITY CLERK","CIP-City Clerk","CONSTRUCTION IN PROGRESS",141000
"CAPITAL IMPROVEMENT","CAPITAL IMPROVEMENT-ASGN","CIP-CITY CLERK","CIP-City Clerk","EQUIPMENT",35614
"CAPITAL IMPROVEMENT","CAPITAL IMPROVEMENT-ASGN","CIP-CITY CLERK","CIP-City Clerk","ITC MICROSOFT LICENSING",916
"CAPITAL IMPROVEMENT","CAPITAL IMPROVEMENT-ASGN","CIP-CITY CLERK","CIP-City Clerk","NON-CAPITAL FURNITURE & FIXTUR",367
"CAPITAL IMPROVEMENT","CAPITAL IMPROVEMENT-ASGN","CIP-CITY CLERK","CIP-City Clerk","OTHER SERVICES AND CHARGES",1500
"CAPITAL IMPROVEMENT","CAPITAL IMPROVEMENT-ASGN","CIP-CITY MANAGER","CIP-City Manager","ARCHITECT & ENGINEERING",171696
"CAPITAL IMPROVEMENT","CAPITAL IMPROVEMENT-ASGN","CIP-CITY MANAGER","CIP-City Manager","CONSTRUCTION IN PROGRESS",211717
"CAPITAL IMPROVEMENT","CAPITAL IMPROVEMENT-ASGN","CIP-CITY MANAGER","CIP-City Manager","ECONOMIC DEVELOPMENT CONTRACT",1782900
"CAPITAL IMPROVEMENT","CAPITAL IMPROVEMENT-ASGN","CIP-CITY MANAGER","CIP-City Manager","EQUIPMENT",48737
"CAPITAL IMPROVEMENT","CAPITAL IMPROVEMENT-ASGN","CIP-CITY MANAGER","CIP-City Manager","MISCELLANEOUS SRVCS CONTRACTS",2808
"CAPITAL IMPROVEMENT","CAPITAL IMPROVEMENT-ASGN","CIP-CITY MANAGER","CIP-City Manager","NON-CAPITAL FURNITURE & FIXTUR",259930
"CAPITAL IMPROVEMENT","CAPITAL IMPROVEMENT-ASGN","CIP-FINANCE","CIP-Finance","EQUIPMENT",3000
"CAPITAL IMPROVEMENT","CAPITAL IMPROVEMENT-ASGN","CIP-FINANCE","CIP-Finance","FURNITURE & FIXTURES",8393
"CAPITAL IMPROVEMENT","CAPITAL IMPROVEMENT-ASGN","CIP-FINANCE","CIP-Finance","NON-CAPITAL A&E",330
"CAPITAL IMPROVEMENT","CAPITAL IMPROVEMENT-ASGN","CIP-FINANCE","CIP-Finance","NON-CAPITAL CONSTRUCTION",113691
"CAPITAL IMPROVEMENT","CAPITAL IMPROVEMENT-ASGN","CIP-FINANCE","CIP-Finance","NON-CAPITAL FURNITURE & FIXTUR",720
"CAPITAL IMPROVEMENT","CAPITAL IMPROVEMENT-ASGN","CIP-FINANCE","CIP-Finance","OTHER SUPPLIES",160
"CAPITAL IMPROVEMENT","CAPITAL IMPROVEMENT-ASGN","CIP-FINANCE","CIP-Finance","PROFESSIONAL SERVICES-OTHER",100
"CAPITAL IMPROVEMENT","CAPITAL IMPROVEMENT-ASGN","CIP-FINANCE","CIP-Finance","REPAIR & MAINTENANCE PARTS",959
"CAPITAL IMPROVEMENT","CAPITAL IMPROVEMENT-ASGN","CIP-GENERAL SERVICES","CIP-General Services","ARCHITECT & ENGINEERING",118343
"CAPITAL IMPROVEMENT","CAPITAL IMPROVEMENT-ASGN","CIP-GENERAL SERVICES","CIP-General Services","BUDGET-CAPITAL OUTLAY",70085
"CAPITAL IMPROVEMENT","CAPITAL IMPROVEMENT-ASGN","CIP-GENERAL SERVICES","CIP-General Services","BUILDING MAINTENANCE",19871
"CAPITAL IMPROVEMENT","CAPITAL IMPROVEMENT-ASGN","CIP-GENERAL SERVICES","CIP-General Services","CONSTRUCTION 2ND C",1775
"CAPITAL IMPROVEMENT","CAPITAL IMPROVEMENT-ASGN","CIP-GENERAL SERVICES","CIP-General Services","CONSTRUCTION IN PROGRESS",1553554
"CAPITAL IMPROVEMENT","CAPITAL IMPROVEMENT-ASGN","CIP-GENERAL SERVICES","CIP-General Services","EQUIPMENT",7363
"CAPITAL IMPROVEMENT","CAPITAL IMPROVEMENT-ASGN","CIP-GENERAL SERVICES","CIP-General Services","INDEPENDENT AUDIT",1543
"CAPITAL IMPROVEMENT","CAPITAL IMPROVEMENT-ASGN","CIP-GENERAL SERVICES","CIP-General Services","NON-CAPITAL A&E",84000
"CAPITAL IMPROVEMENT","CAPITAL IMPROVEMENT-ASGN","CIP-GENERAL SERVICES","CIP-General Services","NON-CAPITAL CONSTRUCTION",160628
"CAPITAL IMPROVEMENT","CAPITAL IMPROVEMENT-ASGN","CIP-GENERAL SERVICES","CIP-General Services","NON-CAPITAL TESTING",4814
"CAPITAL IMPROVEMENT","CAPITAL IMPROVEMENT-ASGN","CIP-GENERAL SERVICES","CIP-General Services","OTHER SERVICES AND CHARGES",278056
"CAPITAL IMPROVEMENT","CAPITAL IMPROVEMENT-ASGN","CIP-GENERAL SERVICES","CIP-General Services","PAYMENTS TO COTPA",25005
"CAPITAL IMPROVEMENT","CAPITAL IMPROVEMENT-ASGN","CIP-GENERAL SERVICES","CIP-General Services","PROFESSIONAL SERVICES-OTHER",90000
"CAPITAL IMPROVEMENT","CAPITAL IMPROVEMENT-ASGN","CIP-GENERAL SERVICES","CIP-General Services","REPAIR & MAINTENANCE PARTS",234555
"CAPITAL IMPROVEMENT","CAPITAL IMPROVEMENT-ASGN","CIP-GENERAL SERVICES","CIP-General Services","TESTING",3500
"CAPITAL IMPROVEMENT","CAPITAL IMPROVEMENT-ASGN","CIP-INFORMATION TECHNOLOGY","CIP-Information Technology","BUDGET-CAPITAL OUTLAY",5946
"CAPITAL IMPROVEMENT","CAPITAL IMPROVEMENT-ASGN","CIP-INFORMATION TECHNOLOGY","CIP-Information Technology","BUDGET-CONTINGENCY",2106511
"CAPITAL IMPROVEMENT","CAPITAL IMPROVEMENT-ASGN","CIP-INFORMATION TECHNOLOGY","CIP-Information Technology","COMPUTER SUPPLIES",441775
"CAPITAL IMPROVEMENT","CAPITAL IMPROVEMENT-ASGN","CIP-INFORMATION TECHNOLOGY","CIP-Information Technology","CONSTRUCTION IN PROGRESS",475999
"CAPITAL IMPROVEMENT","CAPITAL IMPROVEMENT-ASGN","CIP-INFORMATION TECHNOLOGY","CIP-Information Technology","EQUIPMENT",11631
"CAPITAL IMPROVEMENT","CAPITAL IMPROVEMENT-ASGN","CIP-INFORMATION TECHNOLOGY","CIP-Information Technology","IT SYSTEMS / SOFTWARE",2149025
"CAPITAL IMPROVEMENT","CAPITAL IMPROVEMENT-ASGN","CIP-INFORMATION TECHNOLOGY","CIP-Information Technology","ITC MISCELLANEOUS",6059
"CAPITAL IMPROVEMENT","CAPITAL IMPROVEMENT-ASGN","CIP-INFORMATION TECHNOLOGY","CIP-Information Technology","ITC SECURITY",10687
"CAPITAL IMPROVEMENT","CAPITAL IMPROVEMENT-ASGN","CIP-INFORMATION TECHNOLOGY","CIP-Information Technology","ITC TIME KEEPING SYSTEM",6584
"CAPITAL IMPROVEMENT","CAPITAL IMPROVEMENT-ASGN","CIP-INFORMATION TECHNOLOGY","CIP-Information Technology","MAINTENANCE SERVICES CONTRACT",75000
"CAPITAL IMPROVEMENT","CAPITAL IMPROVEMENT-ASGN","CIP-INFORMATION TECHNOLOGY","CIP-Information Technology","MISCELLANEOUS SRVCS CONTRACTS",101706
"CAPITAL IMPROVEMENT","CAPITAL IMPROVEMENT-ASGN","CIP-INFORMATION TECHNOLOGY","CIP-Information Technology","NON-CAPITAL FURNITURE & FIXTUR",20000
"CAPITAL IMPROVEMENT","CAPITAL IMPROVEMENT-ASGN","CIP-INFORMATION TECHNOLOGY","CIP-Information Technology","PROFESSIONAL SERVICES-OTHER",9678
"CAPITAL IMPROVEMENT","CAPITAL IMPROVEMENT-ASGN","CIP-INFORMATION TECHNOLOGY","CIP-Information Technology","REPAIR & MAINTENANCE PARTS",52
"CAPITAL IMPROVEMENT","CAPITAL IMPROVEMENT-ASGN","CIP-MAYOR & COUNCIL","CIP-Mayor & Council","NON-CAPITAL FURNITURE & FIXTUR",10500
"CAPITAL IMPROVEMENT","CAPITAL IMPROVEMENT-ASGN","CIP-MUNICIPAL COUNSELOR","CIP-Municipal Counselor","CONSTRUCTION IN PROGRESS",75000
"CAPITAL IMPROVEMENT","CAPITAL IMPROVEMENT-ASGN","CIP-MUNICIPAL COUNSELOR","CIP-Municipal Counselor","EQUIPMENT",18480
"CAPITAL IMPROVEMENT","CAPITAL IMPROVEMENT-ASGN","CIP-MUNICIPAL COUNSELOR","CIP-Municipal Counselor","PURCHASE_DISCOUNT",37
"CAPITAL IMPROVEMENT","CAPITAL IMPROVEMENT-ASGN","CIP-NONDEPARTMENTAL","CIP-Non-Departmental","ARCHITECT & ENGINEERING",100
"CAPITAL IMPROVEMENT","CAPITAL IMPROVEMENT-ASGN","CIP-NONDEPARTMENTAL","CIP-Non-Departmental","BUDGET-CAPITAL OUTLAY",500
"CAPITAL IMPROVEMENT","CAPITAL IMPROVEMENT-ASGN","CIP-NONDEPARTMENTAL","CIP-Non-Departmental","BUDGET-CONTINGENCY",2977762
"CAPITAL IMPROVEMENT","CAPITAL IMPROVEMENT-ASGN","CIP-NONDEPARTMENTAL","CIP-Non-Departmental","CONSTRUCTION IN PROGRESS",5000
"CAPITAL IMPROVEMENT","CAPITAL IMPROVEMENT-ASGN","CIP-NONDEPARTMENTAL","CIP-Non-Departmental","FURNITURE & FIXTURES",102950
"CAPITAL IMPROVEMENT","CAPITAL IMPROVEMENT-ASGN","CIP-NONDEPARTMENTAL","CIP-Non-Departmental","LAND",4049
"CAPITAL IMPROVEMENT","CAPITAL IMPROVEMENT-ASGN","CIP-NONDEPARTMENTAL","CIP-Non-Departmental","MISCELLANEOUS SRVCS CONTRACTS",2175
"CAPITAL IMPROVEMENT","CAPITAL IMPROVEMENT-ASGN","CIP-NONDEPARTMENTAL","CIP-Non-Departmental","OFFICE SUPPLIES",20
"CAPITAL IMPROVEMENT","CAPITAL IMPROVEMENT-ASGN","CIP-NONDEPARTMENTAL","CIP-Non-Departmental","OTHER EQUIPMENT",820
"CAPITAL IMPROVEMENT","CAPITAL IMPROVEMENT-ASGN","CIP-NONDEPARTMENTAL","CIP-Non-Departmental","OTHER SUPPLIES",3800
"CAPITAL IMPROVEMENT","CAPITAL IMPROVEMENT-ASGN","CIP-NONDEPARTMENTAL","CIP-Non-Departmental","TRANSFER TO GO BOND FUND",12500
"CAPITAL IMPROVEMENT","CAPITAL IMPROVEMENT-ASGN","CIP-PARKS &  RECREATION","CIP-Parks &Recreation","ARCHITECT & ENGINEERING",12000
"CAPITAL IMPROVEMENT","CAPITAL IMPROVEMENT-ASGN","CIP-PARKS &  RECREATION","CIP-Parks &Recreation","COMPUTER SUPPLIES",1879
"CAPITAL IMPROVEMENT","CAPITAL IMPROVEMENT-ASGN","CIP-PARKS &  RECREATION","CIP-Parks &Recreation","CONSTRUCTION IN PROGRESS",118000
"CAPITAL IMPROVEMENT","CAPITAL IMPROVEMENT-ASGN","CIP-PARKS &  RECREATION","CIP-Parks &Recreation","EQUIPMENT",185900
"CAPITAL IMPROVEMENT","CAPITAL IMPROVEMENT-ASGN","CIP-PARKS &  RECREATION","CIP-Parks &Recreation","FEASIBILITY_STUDY",114000
"CAPITAL IMPROVEMENT","CAPITAL IMPROVEMENT-ASGN","CIP-PARKS &  RECREATION","CIP-Parks &Recreation","OTHER EQUIPMENT",32895
"CAPITAL IMPROVEMENT","CAPITAL IMPROVEMENT-ASGN","CIP-POLICE","CIP-Police","BUDGET-CAPITAL OUTLAY",235943
"CAPITAL IMPROVEMENT","CAPITAL IMPROVEMENT-ASGN","CIP-POLICE","CIP-Police","VEHICLES",1688
"CAPITAL IMPROVEMENT","CAPITAL IMPROVEMENT-ASGN","CIP-PUBLIC WORKS","Public Works - CIP","ARCHITECT & ENGINEERING",222030
"CAPITAL IMPROVEMENT","CAPITAL IMPROVEMENT-ASGN","CIP-PUBLIC WORKS","Public Works - CIP","CONSTRUCTION IN PROGRESS",2119039
"CAPITAL IMPROVEMENT","CAPITAL IMPROVEMENT-ASGN","CIP-PUBLIC WORKS","Public Works - CIP","CONSULTING SERVICE",16805
"CAPITAL IMPROVEMENT","CAPITAL IMPROVEMENT-ASGN","CIP-PUBLIC WORKS","Public Works - CIP","EQUIPMENT",587158
"CAPITAL IMPROVEMENT","CAPITAL IMPROVEMENT-ASGN","CIP-PUBLIC WORKS","Public Works - CIP","NON-CAPITAL CONSTRUCTION",95548
"CAPITAL IMPROVEMENT","CAPITAL IMPROVEMENT-ASGN","CIP-PUBLIC WORKS","Public Works - CIP","NON-CAPITAL FURNITURE & FIXTUR",109801
"CAPITAL IMPROVEMENT","CAPITAL IMPROVEMENT-ASGN","CIP-PUBLIC WORKS","Public Works - CIP","NON-CAPITAL TESTING",22629
"CAPITAL IMPROVEMENT","CAPITAL IMPROVEMENT-ASGN","CIP-PUBLIC WORKS","Public Works - CIP","OTHER SERVICES AND CHARGES",35715
"CAPITAL IMPROVEMENT","CAPITAL IMPROVEMENT-ASGN","CIP-PUBLIC WORKS","Public Works - CIP","TESTING",14215
"CAPITAL IMPROVEMENT","CAPITAL IMPROVEMENT-ASGN","CIP-PUBLIC WORKS","Public Works - CIP","TRAFFIC SIGNAL MATERIALS",12357
"CAPITAL IMPROVEMENT","CAPITAL IMPROVEMENT-ASGN","CIP-PUBLIC WORKS","Public Works - CIP","VEHICLES",3406
"CAPITAL IMPROVEMENT","CAPITAL IMPROVEMENT-ASGN","DEVELOPMENT SERVICES CIP","DEVELOPMENT SERVICES CIP","CONSTRUCTION IN PROGRESS",43025
"CAPITAL IMPROVEMENT","CAPITAL IMPROVEMENT-ASGN","DEVELOPMENT SERVICES CIP","DEVELOPMENT SERVICES CIP","EQUIPMENT",190121
"CAPITAL IMPROVEMENT","CAPITAL IMPROVEMENT-ASGN","DEVELOPMENT SERVICES CIP","DEVELOPMENT SERVICES CIP","IT SYSTEMS / SOFTWARE",22872
"CAPITAL IMPROVEMENT","CAPITAL IMPROVEMENT-ASGN","DEVELOPMENT SERVICES CIP","DEVELOPMENT SERVICES CIP","NON-CAPITAL A&E",4805
"CAPITAL IMPROVEMENT","CAPITAL IMPROVEMENT-ASGN","DEVELOPMENT SERVICES CIP","DEVELOPMENT SERVICES CIP","NON-CAPITAL CONSTRUCTION",980047
"CAPITAL IMPROVEMENT","CAPITAL IMPROVEMENT-ASGN","DEVELOPMENT SERVICES CIP","DEVELOPMENT SERVICES CIP","NON-CAPITAL TESTING",4135
"CAPITAL IMPROVEMENT","CAPITAL IMPROVEMENT-ASGN","DEVELOPMENT SERVICES CIP","DEVELOPMENT SERVICES CIP","OTHER EQUIPMENT",13075
"CAPITAL IMPROVEMENT","CAPITAL IMPROVEMENT-ASGN","DEVELOPMENT SERVICES CIP","DEVELOPMENT SERVICES CIP","OTHER SERVICES AND CHARGES",5582
"CAPITAL IMPROVEMENT","CAPITAL IMPROVEMENT-ASGN","DEVELOPMENT SERVICES CIP","DEVELOPMENT SERVICES CIP","REPAIR & MAINTENANCE PARTS",13464
"CAPITAL IMPROVEMENT","CAPITAL IMPROVEMENT-ASGN","Economic Development","GO Bond Economic Development","ARCHITECT & ENGINEERING",90000
"CAPITAL IMPROVEMENT","CAPITAL IMPROVEMENT-ASGN","Economic Development","GO Bond Economic Development","CONSTRUCTION IN PROGRESS",5863021
"CAPITAL IMPROVEMENT","CAPITAL IMPROVEMENT-ASGN","Economic Development","GO Bond Economic Development","TESTING",64984
"CAPITAL IMPROVEMENT","CAPITAL IMPROVEMENT-ASGN","FLEET SERVICES CIP","CIP-General Services","EQUIPMENT",85
"CAPITAL IMPROVEMENT","CAPITAL IMPROVEMENT-ASGN","FLEET SERVICES CIP","CIP-General Services","OTHER SERVICES AND CHARGES",24822
"CAPITAL IMPROVEMENT","CAPITAL IMPROVEMENT-ASGN","FLEET SERVICES CIP","CIP-General Services","TRANSFER TO FEDERAL GRANTS",2150
"CAPITAL IMPROVEMENT","CAPITAL IMPROVEMENT-ASGN","FLEET SERVICES CIP","CIP-General Services","VEHICLES",8437875
"CAPITAL IMPROVEMENT","CAPITAL IMPROVEMENT-ASGN","PARKS EXECUTIVE LEADERSHIP","Parks Administration","BUDGET-CAPITAL OUTLAY",206228
"CAPITAL IMPROVEMENT","CAPITAL IMPROVEMENT-ASGN","PLANNING BUSINESS SERVICES","Planning Admin","OTHER SERVICES AND CHARGES",5467
"CAPITAL IMPROVEMENT","CAPITAL IMPROVEMENT-ASGN","PRINT SHOP CIP","CIP-City Manager","BUDGET-CONTINGENCY",37480
"CAPITAL IMPROVEMENT","CAPITAL IMPROVEMENT-ASGN","PRINT SHOP CIP","CIP-City Manager","COMPUTER SUPPLIES",379
"CAPITAL IMPROVEMENT","CAPITAL IMPROVEMENT-ASGN","PRINT SHOP CIP","CIP-City Manager","CONSTRUCTION IN PROGRESS",100000
"CAPITAL IMPROVEMENT","CAPITAL IMPROVEMENT-ASGN","PRINT SHOP CIP","CIP-City Manager","EQUIPMENT",1450
"CAPITAL IMPROVEMENT","CAPITAL IMPROVEMENT-ASGN","STREET RESURFACING","GO Bond Street Resurfacing","ASPHALT ROAD MATERIALS",379391
"CAPITAL IMPROVEMENT","CAPITAL IMPROVEMENT-ASGN","STREET RESURFACING","GO Bond Street Resurfacing","CONSTRUCTION IN PROGRESS",1000000
"CAPITAL IMPROVEMENT","CAPITAL IMPROVEMENT-ASGN","STREET RESURFACING","GO Bond Street Resurfacing","NON-CAPITAL CONSTRUCTION",679190
"CAPITAL IMPROVEMENT","CAPITAL IMPROVEMENT-ASGN","STREET RESURFACING","GO Bond Street Resurfacing","NON-CAPITAL TESTING",23888
"CAPITAL IMPROVEMENT","COURTS FACILITY CAPITAL-ASGN","CIP-COURTS","CIP-Courts","CONSTRUCTION IN PROGRESS",3000000
"CAPITAL IMPROVEMENT","STREETS IMPRVMNT CAPITAL-ASGN","BRIDGE APPURTENANCE","GO Bond Bridge New","BUDGET-OTHER SRVCS & CHARGES",30000
"CAPITAL IMPROVEMENT","STREETS IMPRVMNT CAPITAL-ASGN","BRIDGE REHABILITATION","GO Bond Bridge New","NON-CAPITAL A&E",2723
"CAPITAL IMPROVEMENT","STREETS IMPRVMNT CAPITAL-ASGN","STREET APPURTENANCE","GO Bond Street Resurfacing","MISCELLANEOUS SRVCS CONTRACTS",8610
"CAPITAL IMPROVEMENT","STREETS IMPRVMNT CAPITAL-ASGN","STREET APPURTENANCE","GO Bond Street Resurfacing","NON-CAPITAL A&E",130130
"CAPITAL IMPROVEMENT","STREETS IMPRVMNT CAPITAL-ASGN","STREET APPURTENANCE","GO Bond Street Resurfacing","NON-CAPITAL CONSTRUCTION",346786
"CAPITAL IMPROVEMENT","STREETS IMPRVMNT CAPITAL-ASGN","STREET RESURFACING","GO Bond Street Resurfacing","ARCHITECT & ENGINEERING",100000
"CAPITAL IMPROVEMENT","STREETS IMPRVMNT CAPITAL-ASGN","STREET RESURFACING","GO Bond Street Resurfacing","BUDGET-MATERIALS AND SUPPLIES",1400000
"CAPITAL IMPROVEMENT","STREETS IMPRVMNT CAPITAL-ASGN","STREET RESURFACING","GO Bond Street Resurfacing","BUDGET-OTHER SRVCS & CHARGES",5441527
"CAPITAL IMPROVEMENT","STREETS IMPRVMNT CAPITAL-ASGN","STREET RESURFACING","GO Bond Street Resurfacing","NON-CAPITAL A&E",60000
"CAPITAL IMPROVEMENT","STREETS IMPRVMNT CAPITAL-ASGN","STREET RESURFACING","GO Bond Street Resurfacing","NON-CAPITAL CONSTRUCTION",10456039
"CAPITAL IMPROVEMENT","STREETS IMPRVMNT CAPITAL-ASGN","STREET RESURFACING","GO Bond Street Resurfacing","NON-CAPITAL TESTING",25224
"CAPITAL IMPROVEMENT","STREETS IMPRVMNT CAPITAL-ASGN","TRAFFIC APPURTENANCE","PUBLIC WORKS SPECIAL PURPOSE","NON-CAPITAL CONSTRUCTION",225053
"CITY/SCHOOLS SALES TAX","CITY/SCHOOLS SALES TAX-RSTR","OCMAPS SCHOOL CONSTRUCTION","City Manager MAPS Office","BUDGET-CONTINGENCY",27600
"CITY/SCHOOLS SALES TAX","CITY/SCHOOLS SALES TAX-RSTR","OCMAPS SCHOOL CONSTRUCTION","City Manager MAPS Office","CAR ALLOWANCE",3000
