budget_year,account_type,department,fund_code,account_category,amount
FY16-17,Revenue,,4100,Transfers from Fund Balance,470706
FY16-17,Revenue,,4100,Licenses & Permits,51030
FY16-17,Revenue,,4100,Internal Service Funds,22749992
FY16-17,Revenue,,4100,Internal Service Funds,87000
FY16-17,Revenue,,4100,Internal Service Funds,541154
FY16-17,Revenue,,4400,Grants & Subsidies,120945
FY16-17,Revenue,,4400,Service Charges,50000
FY16-17,Revenue,,4400,Internal Service Funds,30305787
FY16-17,Revenue,,4400,Service Charges,60000
FY16-17,Revenue,,4400,Miscellaneous Revenue,500000
FY16-17,Revenue,,7760,Transfers from Fund Balance,444217
FY16-17,Revenue,,2415,Licenses & Permits,448000
FY16-17,Revenue,,2415,Licenses & Permits,375000
FY16-17,Revenue,,2415,Licenses & Permits,291013
FY16-17,Revenue,,2415,Fines & Penalties,703684
FY16-17,Revenue,,2415,Service Charges,5000
FY16-17,Revenue,,2415,Service Charges,349000
FY16-17,Revenue,,2415,Service Charges,14000
FY16-17,Revenue,,2415,Licenses & Permits,263000
FY16-17,Revenue,,2415,Licenses & Permits,356000
FY16-17,Revenue,,2415,Licenses & Permits,1248361
FY16-17,Revenue,,2415,Licenses & Permits,618000
FY16-17,Revenue,,2415,Service Charges,49576
FY16-17,Revenue,,2415,Miscellaneous Revenue,35000
FY16-17,Revenue,,2415,Licenses & Permits,1678304
FY16-17,Revenue,,2415,Licenses & Permits,246000
FY16-17,Revenue,,2415,Service Charges,519915
FY16-17,Revenue,,2415,Service Charges,151000
FY16-17,Revenue,,2415,Service Charges,76000
FY16-17,Revenue,,2415,Service Charges,284000
FY16-17,Revenue,,2415,Licenses & Permits,1443413
FY16-17,Revenue,,2415,Licenses & Permits,185000
FY16-17,Revenue,,2415,Service Charges,4000
FY16-17,Revenue,,2415,Transfers from Fund Balance,500000
FY16-17,Revenue,,2415,Licenses & Permits,6000
FY16-17,Revenue,,2415,Licenses & Permits,1501801
FY16-17,Revenue,,2415,Service Charges,272081
FY16-17,Revenue,,2415,Licenses & Permits,2365834
FY16-17,Revenue,,2415,Licenses & Permits,2247398
FY16-17,Revenue,,2415,Service Charges,551050
FY16-17,Revenue,,2415,Service Charges,2000
FY16-17,Revenue,,2415,Licenses & Permits,229000
FY16-17,Revenue,,2415,Licenses & Permits,287332
FY16-17,Revenue,,2415,Licenses & Permits,80041
FY16-17,Revenue,,2415,Fines & Penalties,405384
FY16-17,Revenue,,2415,Service Charges,71183
FY16-17,Revenue,,2415,Service Charges,235000
FY16-17,Revenue,,2415,Service Charges,3809039
FY16-17,Revenue,,2415,Service Charges,178312
FY16-17,Revenue,,2415,Transfers from Fund Balance,1586962
FY16-17,Revenue,,2415,Licenses & Permits,344263
FY16-17,Revenue,,2415,Service Charges,148000
FY16-17,Revenue,,2415,Service Charges,455000
FY16-17,Revenue,,2415,Service Charges,141000
FY16-17,Revenue,,2415,Service Charges,642541
FY16-17,Revenue,,2415,Service Charges,106992
FY16-17,Revenue,,2415,Service Charges,631283
FY16-17,Revenue,,2415,Service Charges,110000
FY16-17,Revenue,,2415,Service Charges,409000
FY16-17,Revenue,,2415,Service Charges,1833338
FY16-17,Revenue,,2415,Service Charges,1272103
FY16-17,Revenue,,2415,Service Charges,1236676
FY16-17,Revenue,,2415,Service Charges,100000
FY16-17,Revenue,,2415,Service Charges,151000
FY16-17,Revenue,,2415,Service Charges,605000
FY16-17,Revenue,,1010,Licenses & Permits,310380
FY16-17,Revenue,,1010,Service Charges,223403
FY16-17,Revenue,,1010,Service Charges,3319101
FY16-17,Revenue,,1010,Service Charges,12000
FY16-17,Revenue,,1010,Licenses & Permits,831
FY16-17,Revenue,,1010,Service Charges,5000
FY16-17,Revenue,,1010,Service Charges,13000
FY16-17,Revenue,,1010,Service Charges,73653
FY16-17,Revenue,,1010,Service Charges,3742
FY16-17,Revenue,,1010,Service Charges,397217
FY16-17,Revenue,,1010,Service Charges,94400
FY16-17,Revenue,,1010,Service Charges,1108763
FY16-17,Revenue,,1010,Service Charges,38496
FY16-17,Revenue,,1010,Service Charges,26000
FY16-17,Revenue,,1010,Service Charges,214000
FY16-17,Revenue,,1010,Licenses & Permits,58135
FY16-17,Revenue,,1010,Service Charges,9000
FY16-17,Revenue,,1010,Transfers from Fund Balance,1704405
FY16-17,Revenue,,1010,Licenses & Permits,35821
FY16-17,Revenue,,1010,Service Charges,10700
FY16-17,Revenue,,1010,Miscellaneous Revenue,33912
FY16-17,Revenue,,1010,Fines & Penalties,21050
FY16-17,Revenue,,1010,Service Charges,868199
FY16-17,Revenue,,2113,Interfund Transfers,23047
FY16-17,Revenue,,2113,Interfund Transfers,45044
FY16-17,Revenue,,2113,Interfund Transfers,55360
FY16-17,Revenue,,2113,Grants & Subsidies,625000
FY16-17,Revenue,,2159,Miscellaneous Revenue,114123
FY16-17,Revenue,,2172,Transfers from Fund Balance,19570
FY16-17,Revenue,,2172,Service Charges,413477
FY16-17,Revenue,,2411,Transfers from Fund Balance,320448
FY16-17,Revenue,,2411,Transfers from Fund Balance,4507
FY16-17,Revenue,,2411,Service Charges,1300000
FY16-17,Revenue,,2411,Service Charges,100000
FY16-17,Revenue,,2416,Transfers from Fund Balance,200000
FY16-17,Revenue,,2416,Fines & Penalties,1200000
FY16-17,Revenue,,2995,Grants & Subsidies,10000
FY16-17,Revenue,,2995,Grants & Subsidies,10000
FY16-17,Revenue,,2999,Interfund Transfers,33728
FY16-17,Revenue,,2999,Grants & Subsidies,241983
FY16-17,Expense,Capital Improvement Projects,1010,,252000
FY16-17,Expense,Capital Improvement Projects,1010,,250000
FY16-17,Expense,Capital Improvement Projects,2108,,-199369
FY16-17,Expense,Capital Improvement Projects,2211,,325000
FY16-17,Expense,Capital Improvement Projects,2211,,75000
FY16-17,Expense,Capital Improvement Projects,2211,,325000
FY16-17,Expense,Capital Improvement Projects,2211,,105000
FY16-17,Expense,Capital Improvement Projects,2211,,70000
FY16-17,Expense,Capital Improvement Projects,2211,,3000000
FY16-17,Expense,Capital Improvement Projects,2211,,87500
FY16-17,Expense,Capital Improvement Projects,2211,,112500
FY16-17,Expense,Capital Improvement Projects,2211,,650000
FY16-17,Expense,Capital Improvement Projects,2211,,3171677
FY16-17,Expense,Capital Improvement Projects,2212,,400000
FY16-17,Expense,Capital Improvement Projects,2212,,398922
FY16-17,Expense,Capital Improvement Projects,2216,,1070936
FY16-17,Expense,Capital Improvement Projects,2216,,781690
FY16-17,Expense,Capital Improvement Projects,2216,,150000
FY16-17,Expense,Capital Improvement Projects,2216,,450000
FY16-17,Expense,Capital Improvement Projects,2216,,675000
FY16-17,Expense,Capital Improvement Projects,2216,,225000
FY16-17,Expense,Capital Improvement Projects,2216,,257638
FY16-17,Expense,Capital Improvement Projects,2216,,177456
FY16-17,Expense,Capital Improvement Projects,2216,,257639
FY16-17,Expense,Capital Improvement Projects,2216,,177456
FY16-17,Expense,Capital Improvement Projects,2230,,150000
FY16-17,Expense,Capital Improvement Projects,2310,,15000
FY16-17,Expense,Capital Improvement Projects,2415,,200000
FY16-17,Expense,Capital Improvement Projects,3100,,375000
FY16-17,Expense,Capital Improvement Projects,3100,,250000
FY16-17,Expense,Capital Improvement Projects,3100,,1875000
FY16-17,Expense,Capital Improvement Projects,3100,,3500000
FY16-17,Expense,Capital Improvement Projects,3100,,362000
FY16-17,Expense,Capital Improvement Projects,3100,,72400
FY16-17,Expense,Capital Improvement Projects,3100,,3185600
FY16-17,Expense,Capital Improvement Projects,3100,,56200
FY16-17,Expense,Capital Improvement Projects,3100,,281000
FY16-17,Expense,Capital Improvement Projects,3100,,2472800
FY16-17,Expense,Capital Improvement Projects,3100,,132600
FY16-17,Expense,Capital Improvement Projects,3100,,23400
FY16-17,Expense,Capital Improvement Projects,3100,,1170000
FY16-17,Expense,Capital Improvement Projects,3100,,150000
FY16-17,Expense,Capital Improvement Projects,3100,,700000
FY16-17,Expense,Capital Improvement Projects,3100,,150000
FY16-17,Expense,Capital Improvement Projects,3100,,100000
FY16-17,Expense,Capital Improvement Projects,3100,,750000
FY16-17,Expense,Capital Improvement Projects,3100,,150000
FY16-17,Expense,Capital Improvement Projects,3100,,131250
FY16-17,Expense,Capital Improvement Projects,3100,,87500
FY16-17,Expense,Capital Improvement Projects,3100,,656250
FY16-17,Expense,Capital Improvement Projects,3100,,700000
FY16-17,Expense,Capital Improvement Projects,3100,,150000
FY16-17,Expense,Capital Improvement Projects,3100,,150000
FY16-17,Expense,Capital Improvement Projects,3100,,333000
FY16-17,Expense,Capital Improvement Projects,3100,,426000
FY16-17,Expense,Capital Improvement Projects,3100,,124100
FY16-17,Expense,Capital Improvement Projects,3100,,21900
FY16-17,Expense,Capital Improvement Projects,3100,,1095000
FY16-17,Expense,Capital Improvement Projects,3100,,187000
FY16-17,Expense,Capital Improvement Projects,3100,,33000
FY16-17,Expense,Capital Improvement Projects,3100,,1650000
FY16-17,Expense,Capital Improvement Projects,5320,,100000
FY16-17,Expense,Capital Improvement Projects,5320,,200000
FY16-17,Expense,Capital Improvement Projects,5320,,300000
FY16-17,Expense,Capital Improvement Projects,5320,,100000
FY16-17,Expense,Capital Improvement Projects,5320,,400000
FY16-17,Expense,Capital Improvement Projects,5320,,150000
FY16-17,Expense,Capital Improvement Projects,5320,,1449593
FY16-17,Expense,City Administrator,1010,,3249
FY16-17,Expense,City Administrator,1010,,454356
FY16-17,Expense,City Administrator,1010,,644369
FY16-17,Expense,City Administrator,1010,,26826
FY16-17,Expense,City Administrator,1010,,3900
FY16-17,Expense,City Administrator,1010,,90
FY16-17,Expense,City Administrator,1010,,9010
FY16-17,Expense,City Administrator,1010,,480
FY16-17,Expense,City Administrator,1010,,80
FY16-17,Expense,City Administrator,1010,,1443
FY16-17,Expense,City Administrator,1010,,18480
FY16-17,Expense,City Administrator,1010,,520
FY16-17,Expense,City Administrator,1010,,180
FY16-17,Expense,City Administrator,1010,,6935
FY16-17,Expense,City Administrator,1010,,750
FY16-17,Expense,City Administrator,1010,,200
FY16-17,Expense,City Administrator,1010,,500
FY16-17,Expense,City Administrator,1010,,6963
FY16-17,Expense,City Administrator,1010,,250
FY16-17,Expense,City Administrator,1010,,10890
FY16-17,Expense,City Administrator,1010,,5000
FY16-17,Expense,City Administrator,1010,,50
FY16-17,Expense,City Administrator,1010,,9450
FY16-17,Expense,City Administrator,1010,,79174
FY16-17,Expense,City Administrator,1010,,5732
FY16-17,Expense,City Administrator,1010,,746
FY16-17,Expense,City Administrator,1010,,63639
FY16-17,Expense,City Administrator,1010,,103685
FY16-17,Expense,City Administrator,1010,,607570
FY16-17,Expense,City Administrator,1010,,1529729
FY16-17,Expense,City Administrator,1010,,4200
FY16-17,Expense,City Administrator,1010,,18245
FY16-17,Expense,City Administrator,1010,,278962
FY16-17,Expense,City Administrator,1010,,46691
FY16-17,Expense,City Administrator,1010,,28203
FY16-17,Expense,City Administrator,1010,,9290
FY16-17,Expense,City Administrator,1010,,930
FY16-17,Expense,City Administrator,1010,,7950
FY16-17,Expense,City Administrator,1010,,2320
FY16-17,Expense,City Administrator,1010,,1650
FY16-17,Expense,City Administrator,1010,,2580
FY16-17,Expense,City Administrator,1010,,850
FY16-17,Expense,City Administrator,1010,,59640
FY16-17,Expense,City Administrator,1010,,53400
FY16-17,Expense,City Administrator,1010,,5850
FY16-17,Expense,City Administrator,1010,,41
FY16-17,Expense,City Administrator,1010,,10340
FY16-17,Expense,City Administrator,1010,,6216
FY16-17,Expense,City Administrator,1010,,680
FY16-17,Expense,City Administrator,1010,,1222
FY16-17,Expense,City Administrator,1010,,125846
FY16-17,Expense,City Administrator,1010,,55435
FY16-17,Expense,City Administrator,1010,,33862
FY16-17,Expense,City Administrator,1010,,61426
FY16-17,Expense,City Administrator,1010,,1431
FY16-17,Expense,City Administrator,1010,,1814
FY16-17,Expense,City Administrator,1010,,1170
FY16-17,Expense,City Administrator,1010,,3795
FY16-17,Expense,City Administrator,1010,,129312
FY16-17,Expense,City Administrator,1010,,16465
FY16-17,Expense,City Administrator,1010,,16386
FY16-17,Expense,City Administrator,1010,,15547
FY16-17,Expense,City Administrator,1010,,12267
FY16-17,Expense,City Administrator,1010,,90
FY16-17,Expense,City Administrator,1010,,1443
FY16-17,Expense,City Administrator,1010,,500
FY16-17,Expense,City Administrator,1010,,1000
FY16-17,Expense,City Administrator,1010,,500
FY16-17,Expense,City Administrator,1010,,750
FY16-17,Expense,City Administrator,1010,,91092
FY16-17,Expense,City Administrator,1010,,3586
FY16-17,Expense,City Administrator,1010,,185848
FY16-17,Expense,City Administrator,1010,,119404
FY16-17,Expense,City Administrator,1010,,740263
FY16-17,Expense,City Administrator,1010,,210684
FY16-17,Expense,City Administrator,1010,,49210
FY16-17,Expense,City Administrator,1010,,650
FY16-17,Expense,City Administrator,1010,,800
FY16-17,Expense,City Administrator,1010,,7500
FY16-17,Expense,City Administrator,1010,,399
FY16-17,Expense,City Administrator,1010,,10070
FY16-17,Expense,City Administrator,1010,,300
FY16-17,Expense,City Administrator,1010,,200
FY16-17,Expense,City Administrator,1010,,2125
FY16-17,Expense,City Administrator,1010,,500
FY16-17,Expense,City Administrator,1010,,2000
FY16-17,Expense,City Administrator,1010,,110
FY16-17,Expense,City Administrator,1010,,360
FY16-17,Expense,City Administrator,1010,,395085
FY16-17,Expense,City Administrator,1010,,384049
FY16-17,Expense,City Administrator,1010,,77241
FY16-17,Expense,City Administrator,1010,,101692
FY16-17,Expense,City Administrator,1010,,20664
FY16-17,Expense,City Administrator,1010,,1170
FY16-17,Expense,City Administrator,1010,,394659
FY16-17,Expense,City Administrator,1010,,30204
FY16-17,Expense,City Administrator,1010,,294013
FY16-17,Expense,City Administrator,1010,,29725
FY16-17,Expense,City Administrator,1010,,603207
FY16-17,Expense,City Administrator,1010,,25453
FY16-17,Expense,City Administrator,1010,,5008
FY16-17,Expense,City Administrator,1010,,215760
FY16-17,Expense,City Administrator,1010,,4959
FY16-17,Expense,City Administrator,1010,,1000
FY16-17,Expense,City Administrator,1010,,1250
FY16-17,Expense,City Administrator,1010,,240
FY16-17,Expense,City Administrator,1010,,8410
FY16-17,Expense,City Administrator,1010,,5000
FY16-17,Expense,City Administrator,1010,,4200
FY16-17,Expense,City Administrator,1010,,5000
FY16-17,Expense,City Administrator,1010,,17480
FY16-17,Expense,City Administrator,1010,,120000
FY16-17,Expense,City Administrator,1010,,200
FY16-17,Expense,City Administrator,1010,,500
FY16-17,Expense,City Administrator,1010,,1000
FY16-17,Expense,City Administrator,1010,,628016
FY16-17,Expense,City Administrator,1010,,66525
FY16-17,Expense,City Administrator,1010,,8708
FY16-17,Expense,City Administrator,1010,,1313771
FY16-17,Expense,City Administrator,1010,,4200
FY16-17,Expense,City Administrator,1010,,2600
FY16-17,Expense,City Administrator,1010,,12285
FY16-17,Expense,City Administrator,1010,,702368
FY16-17,Expense,City Administrator,1010,,199898
FY16-17,Expense,City Administrator,1010,,420
FY16-17,Expense,City Administrator,1010,,3030
FY16-17,Expense,City Administrator,1010,,100
FY16-17,Expense,City Administrator,1010,,875
FY16-17,Expense,City Administrator,1010,,30
FY16-17,Expense,City Administrator,1010,,4790
FY16-17,Expense,City Administrator,1010,,280000
FY16-17,Expense,City Administrator,1010,,3500
FY16-17,Expense,City Administrator,1010,,391272
FY16-17,Expense,City Administrator,1010,,9596
FY16-17,Expense,City Administrator,1010,,1354
FY16-17,Expense,City Administrator,1010,,435375
FY16-17,Expense,City Administrator,1010,,260060
FY16-17,Expense,City Administrator,1010,,176335
FY16-17,Expense,City Administrator,1010,,10057
FY16-17,Expense,City Administrator,1010,,2522
FY16-17,Expense,City Administrator,1010,,2000
FY16-17,Expense,City Administrator,1010,,190
FY16-17,Expense,City Administrator,1010,,31750
FY16-17,Expense,City Administrator,1010,,1010
FY16-17,Expense,City Administrator,1010,,13710
FY16-17,Expense,City Administrator,1010,,3380
FY16-17,Expense,City Administrator,1010,,23711
FY16-17,Expense,City Administrator,1010,,200
FY16-17,Expense,City Administrator,1010,,723
FY16-17,Expense,City Administrator,1010,,1500
FY16-17,Expense,City Administrator,1010,,90000
FY16-17,Expense,City Administrator,1010,,130000
FY16-17,Expense,City Administrator,1010,,1880
FY16-17,Expense,City Administrator,1010,,1350
FY16-17,Expense,City Administrator,1010,,46574
FY16-17,Expense,City Administrator,1010,,8465
FY16-17,Expense,City Administrator,1010,,214264
FY16-17,Expense,City Administrator,1010,,117347
FY16-17,Expense,City Administrator,1010,,191188
FY16-17,Expense,City Administrator,1010,,181401
FY16-17,Expense,City Administrator,1010,,98378
FY16-17,Expense,City Administrator,1010,,129111
FY16-17,Expense,City Administrator,1010,,180457
FY16-17,Expense,City Administrator,1010,,50913
FY16-17,Expense,City Administrator,1010,,2430
FY16-17,Expense,City Administrator,1010,,250
FY16-17,Expense,City Administrator,1010,,1200
FY16-17,Expense,City Administrator,1010,,7210
FY16-17,Expense,City Administrator,1010,,2165
FY16-17,Expense,City Administrator,1010,,8659
FY16-17,Expense,City Administrator,1010,,6295
FY16-17,Expense,City Administrator,1010,,33258
FY16-17,Expense,City Administrator,1010,,750
FY16-17,Expense,City Administrator,1010,,1000
FY16-17,Expense,City Administrator,1010,,78076
FY16-17,Expense,City Administrator,1010,,100000
FY16-17,Expense,City Administrator,1010,,17235
FY16-17,Expense,City Administrator,1010,,2250
FY16-17,Expense,City Administrator,1010,,2400
FY16-17,Expense,City Administrator,1010,,200
FY16-17,Expense,City Administrator,1010,,2400
FY16-17,Expense,City Administrator,1010,,1295
FY16-17,Expense,City Administrator,1010,,310
FY16-17,Expense,City Administrator,1010,,1700
FY16-17,Expense,City Administrator,1010,,130
FY16-17,Expense,City Administrator,1010,,3150
FY16-17,Expense,City Administrator,1010,,560
FY16-17,Expense,City Administrator,1010,,273740
FY16-17,Expense,City Administrator,1010,,1058
FY16-17,Expense,City Administrator,1010,,1593
FY16-17,Expense,City Administrator,1010,,13391
FY16-17,Expense,City Administrator,1010,,3308
FY16-17,Expense,City Administrator,1010,,114069
FY16-17,Expense,City Administrator,1010,,-200000
FY16-17,Expense,City Administrator,1010,,75000
FY16-17,Expense,City Administrator,1010,,14000
FY16-17,Expense,City Administrator,1010,,10000
FY16-17,Expense,City Administrator,1010,,2098
FY16-17,Expense,City Administrator,1010,,95172
FY16-17,Expense,City Administrator,1010,,28267
FY16-17,Expense,City Administrator,1010,,46055
FY16-17,Expense,City Administrator,1010,,43697
FY16-17,Expense,City Administrator,1010,,4200
FY16-17,Expense,City Administrator,1010,,130000
FY16-17,Expense,City Administrator,1010,,150000
FY16-17,Expense,City Administrator,1010,,10175
FY16-17,Expense,City Administrator,1010,,3000
FY16-17,Expense,City Administrator,1610,,109686
FY16-17,Expense,City Administrator,1610,,15000
FY16-17,Expense,City Administrator,1610,,5297
FY16-17,Expense,City Administrator,1610,,50023
FY16-17,Expense,City Administrator,1610,,104072
FY16-17,Expense,City Administrator,1610,,25828
FY16-17,Expense,City Administrator,1610,,12498
FY16-17,Expense,City Administrator,1610,,45000
FY16-17,Expense,City Administrator,1610,,11858
FY16-17,Expense,City Administrator,1610,,10000
FY16-17,Expense,City Administrator,1610,,569
FY16-17,Expense,City Administrator,1610,,226664
FY16-17,Expense,City Administrator,1610,,176
FY16-17,Expense,City Administrator,1610,,1869
