budget_year,account_type,department,fund_code,account_category,amount
FY16-17,Expense,Police,1010,,17457
FY16-17,Expense,Police,1010,,42281
FY16-17,Expense,Police,1010,,5103
FY16-17,Expense,Police,1010,,154782
FY16-17,Expense,Police,1010,,1600
FY16-17,Expense,Police,1010,,29226
FY16-17,Expense,Police,1010,,77391
FY16-17,Expense,Police,1010,,77092
FY16-17,Expense,Police,1010,,44029
FY16-17,Expense,Police,1010,,22000
FY16-17,Expense,Police,1010,,90794
FY16-17,Expense,Police,1010,,34591
FY16-17,Expense,Police,1010,,10274
FY16-17,Expense,Police,1010,,200
FY16-17,Expense,Police,1010,,17771
FY16-17,Expense,Police,1010,,6980
FY16-17,Expense,Police,1010,,132652
FY16-17,Expense,Police,1010,,72482
FY16-17,Expense,Police,1010,,24667
FY16-17,Expense,Police,1010,,9185
FY16-17,Expense,Police,1010,,680
FY16-17,Expense,Police,1010,,18906
FY16-17,Expense,Police,1010,,1858
FY16-17,Expense,Police,1010,,6123
FY16-17,Expense,Police,1010,,63653
FY16-17,Expense,Police,1010,,650
FY16-17,Expense,Police,1010,,36241
FY16-17,Expense,Police,1010,,18370
FY16-17,Expense,Police,1010,,4128
FY16-17,Expense,Police,1010,,32124
FY16-17,Expense,Police,1010,,38704
FY16-17,Expense,Police,1010,,19533
FY16-17,Expense,Police,1010,,11496
FY16-17,Expense,Police,1010,,49334
FY16-17,Expense,Police,1010,,62119
FY16-17,Expense,Police,1010,,800
FY16-17,Expense,Police,1010,,5000
FY16-17,Expense,Police,1010,,15882
FY16-17,Expense,Police,1010,,12470
FY16-17,Expense,Police,1010,,4660
FY16-17,Expense,Police,2252,,500000
FY16-17,Expense,Police,1010,,300750
FY16-17,Expense,Police,1010,,1000
FY16-17,Expense,Police,1010,,8650
FY16-17,Expense,Police,1010,,6340
FY16-17,Expense,Police,1010,,154753
FY16-17,Expense,Police,1010,,988660
FY16-17,Expense,Police,1010,,1600
FY16-17,Expense,Police,1010,,11127
FY16-17,Expense,Police,1010,,18060
FY16-17,Expense,Police,1010,,58343
FY16-17,Expense,Police,1010,,6480
FY16-17,Expense,Police,1010,,19620
FY16-17,Expense,Police,1010,,183045
FY16-17,Expense,Police,1010,,8740
FY16-17,Expense,Police,1010,,184870
FY16-17,Expense,Police,1010,,102663
FY16-17,Expense,Police,1010,,16747
FY16-17,Expense,Police,1010,,85717
FY16-17,Expense,Police,1010,,892070
FY16-17,Expense,Police,1010,,240440
FY16-17,Expense,Police,1010,,7727
FY16-17,Expense,Police,1010,,16680
FY16-17,Expense,Police,1010,,200028
FY16-17,Expense,Police,1010,,16747
FY16-17,Expense,Police,1010,,136150
FY16-17,Expense,Police,1010,,6480
FY16-17,Expense,Police,1010,,164820
FY16-17,Expense,Police,1010,,1180
FY16-17,Expense,Police,1010,,13100
FY16-17,Expense,Police,1010,,427150
FY16-17,Expense,Police,1010,,19430
FY16-17,Expense,Police,1010,,4000
FY16-17,Expense,Police,1010,,650
FY16-17,Expense,Police,1010,,19471
FY16-17,Expense,Police,1010,,27360
FY16-17,Expense,Police,1010,,22630
FY16-17,Expense,Police,1010,,86431
FY16-17,Expense,Police,1010,,145760
FY16-17,Expense,Police,1010,,800
FY16-17,Expense,Police,1010,,1180
FY16-17,Expense,Police,1010,,45997
FY16-17,Expense,Police,2113,,-267000
FY16-17,Expense,Police,1010,,1126400
FY16-17,Expense,Police,1010,,25901
FY16-17,Expense,Police,1010,,-267000
FY16-17,Expense,Police,1010,,2106
FY16-17,Expense,Police,1010,,126980
FY16-17,Expense,Police,1010,,38053
FY16-17,Expense,Police,1010,,271160
FY16-17,Expense,Police,2113,,290047
FY16-17,Expense,Police,1010,,-888991
FY16-17,Expense,Police,1010,,4234
FY16-17,Expense,Police,1010,,3200
FY16-17,Expense,Police,1010,,54080
FY16-17,Expense,Police,1010,,888991
FY16-17,Expense,Police,1010,,5894
FY16-17,Expense,Police,1010,,163640
FY16-17,Expense,Police,1010,,13100
FY16-17,Expense,Police,1010,,81260
FY16-17,Expense,Police,1010,,125840
FY16-17,Expense,Police,1010,,13790
FY16-17,Expense,Police,1010,,90883
FY16-17,Expense,Police,1010,,33824
FY16-17,Expense,Police,1010,,9810
FY16-17,Expense,Police,1010,,47112
FY16-17,Expense,Police,1010,,8219
FY16-17,Expense,Police,1010,,40110
FY16-17,Expense,Police,1010,,58929
FY16-17,Expense,Police,1010,,19533
FY16-17,Expense,Police,1010,,38704
FY16-17,Expense,Police,1010,,971740
FY16-17,Expense,Police,1010,,279980
FY16-17,Expense,Police,1010,,74072
FY16-17,Expense,Police,1010,,11496
FY16-17,Expense,Police,1010,,554771
FY16-17,Expense,Police,1010,,254724
FY16-17,Expense,Police,1010,,67021
FY16-17,Expense,Police,1010,,800
FY16-17,Expense,Police,1010,,38704
FY16-17,Expense,Police,1010,,19907
FY16-17,Expense,Police,1010,,16595
FY16-17,Expense,Police,1010,,30773
FY16-17,Expense,Police,1010,,69216
FY16-17,Expense,Police,1010,,258
FY16-17,Expense,Police,1010,,29238
FY16-17,Expense,Police,1010,,160000
FY16-17,Expense,Police,1010,,147808
FY16-17,Expense,Police,1010,,17771
FY16-17,Expense,Police,1010,,3450
FY16-17,Expense,Police,1010,,17771
FY16-17,Expense,Police,1010,,46000
FY16-17,Expense,Police,1010,,2500
FY16-17,Expense,Police,1010,,11496
FY16-17,Expense,Police,1010,,1300
FY16-17,Expense,Police,1010,,19533
FY16-17,Expense,Police,1010,,164780
FY16-17,Expense,Police,1010,,800
FY16-17,Expense,Police,1010,,380610
FY16-17,Expense,Police,1010,,184957
FY16-17,Expense,Police,1010,,21962
FY16-17,Expense,Police,2416,,650
FY16-17,Expense,Police,1010,,1698250
FY16-17,Expense,Police,1010,,46763
FY16-17,Expense,Police,1010,,2587
FY16-17,Expense,Police,1010,,366496
FY16-17,Expense,Police,1010,,12000
FY16-17,Expense,Police,1010,,21443
FY16-17,Expense,Police,1010,,518903
FY16-17,Expense,Police,2172,,650
FY16-17,Expense,Police,1010,,9810
FY16-17,Expense,Police,1010,,12620
FY16-17,Expense,Police,1010,,16037
FY16-17,Expense,Police,1010,,5888
FY16-17,Expense,Police,1010,,108854
FY16-17,Expense,Police,2172,,45350
FY16-17,Expense,Police,1010,,42490
FY16-17,Expense,Police,2172,,18662
FY16-17,Expense,Police,2416,,1382
FY16-17,Expense,Police,2416,,1210
FY16-17,Expense,Police,1010,,1200
FY16-17,Expense,Police,2416,,43894
FY16-17,Expense,Police,2416,,31888
FY16-17,Expense,Police,1010,,45910
FY16-17,Expense,Police,2416,,78035
FY16-17,Expense,Police,2416,,27391
FY16-17,Expense,Police,2416,,4979
FY16-17,Expense,Police,1010,,6962
FY16-17,Expense,Police,1010,,641060
FY16-17,Expense,Police,1010,,10206
FY16-17,Expense,Police,1010,,309968
FY16-17,Expense,Police,1010,,38965
FY16-17,Expense,Police,1010,,300
FY16-17,Expense,Police,1010,,19509
FY16-17,Expense,Police,1010,,41813
FY16-17,Expense,Police,1010,,89290
FY16-17,Expense,Police,1010,,54891
FY16-17,Expense,Police,1010,,103500
FY16-17,Expense,Police,1010,,5000
FY16-17,Expense,Police,1010,,34902
FY16-17,Expense,Police,2416,,16345
FY16-17,Expense,Police,1010,,25206
FY16-17,Expense,Police,2416,,98922
FY16-17,Expense,Police,1010,,325
FY16-17,Expense,Police,1010,,812775
FY16-17,Expense,Police,1010,,10374
FY16-17,Expense,Police,2416,,421352
FY16-17,Expense,Police,1010,,30000
FY16-17,Expense,Police,2172,,9826
FY16-17,Expense,Police,1010,,470155
FY16-17,Expense,Police,1010,,34927
FY16-17,Expense,Police,1010,,242994
FY16-17,Expense,Police,1010,,21443
FY16-17,Expense,Police,2172,,258
FY16-17,Expense,Police,1010,,34500
FY16-17,Expense,Police,1010,,43160
FY16-17,Expense,Police,1010,,8000
FY16-17,Expense,Police,1010,,12620
FY16-17,Expense,Police,1010,,991360
FY16-17,Expense,Police,1010,,258
FY16-17,Expense,Police,1010,,157447
FY16-17,Expense,Police,2416,,258
FY16-17,Expense,Police,1010,,168275
FY16-17,Expense,Police,2172,,5630
FY16-17,Expense,Police,1010,,10366
FY16-17,Expense,Police,1010,,72291
FY16-17,Expense,Police,1010,,600
FY16-17,Expense,Police,1010,,17627
FY16-17,Expense,Police,1010,,165394
FY16-17,Expense,Police,1010,,800
FY16-17,Expense,Police,1010,,8037
FY16-17,Expense,Police,1010,,1000
FY16-17,Expense,Police,1010,,16000
FY16-17,Expense,Police,1010,,79457
FY16-17,Expense,Police,1010,,800
FY16-17,Expense,Police,2416,,86656
FY16-17,Expense,Police,2416,,45419
FY16-17,Expense,Police,2172,,21443
FY16-17,Expense,Police,2416,,51802
FY16-17,Expense,Police,1010,,42490
FY16-17,Expense,Police,1010,,259065
FY16-17,Expense,Police,2172,,19509
FY16-17,Expense,Police,2416,,6000
FY16-17,Expense,Police,1010,,29963
FY16-17,Expense,Police,1010,,28460
FY16-17,Expense,Police,1010,,50273
FY16-17,Expense,Police,1010,,19509
FY16-17,Expense,Police,2416,,9000
FY16-17,Expense,Police,2172,,15410
FY16-17,Expense,Police,2172,,12620
FY16-17,Expense,Police,1010,,2456
FY16-17,Expense,Police,1010,,1300
FY16-17,Expense,Police,1010,,42828
FY16-17,Expense,Police,2416,,7369
FY16-17,Expense,Police,1010,,84865
FY16-17,Expense,Police,2172,,42490
FY16-17,Expense,Police,2416,,833268
FY16-17,Expense,Police,1010,,5040
FY16-17,Expense,Police,1010,,2200
FY16-17,Expense,Police,1010,,23195
FY16-17,Expense,Police,1010,,500
FY16-17,Expense,Police,1010,,500
FY16-17,Expense,Police,1010,,393265
FY16-17,Expense,Police,1010,,591698
FY16-17,Expense,Police,1010,,38414
FY16-17,Expense,Police,1010,,30000
FY16-17,Expense,Police,1010,,350
FY16-17,Expense,Police,1010,,132832
FY16-17,Expense,Police,1010,,100
FY16-17,Expense,Police,1010,,11409
FY16-17,Expense,Police,1010,,22953
FY16-17,Expense,Police,1010,,21690
FY16-17,Expense,Police,1010,,75323
FY16-17,Expense,Police,1010,,8736
FY16-17,Expense,Police,1010,,2184
FY16-17,Expense,Police,1010,,2000
FY16-17,Expense,Police,1010,,329
FY16-17,Expense,Police,1010,,19386
FY16-17,Expense,Police,1010,,17637
FY16-17,Expense,Police,1010,,400875
FY16-17,Expense,Police,1010,,658
FY16-17,Expense,Police,1010,,3640
FY16-17,Expense,Police,1010,,50287
FY16-17,Expense,Police,1010,,84931
FY16-17,Expense,Police,1010,,1254755
FY16-17,Expense,Police,1010,,184979
FY16-17,Expense,Police,1010,,800
FY16-17,Expense,Police,1010,,2990
FY16-17,Expense,Police,1010,,8135
FY16-17,Expense,Police,1010,,770
FY16-17,Expense,Police,1010,,140
FY16-17,Expense,Police,1010,,673121
FY16-17,Expense,Police,1010,,576098
FY16-17,Expense,Police,1010,,597946
FY16-17,Expense,Police,1010,,59255
FY16-17,Expense,Police,1010,,154782
FY16-17,Expense,Police,1010,,5103
FY16-17,Expense,Police,1010,,600
FY16-17,Expense,Police,1010,,72482
FY16-17,Expense,Police,2252,,7654
FY16-17,Expense,Police,1010,,17199
FY16-17,Expense,Police,1010,,132811
FY16-17,Expense,Police,1010,,650
FY16-17,Expense,Police,2252,,47224
FY16-17,Expense,Police,2995,,10000
FY16-17,Expense,Police,1010,,416679
FY16-17,Expense,Police,1010,,2400
FY16-17,Expense,Police,1010,,5103
FY16-17,Expense,Police,1010,,67938
FY16-17,Expense,Police,2252,,77391
FY16-17,Expense,Police,1010,,134620
FY16-17,Expense,Police,1010,,61810
FY16-17,Expense,Police,2252,,800
FY16-17,Expense,Police,1010,,17470
FY16-17,Expense,Police,1010,,1083300
FY16-17,Expense,Police,1010,,4000
FY16-17,Expense,Police,1010,,86821
FY16-17,Expense,Police,1010,,13310
FY16-17,Expense,Police,1010,,4000
FY16-17,Expense,Police,1010,,800
FY16-17,Expense,Police,1010,,246565
FY16-17,Expense,Police,1010,,39984
FY16-17,Expense,Police,1010,,37975
FY16-17,Expense,Police,1010,,9185
FY16-17,Expense,Police,1010,,2750
FY16-17,Expense,Police,1010,,136807
FY16-17,Expense,Police,2252,,36241
FY16-17,Expense,Police,1010,,25490
FY16-17,Expense,Police,1010,,50781
FY16-17,Expense,Police,1010,,1300
FY16-17,Expense,Police,1010,,75000
FY16-17,Expense,Police,1010,,57905
FY16-17,Expense,Police,1010,,108442
FY16-17,Expense,Police,1010,,236042
FY16-17,Expense,Police,1010,,-794460
FY16-17,Expense,Police,1010,,11569
FY16-17,Expense,Police,2252,,24667
FY16-17,Expense,Police,1010,,14160
FY16-17,Expense,Police,1010,,29223
FY16-17,Expense,Police,1010,,57000
FY16-17,Expense,Police,1010,,13738
FY16-17,Expense,Police,1010,,1000
FY16-17,Expense,Police,2252,,6379
FY16-17,Expense,Police,1010,,34564
FY16-17,Expense,Police,1010,,195124
FY16-17,Expense,Police,1010,,6123
FY16-17,Expense,Police,1010,,1000
FY16-17,Expense,Police,1010,,14000
FY16-17,Expense,Police,1010,,7570
FY16-17,Expense,Police,1010,,13100
FY16-17,Expense,Police,1010,,58098
FY16-17,Expense,Police,1010,,13077
FY16-17,Expense,Police,1010,,75235
FY16-17,Expense,Police,1010,,10380
FY16-17,Expense,Police,1010,,49334
FY16-17,Expense,Police,1010,,26587
FY16-17,Expense,Police,1010,,110535
FY16-17,Expense,Police,1010,,2116
FY16-17,Expense,Police,1010,,1600
FY16-17,Expense,Police,1010,,1113040
FY16-17,Expense,Police,1010,,41813
FY16-17,Expense,Police,1010,,53050
FY16-17,Expense,Police,1010,,1600
FY16-17,Expense,Police,1010,,11381
FY16-17,Expense,Police,2252,,55261
FY16-17,Expense,Police,1010,,27352
FY16-17,Expense,Police,1010,,89290
FY16-17,Expense,Police,1010,,6698
FY16-17,Expense,Police,1010,,4000
FY16-17,Expense,Police,1010,,34488
FY16-17,Expense,Police,2252,,29765
FY16-17,Expense,Police,1010,,162003
FY16-17,Expense,Police,1010,,1317849
FY16-17,Expense,Police,1010,,47894
FY16-17,Expense,Police,1010,,69406
FY16-17,Expense,Police,1010,,1607
FY16-17,Expense,Police,2252,,650
FY16-17,Expense,Police,1010,,77391
FY16-17,Expense,Police,1010,,2376842
FY16-17,Expense,Police,1010,,81757
FY16-17,Expense,Police,1010,,800
FY16-17,Expense,Police,2252,,47242
FY16-17,Expense,Police,2252,,25878
FY16-17,Expense,Police,1010,,28460
FY16-17,Expense,Police,1010,,38955
FY16-17,Expense,Police,1010,,24667
FY16-17,Expense,Police,1010,,5358
FY16-17,Expense,Police,1010,,2600
FY16-17,Expense,Police,1010,,61002
FY16-17,Expense,Police,1010,,37268
FY16-17,Expense,Police,2252,,800
FY16-17,Expense,Police,1010,,757599
FY16-17,Expense,Police,1010,,800
FY16-17,Expense,Police,2252,,9644
FY16-17,Expense,Police,1010,,129390
FY16-17,Expense,Police,1010,,58599
FY16-17,Expense,Police,2252,,8037
FY16-17,Expense,Police,1010,,36109
FY16-17,Expense,Police,1010,,28826
FY16-17,Expense,Police,1010,,22644
FY16-17,Expense,Police,1010,,53313
FY16-17,Expense,Police,2113,,-658310
FY16-17,Expense,Police,1010,,19338
FY16-17,Expense,Police,1010,,436
FY16-17,Expense,Police,1010,,116112
FY16-17,Expense,Police,2252,,69406
FY16-17,Expense,Police,1010,,88070
FY16-17,Expense,Police,1010,,17771
FY16-17,Expense,Police,1010,,113285
FY16-17,Expense,Police,1010,,74383
FY16-17,Expense,Police,1010,,10461
FY16-17,Expense,Police,1010,,38704
FY16-17,Expense,Police,1010,,122214
FY16-17,Expense,Police,1010,,148825
FY16-17,Expense,Police,1010,,38319
FY16-17,Expense,Police,1010,,48117
FY16-17,Expense,Police,1010,,57231
FY16-17,Expense,Police,1010,,41555
FY16-17,Expense,Police,1010,,17594
FY16-17,Expense,Police,2252,,17614
FY16-17,Expense,Police,1010,,85130
FY16-17,Expense,Police,1010,,19533
FY16-17,Expense,Police,1010,,65759
FY16-17,Expense,Police,1010,,1600
FY16-17,Expense,Police,2252,,148213
FY16-17,Expense,Police,1010,,47242
FY16-17,Expense,Police,1010,,11496
FY16-17,Expense,Police,2252,,1600
FY16-17,Expense,Police,2252,,6698
FY16-17,Expense,Police,1010,,36241
FY16-17,Expense,Police,1010,,276305
FY16-17,Expense,Police,2252,,89722
FY16-17,Expense,Police,1010,,269423
FY16-17,Expense,Police,1010,,148213
FY16-17,Expense,Police,1010,,1300
FY16-17,Expense,Police,1010,,24667
FY16-17,Expense,Police,1010,,43410
FY16-17,Expense,Police,1010,,38319
FY16-17,Expense,Police,1010,,8037
FY16-17,Expense,Police,1010,,800
FY16-17,Expense,Police,2113,,16026
FY16-17,Expense,Police,1010,,188506
FY16-17,Expense,Police,1010,,80262
FY16-17,Expense,Police,1010,,4000
FY16-17,Expense,Police,1010,,36241
FY16-17,Expense,Police,2113,,3246
FY16-17,Expense,Police,1010,,70072
FY16-17,Expense,Police,1010,,16412
FY16-17,Expense,Police,2252,,29022
FY16-17,Expense,Police,2252,,14739
FY16-17,Expense,Police,1010,,5103
FY16-17,Expense,Police,1010,,54361
FY16-17,Expense,Police,1010,,14936
FY16-17,Expense,Police,1010,,4465527
FY16-17,Expense,Police,1010,,80833
FY16-17,Expense,Police,2252,,30959
FY16-17,Expense,Police,1010,,568
FY16-17,Expense,Police,1010,,108321
FY16-17,Expense,Police,1010,,21341
FY16-17,Expense,Police,2252,,5103
FY16-17,Expense,Police,1010,,151337
FY16-17,Expense,Police,1010,,255751
FY16-17,Expense,Police,1010,,1600
FY16-17,Expense,Police,2113,,232
FY16-17,Expense,Police,2113,,5108
FY16-17,Expense,Police,1010,,800
FY16-17,Expense,Police,1010,,1300
FY16-17,Expense,Police,1010,,77391
FY16-17,Expense,Police,1010,,188899
FY16-17,Expense,Police,1010,,24587
FY16-17,Expense,Police,2113,,7505
FY16-17,Expense,Police,1010,,2520302
FY16-17,Expense,Police,1010,,40110
FY16-17,Expense,Police,2252,,6400
FY16-17,Expense,Police,2252,,374242
FY16-17,Expense,Police,1010,,117919
FY16-17,Expense,Police,1010,,73401
FY16-17,Expense,Police,1010,,39235
FY16-17,Expense,Police,1010,,107933
FY16-17,Expense,Police,1010,,2836
FY16-17,Expense,Police,2252,,289825
FY16-17,Expense,Police,1010,,19338
FY16-17,Expense,Police,2252,,164885
FY16-17,Expense,Police,1010,,9185
FY16-17,Expense,Police,1010,,66953
FY16-17,Expense,Police,1010,,170550
FY16-17,Expense,Police,1010,,420000
FY16-17,Expense,Police,1010,,7907089
FY16-17,Expense,Police,1010,,31794
FY16-17,Expense,Police,1010,,36241
FY16-17,Expense,Police,1010,,24433
FY16-17,Expense,Police,1010,,60295
FY16-17,Expense,Police,1010,,251810
FY16-17,Expense,Police,1010,,197921
FY16-17,Expense,Police,1010,,119062
FY16-17,Expense,Police,2252,,4000
FY16-17,Expense,Police,2252,,202993
FY16-17,Expense,Police,1010,,18373
FY16-17,Expense,Police,1010,,77391
FY16-17,Expense,Police,1010,,58929
FY16-17,Expense,Police,1010,,24667
FY16-17,Expense,Police,1010,,800
FY16-17,Expense,Police,1010,,11381
FY16-17,Expense,Police,1010,,21133
FY16-17,Expense,Police,1010,,142966
FY16-17,Expense,Police,1010,,650
FY16-17,Expense,Police,1010,,5888
FY16-17,Expense,Police,1010,,448538
FY16-17,Expense,Police,1010,,9714
FY16-17,Expense,Police,1010,,4593
FY16-17,Expense,Police,1010,,5888
FY16-17,Expense,Police,1010,,422652
FY16-17,Expense,Police,1010,,35994
FY16-17,Expense,Police,1010,,15538
FY16-17,Expense,Police,1010,,17594
FY16-17,Expense,Police,1010,,210043
FY16-17,Expense,Police,1010,,800
FY16-17,Expense,Police,1010,,79866
FY16-17,Expense,Police,1010,,125840
FY16-17,Expense,Police,1010,,41555
FY16-17,Expense,Police,2252,,45636
FY16-17,Expense,Police,1010,,235921
FY16-17,Expense,Police,1010,,31353
FY16-17,Expense,Police,1010,,8672
FY16-17,Expense,Police,2252,,650
FY16-17,Expense,Police,2252,,112230
FY16-17,Expense,Police,2113,,8632
FY16-17,Expense,Police,1010,,3702770
FY16-17,Expense,Police,1010,,104891
FY16-17,Expense,Police,2252,,352103
FY16-17,Expense,Police,1010,,4000
FY16-17,Expense,Police,2252,,197269
FY16-17,Expense,Police,2252,,11776
FY16-17,Expense,Police,2252,,618909
FY16-17,Expense,Police,1010,,12506
FY16-17,Expense,Police,1010,,254528
FY16-17,Expense,Police,1010,,5888
FY16-17,Expense,Police,1010,,134714
FY16-17,Expense,Police,1010,,7654
FY16-17,Expense,Police,1010,,128705
FY16-17,Expense,Police,1010,,66953
FY16-17,Expense,Police,1010,,34591
FY16-17,Expense,Police,1010,,15210
FY16-17,Expense,Police,1010,,6810
FY16-17,Expense,Police,2252,,236117
FY16-17,Expense,Police,1010,,800
FY16-17,Expense,Police,1010,,50568
FY16-17,Expense,Police,1010,,75737
FY16-17,Expense,Police,1010,,8037
FY16-17,Expense,Police,1010,,72010
FY16-17,Expense,Police,2252,,67009
FY16-17,Expense,Police,1010,,1179994
FY16-17,Expense,Police,1010,,13396
FY16-17,Expense,Police,1010,,800
FY16-17,Expense,Police,1010,,6129
FY16-17,Expense,Police,1010,,36241
FY16-17,Expense,Police,2252,,29808
FY16-17,Expense,Police,1010,,162520
FY16-17,Expense,Police,1010,,4822
FY16-17,Expense,Police,1010,,2600
FY16-17,Expense,Police,1010,,74294
FY16-17,Expense,Police,1010,,158651
FY16-17,Expense,Police,1010,,7359
FY16-17,Expense,Police,1010,,179010
FY16-17,Expense,Police,1010,,650
FY16-17,Expense,Police,2252,,5888
FY16-17,Expense,Police,2252,,8037
FY16-17,Expense,Police,1010,,36241
FY16-17,Expense,Police,1010,,650
FY16-17,Expense,Police,1010,,31353
FY16-17,Expense,Police,1010,,650
FY16-17,Expense,Police,1010,,10274
FY16-17,Expense,Police,1010,,17457
FY16-17,Expense,Police,1010,,1600
FY16-17,Expense,Police,1010,,60574
