Fiscal Year,Account Type,Department,Division,ORG_NAME,Org Description,Fund Code,Fund Description,Account Category,Account Code,Account Description,Amount
FY19,Expense,Attorney's Office,Attorney,Civil Litigation,2000 - Civil Litigation,1010,General Fund Operating,Personnel Services,7020,Full Time Employees,468260
FY19,Expense,Attorney's Office,Attorney,Civil Litigation,2000 - Civil Litigation,1010,General Fund Operating,Personnel Services,7105,Employers FICA,35805
FY19,Expense,Attorney's Office,Attorney,Civil Litigation,2000 - Civil Litigation,1010,General Fund Operating,Personnel Services,7110,Hospitalization Insurance,86400
FY19,Expense,Attorney's Office,Attorney,Civil Litigation,2000 - Civil Litigation,1010,General Fund Operating,Personnel Services,7115,Retiree Health Care-OPEB,58381
FY19,Expense,Attorney's Office,Attorney,Civil Litigation,2000 - Civil Litigation,1010,General Fund Operating,Personnel Services,7120,Retirement Fund Contribution,107381
FY19,Expense,Attorney's Office,Attorney,Civil Litigation,2000 - Civil Litigation,1010,General Fund Operating,Personnel Services,7135,Unemployment Compensation,651
FY19,Expense,Attorney's Office,Attorney,Civil Litigation,2000 - Civil Litigation,1010,General Fund Operating,Supplies,7520,Supplies,18000
FY19,Expense,Attorney's Office,Attorney,Civil Litigation,2000 - Civil Litigation,1010,General Fund Operating,Supplies,7910,Subscriptions and Publications,250
FY19,Expense,Attorney's Office,Attorney,Civil Litigation,2000 - Civil Litigation,1010,General Fund Operating,Other Services and Charges,8010,Contractual Services,12000
FY19,Expense,Attorney's Office,Attorney,Civil Litigation,2000 - Civil Litigation,1010,General Fund Operating,Other Services and Charges,8240,Fees,500
FY19,Expense,Attorney's Office,Attorney,Civil Litigation,2000 - Civil Litigation,1010,General Fund Operating,Other Services and Charges,8510,Postage,500
FY19,Expense,Attorney's Office,Attorney,Civil Litigation,2000 - Civil Litigation,1010,General Fund Operating,Other Services and Charges,9100,Professional Development,4000
FY19,Expense,Attorney's Office,Attorney,Civil Litigation,2000 - Civil Litigation,1010,General Fund Operating,Other Services and Charges,9110,Other Travel & Training,3000
FY19,Expense,Attorney's Office,Attorney,Civil Litigation,2000 - Civil Litigation,1010,General Fund Operating,Other Services and Charges,9130,Local Business Expense,500
FY19,Expense,Attorney's Office,Attorney,Civil Litigation,2000 - Civil Litigation,1010,General Fund Operating,Other Services and Charges,9150,Memberships,2500
FY19,Expense,Attorney's Office,Attorney,Civil Litigation,2000 - Civil Litigation,1010,General Fund Operating,Other Services and Charges,9410,Equipment Rentals or Lease,2000
FY19,Expense,Attorney's Office,Attorney,Civil Litigation,2000 - Civil Litigation,1010,General Fund Operating,Capital Outlays,9800,Furniture,2000
FY19,Expense,Attorney's Office,Attorney,Municipal Affairs,3000 - Municipal Affairs,1010,General Fund Operating,Personnel Services,7020,Full Time Employees,644085
FY19,Expense,Attorney's Office,Attorney,Municipal Affairs,3000 - Municipal Affairs,1010,General Fund Operating,Personnel Services,7105,Employers FICA,49276
FY19,Expense,Attorney's Office,Attorney,Municipal Affairs,3000 - Municipal Affairs,1010,General Fund Operating,Personnel Services,7110,Hospitalization Insurance,86400
FY19,Expense,Attorney's Office,Attorney,Municipal Affairs,3000 - Municipal Affairs,1010,General Fund Operating,Personnel Services,7115,Retiree Health Care-OPEB,80328
FY19,Expense,Attorney's Office,Attorney,Municipal Affairs,3000 - Municipal Affairs,1010,General Fund Operating,Personnel Services,7120,Retirement Fund Contribution,147693
FY19,Expense,Attorney's Office,Attorney,Municipal Affairs,3000 - Municipal Affairs,1010,General Fund Operating,Personnel Services,7135,Unemployment Compensation,902
FY19,Expense,Attorney's Office,Attorney,Municipal Affairs,3000 - Municipal Affairs,1010,General Fund Operating,Supplies,7520,Supplies,20000
FY19,Expense,Attorney's Office,Attorney,Municipal Affairs,3000 - Municipal Affairs,1010,General Fund Operating,Other Services and Charges,8010,Contractual Services,35000
FY19,Expense,Attorney's Office,Attorney,Municipal Affairs,3000 - Municipal Affairs,1010,General Fund Operating,Other Services and Charges,8011,Contract Employees-Temporary Services,46252
FY19,Expense,Attorney's Office,Attorney,Municipal Affairs,3000 - Municipal Affairs,1010,General Fund Operating,Other Services and Charges,8505,Employee Phone Reimbursement,435
FY19,Expense,Attorney's Office,Attorney,Municipal Affairs,3000 - Municipal Affairs,1010,General Fund Operating,Other Services and Charges,8510,Postage,200
FY19,Expense,Attorney's Office,Attorney,Municipal Affairs,3000 - Municipal Affairs,1010,General Fund Operating,Other Services and Charges,9100,Professional Development,4000
FY19,Expense,Attorney's Office,Attorney,Municipal Affairs,3000 - Municipal Affairs,1010,General Fund Operating,Other Services and Charges,9110,Other Travel & Training,2600
FY19,Expense,Attorney's Office,Attorney,Municipal Affairs,3000 - Municipal Affairs,1010,General Fund Operating,Other Services and Charges,9150,Memberships,2500
FY19,Expense,Attorney's Office,Attorney,Municipal Affairs,3000 - Municipal Affairs,1010,General Fund Operating,Other Services and Charges,9410,Equipment Rentals or Lease,2500
FY19,Expense,Attorney's Office,Attorney,Ordinance Enforcement,4000 - Ordinance Enforcement,1010,General Fund Operating,Personnel Services,7020,Full Time Employees,355332
FY19,Expense,Attorney's Office,Attorney,Ordinance Enforcement,4000 - Ordinance Enforcement,1010,General Fund Operating,Personnel Services,7105,Employers FICA,27183
FY19,Expense,Attorney's Office,Attorney,Ordinance Enforcement,4000 - Ordinance Enforcement,1010,General Fund Operating,Personnel Services,7110,Hospitalization Insurance,72000
FY19,Expense,Attorney's Office,Attorney,Ordinance Enforcement,4000 - Ordinance Enforcement,1010,General Fund Operating,Personnel Services,7115,Retiree Health Care-OPEB,44187
FY19,Expense,Attorney's Office,Attorney,Ordinance Enforcement,4000 - Ordinance Enforcement,1010,General Fund Operating,Personnel Services,7120,Retirement Fund Contribution,81258
FY19,Expense,Attorney's Office,Attorney,Ordinance Enforcement,4000 - Ordinance Enforcement,1010,General Fund Operating,Personnel Services,7135,Unemployment Compensation,489
FY19,Expense,Attorney's Office,Attorney,Ordinance Enforcement,4000 - Ordinance Enforcement,1010,General Fund Operating,Supplies,7520,Supplies,12000
FY19,Expense,Attorney's Office,Attorney,Ordinance Enforcement,4000 - Ordinance Enforcement,1010,General Fund Operating,Other Services and Charges,8010,Contractual Services,5000
FY19,Expense,Attorney's Office,Attorney,Ordinance Enforcement,4000 - Ordinance Enforcement,1010,General Fund Operating,Other Services and Charges,8240,Fees,4500
FY19,Expense,Attorney's Office,Attorney,Ordinance Enforcement,4000 - Ordinance Enforcement,1010,General Fund Operating,Other Services and Charges,8260,Police Witness Fees,3000
FY19,Expense,Attorney's Office,Attorney,Ordinance Enforcement,4000 - Ordinance Enforcement,1010,General Fund Operating,Other Services and Charges,8510,Postage,975
FY19,Expense,Attorney's Office,Attorney,Ordinance Enforcement,4000 - Ordinance Enforcement,1010,General Fund Operating,Other Services and Charges,9100,Professional Development,1000
FY19,Expense,Attorney's Office,Attorney,Ordinance Enforcement,4000 - Ordinance Enforcement,1010,General Fund Operating,Other Services and Charges,9150,Memberships,1000
FY19,Expense,Attorney's Office,Attorney,Ordinance Enforcement,4000 - Ordinance Enforcement,1010,General Fund Operating,Other Services and Charges,9410,Equipment Rentals or Lease,1800
FY19,Expense,Authorities,Brownfield Redevelopment Authority,Administration,1000 - Administration,2430,Brownfield Operations,Personnel Services,7020,Full Time Employees,202490
FY19,Expense,Authorities,Brownfield Redevelopment Authority,Administration,1000 - Administration,2430,Brownfield Operations,Personnel Services,7105,Employers FICA,15480
FY19,Expense,Authorities,Brownfield Redevelopment Authority,Administration,1000 - Administration,2430,Brownfield Operations,Personnel Services,7110,Hospitalization Insurance,37584
FY19,Expense,Authorities,Brownfield Redevelopment Authority,Administration,1000 - Administration,2430,Brownfield Operations,Personnel Services,7115,Retiree Health Care-OPEB,25034
FY19,Expense,Authorities,Brownfield Redevelopment Authority,Administration,1000 - Administration,2430,Brownfield Operations,Personnel Services,7120,Retirement Fund Contribution,46035
FY19,Expense,Authorities,Brownfield Redevelopment Authority,Administration,1000 - Administration,2430,Brownfield Operations,Personnel Services,7135,Unemployment Compensation,276
FY19,Expense,Authorities,Brownfield Redevelopment Authority,Administration,1000 - Administration,2430,Brownfield Operations,Supplies,7520,Supplies,1150
FY19,Expense,Authorities,Brownfield Redevelopment Authority,Administration,1000 - Administration,2430,Brownfield Operations,Other Services and Charges,8010,Contractual Services,27490
FY19,Expense,Authorities,Brownfield Redevelopment Authority,Administration,1000 - Administration,2430,Brownfield Operations,Other Services and Charges,8450,Claims,9343
FY19,Expense,Authorities,Brownfield Redevelopment Authority,Administration,1000 - Administration,2430,Brownfield Operations,Other Services and Charges,8505,Employee Phone Reimbursement,1050
FY19,Expense,Authorities,Brownfield Redevelopment Authority,Administration,1000 - Administration,2430,Brownfield Operations,Other Services and Charges,8510,Postage,250
FY19,Expense,Authorities,Brownfield Redevelopment Authority,Administration,1000 - Administration,2430,Brownfield Operations,Other Services and Charges,8520,"Internet Services, Etc.",720
FY19,Expense,Authorities,Brownfield Redevelopment Authority,Administration,1000 - Administration,2430,Brownfield Operations,Other Services and Charges,8610,Transportation-Mileage Reimbursement,500
FY19,Expense,Authorities,Brownfield Redevelopment Authority,Administration,1000 - Administration,2430,Brownfield Operations,Other Services and Charges,9000,Printing & Publishing,2000
FY19,Expense,Authorities,Brownfield Redevelopment Authority,Administration,1000 - Administration,2430,Brownfield Operations,Other Services and Charges,9100,Professional Development,4250
FY19,Expense,Authorities,Brownfield Redevelopment Authority,Administration,1000 - Administration,2430,Brownfield Operations,Other Services and Charges,9150,Memberships,900
FY19,Expense,Authorities,Brownfield Redevelopment Authority,Administration,1000 - Administration,2430,Brownfield Operations,Other Services and Charges,9410,Equipment Rentals or Lease,1800
FY19,Expense,Authorities,Brownfield Redevelopment Authority,Administration,1000 - Administration,2430,Brownfield Operations,Other Services and Charges,9430,Buildings Rentals or Lease-Facility Mgmt,12438
FY19,Expense,Authorities,Brownfield Redevelopment Authority,Administration,1000 - Administration,2430,Brownfield Operations,Other Services and Charges,9470,Employee Parking,4750
FY19,Expense,Authorities,Brownfield Redevelopment Authority,Administration,1000 - Administration,2430,Brownfield Operations,Other Services and Charges,9480,Computer Services-from IT,10374
FY19,Expense,Authorities,Brownfield Redevelopment Authority,Administration,1000 - Administration,2430,Brownfield Operations,Debt Service,9910,Principal,163000
FY19,Expense,Authorities,Brownfield Redevelopment Authority,Administration,1000 - Administration,2430,Brownfield Operations,Debt Service,9930,Paying Agent Fees,73960
FY19,Expense,Authorities,Brownfield Redevelopment Authority,Administration,1000 - Administration,2430,Brownfield Operations,Other Financing,9952,Operating Transfers-A87 Cost,34567
FY19,Expense,Authorities,Brownfield Redevelopment Authority,Development Projects,2000 - Development Projects,2431,Brownfield Revolving Loan Fund,Other Services and Charges,8800,Community Promotion,570015
FY19,Expense,Authorities,Brownfield Redevelopment Authority,Development Projects,2000 - Development Projects,2430,Brownfield Operations,Other Services and Charges,9170,Developer Proj TIR Reimbursement,5957451
FY19,Expense,Authorities,Corridor Improvement Districts,Operations,2000 - Operations,7813,Uptown Corridor Improvement District,Supplies,7520,Supplies,15000
FY19,Expense,Authorities,Corridor Improvement Districts,Operations,2000 - Operations,7813,Uptown Corridor Improvement District,Other Services and Charges,8010,Contractual Services,1000
FY19,Expense,Authorities,Corridor Improvement Districts,Operations,2000 - Operations,7813,Uptown Corridor Improvement District,Other Services and Charges,8030,Administrative Services,5000
FY19,Expense,Authorities,Corridor Improvement Districts,Operations,2000 - Operations,7813,Uptown Corridor Improvement District,Other Services and Charges,9010,Advertising - Any Media,10000
