Fiscal Year,Account Type,Department,Division,Fund Description,Account Category,Account Description,Amount
FY20,Expense,Police,Police,General Fund Operating,Other Services and Charges,Maintenance Service,1835
FY20,Expense,Police,Police,General Fund Operating,Other Services and Charges,Buildings Rentals or Lease-Facility Mgmt,60841
FY20,Expense,Police,Police,General Fund Operating,Supplies,Supplies,147798
FY20,Expense,Police,Police,General Fund Operating,Capital Outlays,Equipment,3198
FY20,Expense,Police,Police,General Fund Operating,Personnel Services,Full Time Employees,13306114
FY20,Expense,Police,Police,General Fund Operating,Personnel Services,Acting Assignment,138628
FY20,Expense,Police,Police,General Fund Operating,Personnel Services,Regular Hourly Rate,125888
FY20,Expense,Police,Police,General Fund Operating,Personnel Services,Time & One-half,1433128
FY20,Expense,Police,Police,General Fund Operating,Personnel Services,Employers FICA,220912
FY20,Expense,Police,Police,General Fund Operating,Personnel Services,Hospitalization Insurance,2740488
FY20,Expense,Police,Police,General Fund Operating,Personnel Services,Retiree Health Care-OPEB,1822149
FY20,Expense,Police,Police,General Fund Operating,Personnel Services,Retirement Fund Contribution,3912827
FY20,Expense,Police,Police,General Fund Operating,Personnel Services,Unemployment Compensation,18531
FY20,Expense,Police,Police,General Fund Operating,Personnel Services,Shift Differential,226527
FY20,Expense,Police,Police,General Fund Operating,Personnel Services,Clothing-Car Allowance,4320
FY20,Expense,Police,Police,General Fund Operating,Personnel Services,Default Payroll-Comp Abs,791977
FY20,Expense,Police,Police,General Fund Operating,Other Services and Charges,Contractual Services,303963
FY20,Expense,Police,Police,General Fund Operating,Other Services and Charges,Local Business Expense,3000
FY20,Expense,Police,Police,General Fund Operating,Other Services and Charges,Memberships,600
FY20,Expense,Police,Police,General Fund Operating,Other Services and Charges,Equipment Rentals or Lease,230088
FY20,Expense,Police,Police,General Fund Operating,Other Services and Charges,Buildings Rentals or Lease-Facility Mgmt,742374
FY20,Expense,Police,Police,General Fund Operating,Other Services and Charges,Fleet Management Equipment Charges,1396411
FY20,Expense,Police,Police,General Fund Operating,Other Services and Charges,Employee Parking,313605
FY20,Revenue,Police,Police,General Fund Operating,State Grants,Liquor Licenses,218000
FY20,Revenue,Police,Police,General Fund Operating,Other Revenues,Claims-Damage-Accident Billings,15000
FY20,Revenue,Police,Police,General Fund Operating,Other Revenues,Refunds-Rebates,200000
FY20,Revenue,Police,Police,General Fund Operating,Other Revenues,Miscellaneous Other Revenue,5000
FY20,Revenue,Police,Police,General Fund Operating,Fines & Forfeitures,Parking Fines,352000
FY20,Revenue,Police,Police,General Fund Operating,Charges for Services,Special Event Billings Labor,520200
FY20,Revenue,Police,Police,General Fund Operating,Other Financing Sources,Operating Transfers-Misc,153140
FY20,Expense,Police,Police,General Fund Operating,Supplies,Supplies,15000
FY20,Expense,Police,Police,General Fund Operating,Capital Outlays,Equipment,18700
FY20,Expense,Police,Police,General Fund Operating,Personnel Services,Full Time Employees,1462565
FY20,Expense,Police,Police,General Fund Operating,Personnel Services,Regular Hourly Rate,5202
FY20,Expense,Police,Police,General Fund Operating,Personnel Services,Time & One-half,333056
FY20,Expense,Police,Police,General Fund Operating,Personnel Services,Employers FICA,26400
FY20,Expense,Police,Police,General Fund Operating,Personnel Services,Hospitalization Insurance,292524
FY20,Expense,Police,Police,General Fund Operating,Personnel Services,Retiree Health Care-OPEB,217755
FY20,Expense,Police,Police,General Fund Operating,Personnel Services,Retirement Fund Contribution,467473
FY20,Expense,Police,Police,General Fund Operating,Personnel Services,Unemployment Compensation,2041
FY20,Expense,Police,Police,General Fund Operating,Personnel Services,Shift Differential,18629
FY20,Expense,Police,Police,General Fund Operating,Personnel Services,Clothing-Car Allowance,1080
FY20,Expense,Police,Police,General Fund Operating,Other Services and Charges,Equipment Rentals or Lease,6562
FY20,Expense,Police,Police,General Fund Operating,Other Services and Charges,Buildings Rentals or Lease-Facility Mgmt,68703
FY20,Expense,Police,Police,General Fund Operating,Other Services and Charges,Fleet Management Equipment Charges,297842
FY20,Expense,Police,Police,Metropolitan Enforcement Team,Supplies,Supplies,3000
FY20,Expense,Police,Police,Metropolitan Enforcement Team,Capital Outlays,Equipment,1200
FY20,Expense,Police,Police,Metropolitan Enforcement Team,Capital Outlays,Vehicles,6500
FY20,Expense,Police,Police,Metropolitan Enforcement Team,Personnel Services,Full Time Employees,86340
FY20,Expense,Police,Police,Metropolitan Enforcement Team,Personnel Services,Regular Hourly Rate,400
FY20,Expense,Police,Police,Metropolitan Enforcement Team,Personnel Services,Time & One-half,6000
FY20,Expense,Police,Police,Metropolitan Enforcement Team,Personnel Services,Employers FICA,1365
FY20,Expense,Police,Police,Metropolitan Enforcement Team,Personnel Services,Hospitalization Insurance,15396
FY20,Expense,Police,Police,Metropolitan Enforcement Team,Personnel Services,Retiree Health Care-OPEB,11217
FY20,Expense,Police,Police,Metropolitan Enforcement Team,Personnel Services,Retirement Fund Contribution,24083
FY20,Expense,Police,Police,Metropolitan Enforcement Team,Personnel Services,Unemployment Compensation,120
FY20,Expense,Police,Police,Metropolitan Enforcement Team,Personnel Services,Clothing-Car Allowance,1080
FY20,Expense,Police,Police,Metropolitan Enforcement Team,Other Services and Charges,Administrative Services,4000
FY20,Expense,Police,Police,Metropolitan Enforcement Team,Other Services and Charges,Fees,57298
FY20,Expense,Police,Police,Metropolitan Enforcement Team,Other Services and Charges,Police-Investigation,30000
FY20,Expense,Police,Police,Metropolitan Enforcement Team,Other Services and Charges,Telephone,9000
FY20,Expense,Police,Police,Metropolitan Enforcement Team,Other Services and Charges,Other Travel & Training,8000
FY20,Expense,Police,Police,Metropolitan Enforcement Team,Other Services and Charges,Employee Parking,1100
FY20,Revenue,Police,Police,Metropolitan Enforcement Team,Federal Grants,Federal Other Agencies-Pass Thru,50000
FY20,Revenue,Police,Police,Metropolitan Enforcement Team,Other Revenues,Refunds-Rebates,10000
FY20,Revenue,Police,Police,Metropolitan Enforcement Team,Fines & Forfeitures,Police Seized Property,61000
FY20,Revenue,Police,Police,Metropolitan Enforcement Team,Fines & Forfeitures,Seizures,63000
FY20,Revenue,Police,Police,Metropolitan Enforcement Team,Charges for Services,Service Fees-General,14000
FY20,Revenue,Police,Police,Metropolitan Enforcement Team,Charges for Services,Auction Sales,25000
FY20,Revenue,Police,Police,Metropolitan Enforcement Team,Charges for Services,Police-Confiscated Gun-Money,8200
FY20,Revenue,Police,Police,Metropolitan Enforcement Team,Other Financing Sources,Operating Transfers-Misc,68550
FY20,Revenue,Police,Police,Metropolitan Enforcement Team,Investment Income & Rentals,Interest on Investment,500
FY20,Expense,Police,Police,General Fund Operating,Supplies,Supplies,165326
FY20,Expense,Police,Police,General Fund Operating,Supplies,Subscriptions and Publications,6000
FY20,Expense,Police,Police,General Fund Operating,Capital Outlays,Furniture,10000
FY20,Expense,Police,Police,General Fund Operating,Personnel Services,Full Time Employees,656019
FY20,Expense,Police,Police,General Fund Operating,Personnel Services,Regular Hourly Rate,1040
FY20,Expense,Police,Police,General Fund Operating,Personnel Services,Time & One-half,33103
FY20,Expense,Police,Police,General Fund Operating,Personnel Services,Employers FICA,22399
FY20,Expense,Police,Police,General Fund Operating,Personnel Services,Hospitalization Insurance,123168
FY20,Expense,Police,Police,General Fund Operating,Personnel Services,Retiree Health Care-OPEB,76162
FY20,Expense,Police,Police,General Fund Operating,Personnel Services,Retirement Fund Contribution,172382
FY20,Expense,Police,Police,General Fund Operating,Personnel Services,Unemployment Compensation,927
FY20,Expense,Police,Police,General Fund Operating,Personnel Services,Clothing-Car Allowance,3240
FY20,Expense,Police,Police,General Fund Operating,Other Services and Charges,Contractual Services,20000
FY20,Expense,Police,Police,General Fund Operating,Other Services and Charges,Fees,725000
FY20,Expense,Police,Police,General Fund Operating,Other Services and Charges,Telephone,4260
FY20,Expense,Police,Police,General Fund Operating,Other Services and Charges,Employee Phone Reimbursement,65000
FY20,Expense,Police,Police,General Fund Operating,Other Services and Charges,Postage,12000
FY20,Expense,Police,Police,General Fund Operating,Other Services and Charges,Memberships,7210
FY20,Expense,Police,Police,General Fund Operating,Other Services and Charges,Equipment Rentals or Lease,41742
FY20,Expense,Police,Police,General Fund Operating,Other Services and Charges,Buildings Rentals or Lease-Facility Mgmt,40714
FY20,Revenue,Police,Police,General Fund Operating,Other Financing Sources,Operating Transfers-Misc,92475
FY20,Expense,Police,Dispatch,Community Dispatch,Supplies,Supplies,21200
FY20,Expense,Police,Dispatch,Community Dispatch,Capital Outlays,Equipment,112685
FY20,Expense,Police,Dispatch,Community Dispatch,Capital Outlays,Furniture,4660
FY20,Expense,Police,Dispatch,Community Dispatch,Capital Outlays,Software,52624
FY20,Expense,Police,Dispatch,Community Dispatch,Other Financing,Operating Trans-Misc,92475
FY20,Expense,Police,Dispatch,Community Dispatch,Other Financing,Appropriation Lapse,-125000
FY20,Expense,Police,Dispatch,Community Dispatch,Personnel Services,Full Time Employees,2553330
FY20,Expense,Police,Dispatch,Community Dispatch,Personnel Services,Acting Assignment,15606
FY20,Expense,Police,Dispatch,Community Dispatch,Personnel Services,Temporary Noncontract Employees,92740
FY20,Expense,Police,Dispatch,Community Dispatch,Personnel Services,Regular Hourly Rate,10500
FY20,Expense,Police,Dispatch,Community Dispatch,Personnel Services,Time & One-half,572152
FY20,Expense,Police,Dispatch,Community Dispatch,Personnel Services,Employers FICA,249377
FY20,Expense,Police,Dispatch,Community Dispatch,Personnel Services,Hospitalization Insurance,646632
FY20,Expense,Police,Dispatch,Community Dispatch,Personnel Services,Retiree Health Care-OPEB,223840
FY20,Expense,Police,Dispatch,Community Dispatch,Personnel Services,Retirement Fund Contribution,716640
FY20,Expense,Police,Dispatch,Community Dispatch,Personnel Services,Unemployment Compensation,3728
FY20,Expense,Police,Dispatch,Community Dispatch,Personnel Services,Shift Differential,15300
FY20,Expense,Police,Dispatch,Community Dispatch,Other Services and Charges,Contractual Services,6000
FY20,Expense,Police,Dispatch,Community Dispatch,Other Services and Charges,Claims,53241
FY20,Expense,Police,Dispatch,Community Dispatch,Other Services and Charges,Telephone,8000
FY20,Expense,Police,Dispatch,Community Dispatch,Other Services and Charges,Other Travel & Training,10000
FY20,Expense,Police,Dispatch,Community Dispatch,Other Services and Charges,Memberships,1600
FY20,Expense,Police,Dispatch,Community Dispatch,Other Services and Charges,Maintenance Service,20000
FY20,Expense,Police,Dispatch,Community Dispatch,Other Services and Charges,Buildings Rentals or Lease-Facility Mgmt,147811
FY20,Expense,Police,Dispatch,Community Dispatch,Other Services and Charges,Employee Parking,36855
FY20,Expense,Police,Dispatch,Community Dispatch,Other Services and Charges,Computer Services-from IT,106884
FY20,Expense,Police,Dispatch,Community Dispatch,Other Services and Charges,A-87 Cost Allocation,176951
FY20,Revenue,Police,Dispatch,Community Dispatch,Other Financing Sources,Operating Transfers-Subsidy,3207224
FY20,Revenue,Police,Dispatch,Community Dispatch,Contribution from Local Units,Kent County-Misc & PSAP 911,2397500
FY20,Revenue,Police,Dispatch,Community Dispatch,Contribution from Local Units,Other Local Government Program,8000
FY20,Revenue,Treasury,Treasurer,General Fund Operating,Investment Income & Rentals,Interest on Investment,1132128
FY20,Revenue,Treasury,Treasurer,Cemetery Perpetual Care,Investment Income & Rentals,Interest on Investment,87727
FY20,Revenue,Treasury,Treasurer,Major Streets,Investment Income & Rentals,Interest on Investment,172810
FY20,Revenue,Treasury,Treasurer,Local Streets,Investment Income & Rentals,Interest on Investment,13600
FY20,Revenue,Treasury,Treasurer,Parks & Recreation,Investment Income & Rentals,Interest on Investment,32371
FY20,Revenue,Treasury,Treasurer,Parks Millage,Investment Income & Rentals,Interest on Investment,79337
FY20,Revenue,Treasury,Treasurer,Refuse Collection,Investment Income & Rentals,Interest on Investment,201185
FY20,Revenue,Treasury,Treasurer,Vehicle Storage Facility,Investment Income & Rentals,Interest on Investment,12112
FY20,Revenue,Treasury,Treasurer,Property Management,Investment Income & Rentals,Interest on Investment,28754
FY20,Revenue,Treasury,Treasurer,Brownfield Operations,Investment Income & Rentals,Interest on Investment,76860
FY20,Revenue,Treasury,Treasurer,Brownfield Revolving Loan Fund,Investment Income & Rentals,Interest on Investment,17377
