Budget type,DEPARTMENT_NAME,DIVISION_NAME,ORG_NAME,ORG_DESC,FUND,FUND_NAME,ACCT_TYPE,ACCT_CAT,ACCT_CODE,ACCT_DESCR,AMOUNT
FY20,Police,Police,SSD-Training Bureau,3300 - SSD-Training Bureau,1010,General Fund Operating,Expense,Other Services and Charges,8015,Contract Serv-Training,33750
FY20,Police,Police,SSD-Training Bureau,3300 - SSD-Training Bureau,1010,General Fund Operating,Expense,Other Services and Charges,9110,Other Travel & Training,239350
FY20,Police,Police,SSD-Training Bureau,3300 - SSD-Training Bureau,1010,General Fund Operating,Expense,Other Services and Charges,9430,Buildings Rentals or Lease-Facility Mgmt,55804
FY20,Police,Police,SSD-Training Bureau,3300 - SSD-Training Bureau,1010,General Fund Operating,Expense,Other Services and Charges,9440,Fleet Management Equipment Charges,3352
FY20,Police,Police,SSD-Training Bureau,3300 - SSD-Training Bureau,1010,General Fund Operating,Revenue,Other Revenues,6761,Reimbursements,24000
FY20,Police,Police,SSD-Training Bureau,3300 - SSD-Training Bureau,1010,General Fund Operating,Revenue,Charges for Services,6260,Service Fees-General,9750
FY20,Police,Police,Community Engagement,1020 - Community Engagement,1010,General Fund Operating,Expense,Supplies,7520,Supplies,14800
FY20,Police,Police,Community Engagement,1020 - Community Engagement,1010,General Fund Operating,Expense,Capital Outlays,9840,Software,12800
FY20,Police,Police,Community Engagement,1020 - Community Engagement,1010,General Fund Operating,Expense,Personnel Services,7020,Full Time Employees,629815
FY20,Police,Police,Community Engagement,1020 - Community Engagement,1010,General Fund Operating,Expense,Personnel Services,7055,Time & One-half,46121
FY20,Police,Police,Community Engagement,1020 - Community Engagement,1010,General Fund Operating,Expense,Personnel Services,7105,Employers FICA,9835
FY20,Police,Police,Community Engagement,1020 - Community Engagement,1010,General Fund Operating,Expense,Personnel Services,7110,Hospitalization Insurance,123168
FY20,Police,Police,Community Engagement,1020 - Community Engagement,1010,General Fund Operating,Expense,Personnel Services,7115,Retiree Health Care-OPEB,81083
FY20,Police,Police,Community Engagement,1020 - Community Engagement,1010,General Fund Operating,Expense,Personnel Services,7120,Retirement Fund Contribution,174207
FY20,Police,Police,Community Engagement,1020 - Community Engagement,1010,General Fund Operating,Expense,Personnel Services,7135,Unemployment Compensation,877
FY20,Police,Police,Community Engagement,1020 - Community Engagement,1010,General Fund Operating,Expense,Personnel Services,7165,Shift Differential,1987
FY20,Police,Police,Community Engagement,1020 - Community Engagement,1010,General Fund Operating,Expense,Other Services and Charges,8010,Contractual Services,25000
FY20,Police,Police,Community Engagement,1020 - Community Engagement,1010,General Fund Operating,Expense,Other Services and Charges,8240,Fees,6000
FY20,Police,Police,Community Engagement,1020 - Community Engagement,1010,General Fund Operating,Expense,Other Services and Charges,9000,Printing & Publishing,7000
FY20,Police,Police,Community Engagement,1020 - Community Engagement,1010,General Fund Operating,Expense,Other Services and Charges,9110,Other Travel & Training,7000
FY20,Police,Police,Community Engagement,1020 - Community Engagement,1010,General Fund Operating,Expense,Other Services and Charges,9130,Local Business Expense,8400
FY20,Police,Police,Community Engagement,1020 - Community Engagement,1010,General Fund Operating,Expense,Other Services and Charges,9430,Buildings Rentals or Lease-Facility Mgmt,14428
FY20,Police,Police,Invest-Vice-Gen Fund,4200 - Invest-Vice-Gen Fund,1010,General Fund Operating,Expense,Personnel Services,7020,Full Time Employees,1241942
FY20,Police,Police,Invest-Vice-Gen Fund,4200 - Invest-Vice-Gen Fund,1010,General Fund Operating,Expense,Personnel Services,7050,Regular Hourly Rate,5202
FY20,Police,Police,Invest-Vice-Gen Fund,4200 - Invest-Vice-Gen Fund,1010,General Fund Operating,Expense,Personnel Services,7055,Time & One-half,141369
FY20,Police,Police,Invest-Vice-Gen Fund,4200 - Invest-Vice-Gen Fund,1010,General Fund Operating,Expense,Personnel Services,7105,Employers FICA,20461
FY20,Police,Police,Invest-Vice-Gen Fund,4200 - Invest-Vice-Gen Fund,1010,General Fund Operating,Expense,Personnel Services,7110,Hospitalization Insurance,246336
FY20,Police,Police,Invest-Vice-Gen Fund,4200 - Invest-Vice-Gen Fund,1010,General Fund Operating,Expense,Personnel Services,7115,Retiree Health Care-OPEB,168891
FY20,Police,Police,Invest-Vice-Gen Fund,4200 - Invest-Vice-Gen Fund,1010,General Fund Operating,Expense,Personnel Services,7120,Retirement Fund Contribution,362713
FY20,Police,Police,Invest-Vice-Gen Fund,4200 - Invest-Vice-Gen Fund,1010,General Fund Operating,Expense,Personnel Services,7135,Unemployment Compensation,1740
FY20,Police,Police,Invest-Vice-Gen Fund,4200 - Invest-Vice-Gen Fund,1010,General Fund Operating,Expense,Personnel Services,7165,Shift Differential,8693
FY20,Police,Police,Invest-Vice-Gen Fund,4200 - Invest-Vice-Gen Fund,1010,General Fund Operating,Expense,Personnel Services,7175,Clothing-Car Allowance,15120
FY20,Police,Police,Invest-Vice-Gen Fund,4200 - Invest-Vice-Gen Fund,1010,General Fund Operating,Expense,Other Services and Charges,8265,Police-Investigation,4000
FY20,Police,Police,Invest-Vice-Gen Fund,4200 - Invest-Vice-Gen Fund,1010,General Fund Operating,Expense,Other Services and Charges,9340,Maintenance Service,15000
FY20,Police,Police,Invest-Vice-Gen Fund,4200 - Invest-Vice-Gen Fund,1010,General Fund Operating,Expense,Other Services and Charges,9430,Buildings Rentals or Lease-Facility Mgmt,130193
FY20,Police,Police,SSD-GSSB-Records Unit,3120 - SSD-GSSB-Records Unit,1010,General Fund Operating,Expense,Supplies,7520,Supplies,76000
FY20,Police,Police,SSD-GSSB-Records Unit,3120 - SSD-GSSB-Records Unit,1010,General Fund Operating,Expense,Capital Outlays,9805,Computer Equipment,115000
FY20,Police,Police,SSD-GSSB-Records Unit,3120 - SSD-GSSB-Records Unit,1010,General Fund Operating,Expense,Capital Outlays,9840,Software,25000
FY20,Police,Police,SSD-GSSB-Records Unit,3120 - SSD-GSSB-Records Unit,1010,General Fund Operating,Expense,Personnel Services,7020,Full Time Employees,236894
FY20,Police,Police,SSD-GSSB-Records Unit,3120 - SSD-GSSB-Records Unit,1010,General Fund Operating,Expense,Personnel Services,7055,Time & One-half,1146
FY20,Police,Police,SSD-GSSB-Records Unit,3120 - SSD-GSSB-Records Unit,1010,General Fund Operating,Expense,Personnel Services,7105,Employers FICA,18196
FY20,Police,Police,SSD-GSSB-Records Unit,3120 - SSD-GSSB-Records Unit,1010,General Fund Operating,Expense,Personnel Services,7110,Hospitalization Insurance,76980
FY20,Police,Police,SSD-GSSB-Records Unit,3120 - SSD-GSSB-Records Unit,1010,General Fund Operating,Expense,Personnel Services,7115,Retiree Health Care-OPEB,20356
FY20,Police,Police,SSD-GSSB-Records Unit,3120 - SSD-GSSB-Records Unit,1010,General Fund Operating,Expense,Personnel Services,7120,Retirement Fund Contribution,53870
FY20,Police,Police,SSD-GSSB-Records Unit,3120 - SSD-GSSB-Records Unit,1010,General Fund Operating,Expense,Personnel Services,7135,Unemployment Compensation,346
FY20,Police,Police,SSD-GSSB-Records Unit,3120 - SSD-GSSB-Records Unit,1010,General Fund Operating,Expense,Other Services and Charges,8010,Contractual Services,841037
FY20,Police,Police,SSD-GSSB-Records Unit,3120 - SSD-GSSB-Records Unit,1010,General Fund Operating,Expense,Other Services and Charges,8500,Telephone,115300
FY20,Police,Police,SSD-GSSB-Records Unit,3120 - SSD-GSSB-Records Unit,1010,General Fund Operating,Expense,Other Services and Charges,9330,Software Maintenance Agreements,217210
FY20,Police,Police,SSD-GSSB-Records Unit,3120 - SSD-GSSB-Records Unit,1010,General Fund Operating,Expense,Other Services and Charges,9340,Maintenance Service,515001
FY20,Police,Police,SSD-GSSB-Records Unit,3120 - SSD-GSSB-Records Unit,1010,General Fund Operating,Expense,Other Services and Charges,9430,Buildings Rentals or Lease-Facility Mgmt,26166
FY20,Police,Police,SSD-GSSB-Records Unit,3120 - SSD-GSSB-Records Unit,1010,General Fund Operating,Revenue,Licenses & Permits,4924,Alarm Permits,11000
FY20,Police,Police,SSD-GSSB-Records Unit,3120 - SSD-GSSB-Records Unit,1010,General Fund Operating,Revenue,Charges for Services,6172,False Alarm Fines-Fees,30000
FY20,Police,Police,SSD-GSSB-Records Unit,3120 - SSD-GSSB-Records Unit,1010,General Fund Operating,Revenue,Charges for Services,6174,Police Records-Reproc Fees,82000
FY20,Police,Police,Admin-Internal Affairs,1040 - Admin-Internal Affairs,1010,General Fund Operating,Expense,Supplies,7910,Subscriptions and Publications,1000
FY20,Police,Police,Admin-Internal Affairs,1040 - Admin-Internal Affairs,1010,General Fund Operating,Expense,Personnel Services,7020,Full Time Employees,211416
FY20,Police,Police,Admin-Internal Affairs,1040 - Admin-Internal Affairs,1010,General Fund Operating,Expense,Personnel Services,7050,Regular Hourly Rate,1040
FY20,Police,Police,Admin-Internal Affairs,1040 - Admin-Internal Affairs,1010,General Fund Operating,Expense,Personnel Services,7055,Time & One-half,25435
FY20,Police,Police,Admin-Internal Affairs,1040 - Admin-Internal Affairs,1010,General Fund Operating,Expense,Personnel Services,7105,Employers FICA,5220
FY20,Police,Police,Admin-Internal Affairs,1040 - Admin-Internal Affairs,1010,General Fund Operating,Expense,Personnel Services,7110,Hospitalization Insurance,38496
FY20,Police,Police,Admin-Internal Affairs,1040 - Admin-Internal Affairs,1010,General Fund Operating,Expense,Personnel Services,7115,Retiree Health Care-OPEB,27754
FY20,Police,Police,Admin-Internal Affairs,1040 - Admin-Internal Affairs,1010,General Fund Operating,Expense,Personnel Services,7120,Retirement Fund Contribution,60964
FY20,Police,Police,Admin-Internal Affairs,1040 - Admin-Internal Affairs,1010,General Fund Operating,Expense,Personnel Services,7135,Unemployment Compensation,288
FY20,Police,Police,Admin-Internal Affairs,1040 - Admin-Internal Affairs,1010,General Fund Operating,Expense,Personnel Services,7175,Clothing-Car Allowance,2160
FY20,Police,Police,Admin-Internal Affairs,1040 - Admin-Internal Affairs,1010,General Fund Operating,Expense,Other Services and Charges,8010,Contractual Services,10000
FY20,Police,Police,Admin-Internal Affairs,1040 - Admin-Internal Affairs,1010,General Fund Operating,Expense,Other Services and Charges,9330,Software Maintenance Agreements,1400
FY20,Police,Police,Admin-Internal Affairs,1040 - Admin-Internal Affairs,1010,General Fund Operating,Expense,Other Services and Charges,9430,Buildings Rentals or Lease-Facility Mgmt,14428
FY20,Police,Police,Admin-Internal Affairs,1040 - Admin-Internal Affairs,1010,General Fund Operating,Expense,Other Services and Charges,9440,Fleet Management Equipment Charges,8233
FY20,Police,Police,SSD-GSSB-Forensic Unit,3100 - SSD-GSSB-Forensic Unit,1010,General Fund Operating,Expense,Supplies,7520,Supplies,25100
FY20,Police,Police,SSD-GSSB-Forensic Unit,3100 - SSD-GSSB-Forensic Unit,1010,General Fund Operating,Expense,Capital Outlays,9760,Equipment,37000
FY20,Police,Police,SSD-GSSB-Forensic Unit,3100 - SSD-GSSB-Forensic Unit,1010,General Fund Operating,Expense,Capital Outlays,9840,Software,600
FY20,Police,Police,SSD-GSSB-Forensic Unit,3100 - SSD-GSSB-Forensic Unit,1010,General Fund Operating,Expense,Personnel Services,7020,Full Time Employees,714426
FY20,Police,Police,SSD-GSSB-Forensic Unit,3100 - SSD-GSSB-Forensic Unit,1010,General Fund Operating,Expense,Personnel Services,7050,Regular Hourly Rate,2081
FY20,Police,Police,SSD-GSSB-Forensic Unit,3100 - SSD-GSSB-Forensic Unit,1010,General Fund Operating,Expense,Personnel Services,7055,Time & One-half,28758
FY20,Police,Police,SSD-GSSB-Forensic Unit,3100 - SSD-GSSB-Forensic Unit,1010,General Fund Operating,Expense,Personnel Services,7105,Employers FICA,57226
FY20,Police,Police,SSD-GSSB-Forensic Unit,3100 - SSD-GSSB-Forensic Unit,1010,General Fund Operating,Expense,Personnel Services,7110,Hospitalization Insurance,169356
FY20,Police,Police,SSD-GSSB-Forensic Unit,3100 - SSD-GSSB-Forensic Unit,1010,General Fund Operating,Expense,Personnel Services,7115,Retiree Health Care-OPEB,63939
FY20,Police,Police,SSD-GSSB-Forensic Unit,3100 - SSD-GSSB-Forensic Unit,1010,General Fund Operating,Expense,Personnel Services,7120,Retirement Fund Contribution,169160
FY20,Police,Police,SSD-GSSB-Forensic Unit,3100 - SSD-GSSB-Forensic Unit,1010,General Fund Operating,Expense,Personnel Services,7135,Unemployment Compensation,999
FY20,Police,Police,SSD-GSSB-Forensic Unit,3100 - SSD-GSSB-Forensic Unit,1010,General Fund Operating,Expense,Personnel Services,7165,Shift Differential,2484
FY20,Police,Police,SSD-GSSB-Forensic Unit,3100 - SSD-GSSB-Forensic Unit,1010,General Fund Operating,Expense,Other Services and Charges,9410,Equipment Rentals or Lease,3174
FY20,Police,Police,SSD-GSSB-Forensic Unit,3100 - SSD-GSSB-Forensic Unit,1010,General Fund Operating,Expense,Other Services and Charges,9430,Buildings Rentals or Lease-Facility Mgmt,43398
FY20,Police,Police,SSD-GSSB-Forensic Unit,3100 - SSD-GSSB-Forensic Unit,1010,General Fund Operating,Expense,Other Services and Charges,9440,Fleet Management Equipment Charges,30856
FY20,Police,Police,SSD-GSSB-Property Mgmt,3110 - SSD-GSSB-Property Mgmt,1010,General Fund Operating,Expense,Supplies,7520,Supplies,232648
FY20,Police,Police,SSD-GSSB-Property Mgmt,3110 - SSD-GSSB-Property Mgmt,1010,General Fund Operating,Expense,Capital Outlays,9760,Equipment,71377
FY20,Police,Police,SSD-GSSB-Property Mgmt,3110 - SSD-GSSB-Property Mgmt,1010,General Fund Operating,Expense,Personnel Services,7020,Full Time Employees,310500
FY20,Police,Police,SSD-GSSB-Property Mgmt,3110 - SSD-GSSB-Property Mgmt,1010,General Fund Operating,Expense,Personnel Services,7050,Regular Hourly Rate,1040
FY20,Police,Police,SSD-GSSB-Property Mgmt,3110 - SSD-GSSB-Property Mgmt,1010,General Fund Operating,Expense,Personnel Services,7055,Time & One-half,10013
FY20,Police,Police,SSD-GSSB-Property Mgmt,3110 - SSD-GSSB-Property Mgmt,1010,General Fund Operating,Expense,Personnel Services,7105,Employers FICA,14380
FY20,Police,Police,SSD-GSSB-Property Mgmt,3110 - SSD-GSSB-Property Mgmt,1010,General Fund Operating,Expense,Personnel Services,7110,Hospitalization Insurance,76980
FY20,Police,Police,SSD-GSSB-Property Mgmt,3110 - SSD-GSSB-Property Mgmt,1010,General Fund Operating,Expense,Personnel Services,7115,Retiree Health Care-OPEB,33134
FY20,Police,Police,SSD-GSSB-Property Mgmt,3110 - SSD-GSSB-Property Mgmt,1010,General Fund Operating,Expense,Personnel Services,7120,Retirement Fund Contribution,77801
FY20,Police,Police,SSD-GSSB-Property Mgmt,3110 - SSD-GSSB-Property Mgmt,1010,General Fund Operating,Expense,Personnel Services,7135,Unemployment Compensation,432
FY20,Police,Police,SSD-GSSB-Property Mgmt,3110 - SSD-GSSB-Property Mgmt,1010,General Fund Operating,Expense,Other Services and Charges,9340,Maintenance Service,720
FY20,Police,Police,SSD-Train-Mich Justice,3310 - SSD-Train-Mich Justice,2620,Michigan Justice Training,Expense,Other Services and Charges,9110,Other Travel & Training,55000
FY20,Police,Police,SSD-Train-Mich Justice,3310 - SSD-Train-Mich Justice,2620,Michigan Justice Training,Revenue,State Grants,5501,MI Dept of Justice,55000
FY20,Police,Police,Investigations-Detective,4100 - Investigations-Detective,1010,General Fund Operating,Expense,Supplies,7520,Supplies,1998
FY20,Police,Police,Investigations-Detective,4100 - Investigations-Detective,1010,General Fund Operating,Expense,Personnel Services,7020,Full Time Employees,3683844
