AccountType,FiscalYear,FundCode,FundDescription,OperatingUnit,OperatingUnitDescription,ProgramID,ProgramName,LineOfBusinessID,LOBName,Account,Account Description,Budget
Expense,fy15-16,511,AIRPORTS,800,AIRPORTS CITY OPERATIONS,5112403,AIRPORTS GROUNDS MAINTENANCE,51124,Airport Maintenance,53890022,OTHER SUPPLIES,1000
Expense,fy15-16,511,AIRPORTS,800,AIRPORTS CITY OPERATIONS,5112404,AIRPORTS FUEL,51124,Airport Maintenance,51010007,OVERTIME WAGES,1000
Expense,fy15-16,511,AIRPORTS,800,AIRPORTS CITY OPERATIONS,5112404,AIRPORTS FUEL,51124,Airport Maintenance,52340034,OTHER REPAIRS AND MAINTENANCE,1500
Expense,fy15-16,511,AIRPORTS,800,AIRPORTS CITY OPERATIONS,5112404,AIRPORTS FUEL,51124,Airport Maintenance,52400007,OTHER EQUIPMENT RENTAL,250
Expense,fy15-16,511,AIRPORTS,800,AIRPORTS CITY OPERATIONS,5112404,AIRPORTS FUEL,51124,Airport Maintenance,52890001,OTHER SERVICES AND CHARGES,250
Expense,fy15-16,511,AIRPORTS,800,AIRPORTS CITY OPERATIONS,5112404,AIRPORTS FUEL,51124,Airport Maintenance,53040013,REPAIR & MAINTENANCE PARTS,14750
Expense,fy15-16,511,AIRPORTS,800,AIRPORTS CITY OPERATIONS,5112404,AIRPORTS FUEL,51124,Airport Maintenance,53040025,SMALL TOOLS & MINOR EQUIP,750
Expense,fy15-16,511,AIRPORTS,800,AIRPORTS CITY OPERATIONS,5112404,AIRPORTS FUEL,51124,Airport Maintenance,53040031,OTHER EQUIPMENT,250
Expense,fy15-16,511,AIRPORTS,800,AIRPORTS CITY OPERATIONS,5112404,AIRPORTS FUEL,51124,Airport Maintenance,53890004,CLOTHING & OTHER,2250
Expense,fy15-16,511,AIRPORTS,800,AIRPORTS CITY OPERATIONS,5112404,AIRPORTS FUEL,51124,Airport Maintenance,53890022,OTHER SUPPLIES,1750
Expense,fy15-16,511,AIRPORTS,800,AIRPORTS CITY OPERATIONS,5112502,GROUNDS GENERAL AVIATION,51125,Airport General Aviation,51010004,PART TIME & TEMPORARY WAGES,18000
Expense,fy15-16,511,AIRPORTS,800,AIRPORTS CITY OPERATIONS,5112502,GROUNDS GENERAL AVIATION,51125,Airport General Aviation,51010007,OVERTIME WAGES,5000
Expense,fy15-16,511,AIRPORTS,800,AIRPORTS CITY OPERATIONS,5112101,AIRPORTS EXEC LEADERSHIP,51121,Airport Administration,51070004,RETIREMENT PENSION CONTRIB,48891
Expense,fy15-16,511,AIRPORTS,800,AIRPORTS CITY OPERATIONS,5112101,AIRPORTS EXEC LEADERSHIP,51121,Airport Administration,51010001,SALARIES AND WAGES,766162
Expense,fy15-16,511,AIRPORTS,800,AIRPORTS CITY OPERATIONS,5112101,AIRPORTS EXEC LEADERSHIP,51121,Airport Administration,51070001,HEALTH AND WELFARE INSURANCE,92164
Expense,fy15-16,511,AIRPORTS,800,AIRPORTS CITY OPERATIONS,5112106,AIRPORTS PUBLIC INFORMATION,51121,Airport Administration,51070004,RETIREMENT PENSION CONTRIB,9311
Expense,fy15-16,511,AIRPORTS,800,AIRPORTS CITY OPERATIONS,5112106,AIRPORTS PUBLIC INFORMATION,51121,Airport Administration,51010001,SALARIES AND WAGES,154058
Expense,fy15-16,511,AIRPORTS,800,AIRPORTS CITY OPERATIONS,5112106,AIRPORTS PUBLIC INFORMATION,51121,Airport Administration,51070001,HEALTH AND WELFARE INSURANCE,23766
Expense,fy15-16,511,AIRPORTS,800,AIRPORTS CITY OPERATIONS,5112402,AIRPORTS EQUIP MAINTENANCE,51124,Airport Maintenance,51070004,RETIREMENT PENSION CONTRIB,27883
Expense,fy15-16,511,AIRPORTS,800,AIRPORTS CITY OPERATIONS,5112402,AIRPORTS EQUIP MAINTENANCE,51124,Airport Maintenance,51010001,SALARIES AND WAGES,461782
Expense,fy15-16,511,AIRPORTS,800,AIRPORTS CITY OPERATIONS,5112402,AIRPORTS EQUIP MAINTENANCE,51124,Airport Maintenance,51070001,HEALTH AND WELFARE INSURANCE,92744
Expense,fy15-16,511,AIRPORTS,800,AIRPORTS CITY OPERATIONS,5112403,AIRPORTS GROUNDS MAINTENANCE,51124,Airport Maintenance,51070004,RETIREMENT PENSION CONTRIB,36492
Expense,fy15-16,511,AIRPORTS,800,AIRPORTS CITY OPERATIONS,5112403,AIRPORTS GROUNDS MAINTENANCE,51124,Airport Maintenance,51010001,SALARIES AND WAGES,604343
Expense,fy15-16,511,AIRPORTS,800,AIRPORTS CITY OPERATIONS,5112403,AIRPORTS GROUNDS MAINTENANCE,51124,Airport Maintenance,51070001,HEALTH AND WELFARE INSURANCE,150709
Expense,fy15-16,511,AIRPORTS,800,AIRPORTS CITY OPERATIONS,5112303,RUNWAYS & TAXIWAYS COMMERCIAL,51123,Airport Commercial Aviation,51070004,RETIREMENT PENSION CONTRIB,45713
Expense,fy15-16,511,AIRPORTS,800,AIRPORTS CITY OPERATIONS,5112303,RUNWAYS & TAXIWAYS COMMERCIAL,51123,Airport Commercial Aviation,51010001,SALARIES AND WAGES,757051
Expense,fy15-16,511,AIRPORTS,800,AIRPORTS CITY OPERATIONS,5112303,RUNWAYS & TAXIWAYS COMMERCIAL,51123,Airport Commercial Aviation,51070001,HEALTH AND WELFARE INSURANCE,150709
Expense,fy15-16,511,AIRPORTS,800,AIRPORTS CITY OPERATIONS,5112401,AIRPORTS BUILDING MAINTENANCE,51124,Airport Maintenance,51070004,RETIREMENT PENSION CONTRIB,58839
Expense,fy15-16,511,AIRPORTS,800,AIRPORTS CITY OPERATIONS,5112401,AIRPORTS BUILDING MAINTENANCE,51124,Airport Maintenance,51010001,SALARIES AND WAGES,974459
Expense,fy15-16,511,AIRPORTS,800,AIRPORTS CITY OPERATIONS,5112401,AIRPORTS BUILDING MAINTENANCE,51124,Airport Maintenance,51070001,HEALTH AND WELFARE INSURANCE,208674
Expense,fy15-16,511,AIRPORTS,800,AIRPORTS CITY OPERATIONS,5112503,OPERATIONS GENERAL AVIATION,51125,Airport General Aviation,51070004,RETIREMENT PENSION CONTRIB,22488
Expense,fy15-16,511,AIRPORTS,800,AIRPORTS CITY OPERATIONS,5112503,OPERATIONS GENERAL AVIATION,51125,Airport General Aviation,51010001,SALARIES AND WAGES,372437
Expense,fy15-16,511,AIRPORTS,800,AIRPORTS CITY OPERATIONS,5112503,OPERATIONS GENERAL AVIATION,51125,Airport General Aviation,51070001,HEALTH AND WELFARE INSURANCE,69558
Expense,fy15-16,511,AIRPORTS,800,AIRPORTS CITY OPERATIONS,5112201,AIRPORTS ARC & ENG PLANNING,51122,Airport Property Mgt & Dev,51070004,RETIREMENT PENSION CONTRIB,32013
Expense,fy15-16,511,AIRPORTS,800,AIRPORTS CITY OPERATIONS,5112201,AIRPORTS ARC & ENG PLANNING,51122,Airport Property Mgt & Dev,51010001,SALARIES AND WAGES,530181
Expense,fy15-16,511,AIRPORTS,800,AIRPORTS CITY OPERATIONS,5112201,AIRPORTS ARC & ENG PLANNING,51122,Airport Property Mgt & Dev,51070001,HEALTH AND WELFARE INSURANCE,81151
Expense,fy15-16,511,AIRPORTS,800,AIRPORTS CITY OPERATIONS,5112202,AIRPORTS CONSTRUCTION,51122,Airport Property Mgt & Dev,51070004,RETIREMENT PENSION CONTRIB,10652
Expense,fy15-16,511,AIRPORTS,800,AIRPORTS CITY OPERATIONS,5112202,AIRPORTS CONSTRUCTION,51122,Airport Property Mgt & Dev,51010001,SALARIES AND WAGES,176402
Expense,fy15-16,511,AIRPORTS,800,AIRPORTS CITY OPERATIONS,5112202,AIRPORTS CONSTRUCTION,51122,Airport Property Mgt & Dev,51070001,HEALTH AND WELFARE INSURANCE,23186
Expense,fy15-16,511,AIRPORTS,800,AIRPORTS CITY OPERATIONS,5112203,AIRPORTS FACILITY & LEASE ADMN,51122,Airport Property Mgt & Dev,51070004,RETIREMENT PENSION CONTRIB,32618
Expense,fy15-16,511,AIRPORTS,800,AIRPORTS CITY OPERATIONS,5112203,AIRPORTS FACILITY & LEASE ADMN,51122,Airport Property Mgt & Dev,51010001,SALARIES AND WAGES,540215
Expense,fy15-16,511,AIRPORTS,800,AIRPORTS CITY OPERATIONS,5112203,AIRPORTS FACILITY & LEASE ADMN,51122,Airport Property Mgt & Dev,51070001,HEALTH AND WELFARE INSURANCE,104337
Expense,fy15-16,511,AIRPORTS,800,AIRPORTS CITY OPERATIONS,5112202,AIRPORTS CONSTRUCTION,51122,Airport Property Mgt & Dev,51070004,RETIREMENT PENSION CONTRIB,19760
Expense,fy15-16,511,AIRPORTS,800,AIRPORTS CITY OPERATIONS,5112202,AIRPORTS CONSTRUCTION,51122,Airport Property Mgt & Dev,51010001,SALARIES AND WAGES,327265
Expense,fy15-16,511,AIRPORTS,800,AIRPORTS CITY OPERATIONS,5112202,AIRPORTS CONSTRUCTION,51122,Airport Property Mgt & Dev,51070001,HEALTH AND WELFARE INSURANCE,46372
Expense,fy15-16,511,AIRPORTS,800,AIRPORTS CITY OPERATIONS,5112404,AIRPORTS FUEL,51124,Airport Maintenance,51070004,RETIREMENT PENSION CONTRIB,23297
Expense,fy15-16,511,AIRPORTS,800,AIRPORTS CITY OPERATIONS,5112404,AIRPORTS FUEL,51124,Airport Maintenance,51010001,SALARIES AND WAGES,385842
Expense,fy15-16,511,AIRPORTS,800,AIRPORTS CITY OPERATIONS,5112404,AIRPORTS FUEL,51124,Airport Maintenance,51070001,HEALTH AND WELFARE INSURANCE,81151
Expense,fy15-16,511,AIRPORTS,800,AIRPORTS CITY OPERATIONS,5112301,AIRPORTS SAFETY SECURITY INSP,51123,Airport Commercial Aviation,51070004,RETIREMENT PENSION CONTRIB,7209
Expense,fy15-16,511,AIRPORTS,800,AIRPORTS CITY OPERATIONS,5112301,AIRPORTS SAFETY SECURITY INSP,51123,Airport Commercial Aviation,51010001,SALARIES AND WAGES,119398
Expense,fy15-16,511,AIRPORTS,800,AIRPORTS CITY OPERATIONS,5112301,AIRPORTS SAFETY SECURITY INSP,51123,Airport Commercial Aviation,51070001,HEALTH AND WELFARE INSURANCE,23186
Expense,fy15-16,511,AIRPORTS,800,AIRPORTS CITY OPERATIONS,5112302,AIRFIELD OPERATIONS COMMERCIAL,51123,Airport Commercial Aviation,51070004,RETIREMENT PENSION CONTRIB,31859
Expense,fy15-16,511,AIRPORTS,800,AIRPORTS CITY OPERATIONS,5112302,AIRFIELD OPERATIONS COMMERCIAL,51123,Airport Commercial Aviation,51010001,SALARIES AND WAGES,520468
Expense,fy15-16,511,AIRPORTS,800,AIRPORTS CITY OPERATIONS,5112302,AIRFIELD OPERATIONS COMMERCIAL,51123,Airport Commercial Aviation,51070001,HEALTH AND WELFARE INSURANCE,92744
Expense,fy15-16,750,SPECIAL PURPOSE,1602,ANIMAL SHELTER-RSTR,5807000,DEV SVCS SPECIAL PURPOSE,58070,Dev Svcs Special Purpose,52040004,PROFESSIONAL SVC-MEDICAL,15000
Expense,fy15-16,750,SPECIAL PURPOSE,1602,ANIMAL SHELTER-RSTR,5807000,DEV SVCS SPECIAL PURPOSE,58070,Dev Svcs Special Purpose,53040031,OTHER EQUIPMENT,5000
Expense,fy15-16,750,SPECIAL PURPOSE,1602,ANIMAL SHELTER-RSTR,5807003,AWD-DISASTER RECOVERY DEV SVCS,58070,Dev Svcs Special Purpose,53040031,OTHER EQUIPMENT,3870
Expense,fy15-16,750,SPECIAL PURPOSE,1602,ANIMAL SHELTER-RSTR,5807000,DEV SVCS SPECIAL PURPOSE,58070,Dev Svcs Special Purpose,53190007,ANIMAL-SUPPLIES,15000
Expense,fy15-16,750,SPECIAL PURPOSE,1602,ANIMAL SHELTER-RSTR,5807000,DEV SVCS SPECIAL PURPOSE,58070,Dev Svcs Special Purpose,52890001,OTHER SERVICES AND CHARGES,700
Expense,fy15-16,750,SPECIAL PURPOSE,1602,ANIMAL SHELTER-RSTR,5807003,AWD-DISASTER RECOVERY DEV SVCS,58070,Dev Svcs Special Purpose,52040004,PROFESSIONAL SVC-MEDICAL,3000
Expense,fy15-16,750,SPECIAL PURPOSE,1602,ANIMAL SHELTER-RSTR,5807003,AWD-DISASTER RECOVERY DEV SVCS,58070,Dev Svcs Special Purpose,53190007,ANIMAL-SUPPLIES,2000
Expense,fy15-16,750,SPECIAL PURPOSE,1602,ANIMAL SHELTER-RSTR,5807003,AWD-DISASTER RECOVERY DEV SVCS,58070,Dev Svcs Special Purpose,52890001,OTHER SERVICES AND CHARGES,1000
Expense,fy15-16,750,SPECIAL PURPOSE,1647,ANML WLFR STERILIZATION-CMTD,5807000,DEV SVCS SPECIAL PURPOSE,58070,Dev Svcs Special Purpose,52890001,OTHER SERVICES AND CHARGES,100
Expense,fy15-16,750,SPECIAL PURPOSE,1647,ANML WLFR STERILIZATION-CMTD,5807000,DEV SVCS SPECIAL PURPOSE,58070,Dev Svcs Special Purpose,52040004,PROFESSIONAL SVC-MEDICAL,103000
Expense,fy15-16,750,SPECIAL PURPOSE,1647,ANML WLFR STERILIZATION-CMTD,5807000,DEV SVCS SPECIAL PURPOSE,58070,Dev Svcs Special Purpose,51010004,PART TIME & TEMPORARY WAGES,7146
Expense,fy15-16,750,SPECIAL PURPOSE,1647,ANML WLFR STERILIZATION-CMTD,5807000,DEV SVCS SPECIAL PURPOSE,58070,Dev Svcs Special Purpose,51040001,EMPLOYER'S FICA EXPENSE,622
Expense,fy15-16,750,SPECIAL PURPOSE,1647,ANML WLFR STERILIZATION-CMTD,5807000,DEV SVCS SPECIAL PURPOSE,58070,Dev Svcs Special Purpose,53190007,ANIMAL-SUPPLIES,7000
Expense,fy15-16,750,SPECIAL PURPOSE,1657,Arts and Cultural Program,2407000,PLANNING SPECIAL PURPOSE,24070,Planning Special Purpose,52890001,OTHER SERVICES AND CHARGES,4073
Expense,fy15-16,22,ASSET FORFEITURE,122,ASSET FORF DEPT OF TREAS-RSTR,4200733,POLICE SPECIAL INVESTIGATIONS,42007,Police Investigations,52000004,BUDGET-CONTINGENCY,52000
Expense,fy15-16,22,ASSET FORFEITURE,122,ASSET FORF DEPT OF TREAS-RSTR,4200733,POLICE SPECIAL INVESTIGATIONS,42007,Police Investigations,53040031,OTHER EQUIPMENT,3000
Expense,fy15-16,750,SPECIAL PURPOSE,1661,BLUFF CREEK PARK IMPROV-RSTR,5502031,Park Improvements,55020,Parks Trust Activity,53010016,NON-CAPITAL FURNITURE & FIXTUR,172993
Expense,fy15-16,39,CAPITAL IMPROVEMENT,175,CAPITAL IMPROVEMENT-ASGN,2803900,CIP-FINANCE,28039,CIP-Finance,52044007,NON-CAPITAL CONSTRUCTION,113691
Expense,fy15-16,39,CAPITAL IMPROVEMENT,175,CAPITAL IMPROVEMENT-ASGN,5803900,DEVELOPMENT SERVICES CIP,58039,DEVELOPMENT SERVICES CIP,52890001,OTHER SERVICES AND CHARGES,5582
Expense,fy15-16,39,CAPITAL IMPROVEMENT,175,CAPITAL IMPROVEMENT-ASGN,2803900,CIP-FINANCE,28039,CIP-Finance,53040013,REPAIR & MAINTENANCE PARTS,959
Expense,fy15-16,39,CAPITAL IMPROVEMENT,175,CAPITAL IMPROVEMENT-ASGN,3503901,FLEET SERVICES CIP,35039,CIP-General Services,54164010,EQUIPMENT,85
Expense,fy15-16,39,CAPITAL IMPROVEMENT,175,CAPITAL IMPROVEMENT-ASGN,2803900,CIP-FINANCE,28039,CIP-Finance,53890022,OTHER SUPPLIES,160
Expense,fy15-16,39,CAPITAL IMPROVEMENT,175,CAPITAL IMPROVEMENT-ASGN,3503900,CIP-GENERAL SERVICES,35039,CIP-General Services,52040007,INDEPENDENT AUDIT,1543
Expense,fy15-16,39,CAPITAL IMPROVEMENT,175,CAPITAL IMPROVEMENT-ASGN,403900,CIP-CITY MANAGER,4039,CIP-City Manager,52010030,ECONOMIC DEVELOPMENT CONTRACT,1782900
Expense,fy15-16,39,CAPITAL IMPROVEMENT,175,CAPITAL IMPROVEMENT-ASGN,403900,CIP-CITY MANAGER,4039,CIP-City Manager,52010028,MISCELLANEOUS SRVCS CONTRACTS,2808
Expense,fy15-16,39,CAPITAL IMPROVEMENT,175,CAPITAL IMPROVEMENT-ASGN,3305900,Economic Development,33059,GO Bond Economic Development,54040004,TESTING,64984
Expense,fy15-16,39,CAPITAL IMPROVEMENT,175,CAPITAL IMPROVEMENT-ASGN,5803900,DEVELOPMENT SERVICES CIP,58039,DEVELOPMENT SERVICES CIP,52044002,NON-CAPITAL A&E,4805
Expense,fy15-16,39,CAPITAL IMPROVEMENT,175,CAPITAL IMPROVEMENT-ASGN,5803900,DEVELOPMENT SERVICES CIP,58039,DEVELOPMENT SERVICES CIP,53040031,OTHER EQUIPMENT,13075
Expense,fy15-16,39,CAPITAL IMPROVEMENT,175,CAPITAL IMPROVEMENT-ASGN,5803900,DEVELOPMENT SERVICES CIP,58039,DEVELOPMENT SERVICES CIP,52044004,NON-CAPITAL TESTING,4135
Expense,fy15-16,39,CAPITAL IMPROVEMENT,175,CAPITAL IMPROVEMENT-ASGN,403900,CIP-CITY MANAGER,4039,CIP-City Manager,53010016,NON-CAPITAL FURNITURE & FIXTUR,259930
Expense,fy15-16,39,CAPITAL IMPROVEMENT,175,CAPITAL IMPROVEMENT-ASGN,403901,PRINT SHOP CIP,4039,CIP-City Manager,54000010,BUDGET-CONTINGENCY,37480
Expense,fy15-16,39,CAPITAL IMPROVEMENT,175,CAPITAL IMPROVEMENT-ASGN,403901,PRINT SHOP CIP,4039,CIP-City Manager,53010007,COMPUTER SUPPLIES,379
Expense,fy15-16,39,CAPITAL IMPROVEMENT,175,CAPITAL IMPROVEMENT-ASGN,103900,CIP-MAYOR & COUNCIL,1039,CIP-Mayor & Council,53010016,NON-CAPITAL FURNITURE & FIXTUR,10500
Expense,fy15-16,39,CAPITAL IMPROVEMENT,175,CAPITAL IMPROVEMENT-ASGN,3305900,Economic Development,33059,GO Bond Economic Development,54040001,ARCHITECT & ENGINEERING,90000
Expense,fy15-16,39,CAPITAL IMPROVEMENT,175,CAPITAL IMPROVEMENT-ASGN,3305900,Economic Development,33059,GO Bond Economic Development,54040007,CONSTRUCTION IN PROGRESS,5863021
Expense,fy15-16,39,CAPITAL IMPROVEMENT,175,CAPITAL IMPROVEMENT-ASGN,3305001,STREET RESURFACING,33050,GO Bond Street Resurfacing,54040007,CONSTRUCTION IN PROGRESS,1000000
Expense,fy15-16,39,CAPITAL IMPROVEMENT,175,CAPITAL IMPROVEMENT-ASGN,5503900,CIP-PARKS &  RECREATION,55039,CIP-Parks &Recreation,52044009,FEASIBILITY_STUDY,114000
Expense,fy15-16,39,CAPITAL IMPROVEMENT,175,CAPITAL IMPROVEMENT-ASGN,5803900,DEVELOPMENT SERVICES CIP,58039,DEVELOPMENT SERVICES CIP,52044007,NON-CAPITAL CONSTRUCTION,980047
Expense,fy15-16,39,CAPITAL IMPROVEMENT,175,CAPITAL IMPROVEMENT-ASGN,9803900,CIP-NONDEPARTMENTAL,98039,CIP-Non-Departmental,52010028,MISCELLANEOUS SRVCS CONTRACTS,2175
Expense,fy15-16,39,CAPITAL IMPROVEMENT,175,CAPITAL IMPROVEMENT-ASGN,9803900,CIP-NONDEPARTMENTAL,98039,CIP-Non-Departmental,53890022,OTHER SUPPLIES,3800
Expense,fy15-16,39,CAPITAL IMPROVEMENT,175,CAPITAL IMPROVEMENT-ASGN,2503900,CIP-INFORMATION TECHNOLOGY,25039,CIP-Information Technology,53040013,REPAIR & MAINTENANCE PARTS,52
Expense,fy15-16,39,CAPITAL IMPROVEMENT,175,CAPITAL IMPROVEMENT-ASGN,403901,PRINT SHOP CIP,4039,CIP-City Manager,54040007,CONSTRUCTION IN PROGRESS,100000
Expense,fy15-16,39,CAPITAL IMPROVEMENT,175,CAPITAL IMPROVEMENT-ASGN,5503900,CIP-PARKS &  RECREATION,55039,CIP-Parks &Recreation,53010007,COMPUTER SUPPLIES,1879
Expense,fy15-16,39,CAPITAL IMPROVEMENT,175,CAPITAL IMPROVEMENT-ASGN,3303900,CIP-PUBLIC WORKS,33039,Public Works - CIP,54165004,VEHICLES,3406
Expense,fy15-16,39,CAPITAL IMPROVEMENT,175,CAPITAL IMPROVEMENT-ASGN,2503900,CIP-INFORMATION TECHNOLOGY,25039,CIP-Information Technology,54164001,IT SYSTEMS / SOFTWARE,2149025
Expense,fy15-16,39,CAPITAL IMPROVEMENT,175,CAPITAL IMPROVEMENT-ASGN,2503900,CIP-INFORMATION TECHNOLOGY,25039,CIP-Information Technology,52010053,ITC TIME KEEPING SYSTEM,6584
Expense,fy15-16,39,CAPITAL IMPROVEMENT,175,CAPITAL IMPROVEMENT-ASGN,9803900,CIP-NONDEPARTMENTAL,98039,CIP-Non-Departmental,59010003,TRANSFER TO GO BOND FUND,12500
Expense,fy15-16,39,CAPITAL IMPROVEMENT,175,CAPITAL IMPROVEMENT-ASGN,9803900,CIP-NONDEPARTMENTAL,98039,CIP-Non-Departmental,54000010,BUDGET-CONTINGENCY,2977762
Expense,fy15-16,39,CAPITAL IMPROVEMENT,175,CAPITAL IMPROVEMENT-ASGN,3503900,CIP-GENERAL SERVICES,35039,CIP-General Services,54040010,CONSTRUCTION 2ND C,1775
Expense,fy15-16,39,CAPITAL IMPROVEMENT,175,CAPITAL IMPROVEMENT-ASGN,2503900,CIP-INFORMATION TECHNOLOGY,25039,CIP-Information Technology,52010061,ITC MISCELLANEOUS,6059
Expense,fy15-16,39,CAPITAL IMPROVEMENT,175,CAPITAL IMPROVEMENT-ASGN,403900,CIP-CITY MANAGER,4039,CIP-City Manager,54040001,ARCHITECT & ENGINEERING,171696
Expense,fy15-16,39,CAPITAL IMPROVEMENT,175,CAPITAL IMPROVEMENT-ASGN,3503901,FLEET SERVICES CIP,35039,CIP-General Services,59010037,TRANSFER TO FEDERAL GRANTS,2150
Expense,fy15-16,39,CAPITAL IMPROVEMENT,175,CAPITAL IMPROVEMENT-ASGN,2503900,CIP-INFORMATION TECHNOLOGY,25039,CIP-Information Technology,53010007,COMPUTER SUPPLIES,441775
Expense,fy15-16,39,CAPITAL IMPROVEMENT,175,CAPITAL IMPROVEMENT-ASGN,3503900,CIP-GENERAL SERVICES,35039,CIP-General Services,52890001,OTHER SERVICES AND CHARGES,278056
Expense,fy15-16,39,CAPITAL IMPROVEMENT,175,CAPITAL IMPROVEMENT-ASGN,3503900,CIP-GENERAL SERVICES,35039,CIP-General Services,52040046,PROFESSIONAL SERVICES-OTHER,90000
Expense,fy15-16,39,CAPITAL IMPROVEMENT,175,CAPITAL IMPROVEMENT-ASGN,3503900,CIP-GENERAL SERVICES,35039,CIP-General Services,52044004,NON-CAPITAL TESTING,4814
Expense,fy15-16,39,CAPITAL IMPROVEMENT,175,CAPITAL IMPROVEMENT-ASGN,703900,CIP-MUNICIPAL COUNSELOR,7039,CIP-Municipal Counselor,53890002,PURCHASE_DISCOUNT,37
Expense,fy15-16,39,CAPITAL IMPROVEMENT,175,CAPITAL IMPROVEMENT-ASGN,3305001,STREET RESURFACING,33050,GO Bond Street Resurfacing,53040036,ASPHALT ROAD MATERIALS,373691
Expense,fy15-16,39,CAPITAL IMPROVEMENT,175,CAPITAL IMPROVEMENT-ASGN,3305001,STREET RESURFACING,33050,GO Bond Street Resurfacing,53040036,ASPHALT ROAD MATERIALS,5700
Expense,fy15-16,39,CAPITAL IMPROVEMENT,175,CAPITAL IMPROVEMENT-ASGN,3305001,STREET RESURFACING,33050,GO Bond Street Resurfacing,52044007,NON-CAPITAL CONSTRUCTION,679190
Expense,fy15-16,39,CAPITAL IMPROVEMENT,175,CAPITAL IMPROVEMENT-ASGN,9803900,CIP-NONDEPARTMENTAL,98039,CIP-Non-Departmental,54040007,CONSTRUCTION IN PROGRESS,5000
Expense,fy15-16,39,CAPITAL IMPROVEMENT,175,CAPITAL IMPROVEMENT-ASGN,1903900,CIP-CITY CLERK,19039,CIP-City Clerk,52010058,ITC MICROSOFT LICENSING,916
Expense,fy15-16,39,CAPITAL IMPROVEMENT,175,CAPITAL IMPROVEMENT-ASGN,3503900,CIP-GENERAL SERVICES,35039,CIP-General Services,54040001,ARCHITECT & ENGINEERING,118343
Expense,fy15-16,39,CAPITAL IMPROVEMENT,175,CAPITAL IMPROVEMENT-ASGN,3503900,CIP-GENERAL SERVICES,35039,CIP-General Services,52044002,NON-CAPITAL A&E,84000
Expense,fy15-16,39,CAPITAL IMPROVEMENT,175,CAPITAL IMPROVEMENT-ASGN,5803900,DEVELOPMENT SERVICES CIP,58039,DEVELOPMENT SERVICES CIP,53040013,REPAIR & MAINTENANCE PARTS,13464
Expense,fy15-16,39,CAPITAL IMPROVEMENT,175,CAPITAL IMPROVEMENT-ASGN,403900,CIP-CITY MANAGER,4039,CIP-City Manager,54040007,CONSTRUCTION IN PROGRESS,211717
Expense,fy15-16,39,CAPITAL IMPROVEMENT,175,CAPITAL IMPROVEMENT-ASGN,3503901,FLEET SERVICES CIP,35039,CIP-General Services,52890001,OTHER SERVICES AND CHARGES,24822
Expense,fy15-16,39,CAPITAL IMPROVEMENT,175,CAPITAL IMPROVEMENT-ASGN,703900,CIP-MUNICIPAL COUNSELOR,7039,CIP-Municipal Counselor,54040007,CONSTRUCTION IN PROGRESS,75000
Expense,fy15-16,39,CAPITAL IMPROVEMENT,175,CAPITAL IMPROVEMENT-ASGN,3305001,STREET RESURFACING,33050,GO Bond Street Resurfacing,52044004,NON-CAPITAL TESTING,23888
Expense,fy15-16,39,CAPITAL IMPROVEMENT,175,CAPITAL IMPROVEMENT-ASGN,1903900,CIP-CITY CLERK,19039,CIP-City Clerk,53010016,NON-CAPITAL FURNITURE & FIXTUR,367
Expense,fy15-16,39,CAPITAL IMPROVEMENT,175,CAPITAL IMPROVEMENT-ASGN,3503900,CIP-GENERAL SERVICES,35039,CIP-General Services,52050004,PAYMENTS TO COTPA,25005
Expense,fy15-16,39,CAPITAL IMPROVEMENT,175,CAPITAL IMPROVEMENT-ASGN,5803900,DEVELOPMENT SERVICES CIP,58039,DEVELOPMENT SERVICES CIP,54040007,CONSTRUCTION IN PROGRESS,43025
Expense,fy15-16,39,CAPITAL IMPROVEMENT,175,CAPITAL IMPROVEMENT-ASGN,1903900,CIP-CITY CLERK,19039,CIP-City Clerk,54040007,CONSTRUCTION IN PROGRESS,141000
Expense,fy15-16,39,CAPITAL IMPROVEMENT,175,CAPITAL IMPROVEMENT-ASGN,3303900,CIP-PUBLIC WORKS,33039,Public Works - CIP,52044004,NON-CAPITAL TESTING,22629
Expense,fy15-16,39,CAPITAL IMPROVEMENT,175,CAPITAL IMPROVEMENT-ASGN,3503900,CIP-GENERAL SERVICES,35039,CIP-General Services,54164010,EQUIPMENT,7363
Expense,fy15-16,39,CAPITAL IMPROVEMENT,175,CAPITAL IMPROVEMENT-ASGN,3303900,CIP-PUBLIC WORKS,33039,Public Works - CIP,52044007,NON-CAPITAL CONSTRUCTION,95548
Expense,fy15-16,39,CAPITAL IMPROVEMENT,175,CAPITAL IMPROVEMENT-ASGN,2803900,CIP-FINANCE,28039,CIP-Finance,52044002,NON-CAPITAL A&E,330
Expense,fy15-16,39,CAPITAL IMPROVEMENT,175,CAPITAL IMPROVEMENT-ASGN,3503900,CIP-GENERAL SERVICES,35039,CIP-General Services,52044007,NON-CAPITAL CONSTRUCTION,160628
Expense,fy15-16,39,CAPITAL IMPROVEMENT,175,CAPITAL IMPROVEMENT-ASGN,5503900,CIP-PARKS &  RECREATION,55039,CIP-Parks &Recreation,53040031,OTHER EQUIPMENT,32895
Expense,fy15-16,39,CAPITAL IMPROVEMENT,175,CAPITAL IMPROVEMENT-ASGN,3503900,CIP-GENERAL SERVICES,35039,CIP-General Services,54040007,CONSTRUCTION IN PROGRESS,1553554
