Fiscal Year,Account Type,Department,Division,Fund Description,Account Category,Account Description,Amount
FY19,Expense,Authorities,Tax Increment Financing Authority,Tax Increment Finance Authority,Other Services and Charges,Equipment Rentals or Lease,80000
FY19,Expense,Authorities,SmartZone LDFA,SmartZone LDFA,Other Services and Charges,Buildings Rentals or Lease-Facility Mgmt,8292
FY19,Expense,Authorities,Brownfield Redevelopment Authority,Brownfield Operations,Other Services and Charges,Buildings Rentals or Lease-Facility Mgmt,12438
FY19,Expense,Authorities,SmartZone LDFA,SmartZone LDFA,Other Services and Charges,Employee Parking,2755
FY19,Expense,Authorities,Brownfield Redevelopment Authority,Brownfield Operations,Other Services and Charges,Employee Parking,5000
FY19,Expense,Authorities,SmartZone LDFA,SmartZone LDFA,Other Services and Charges,Computer Services-from IT,5196
FY19,Expense,Authorities,Brownfield Redevelopment Authority,Brownfield Operations,Other Services and Charges,Computer Services-from IT,10374
FY19,Expense,Authorities,Tax Increment Financing Authority,Tax Increment Finance Authority,Capital Outlays,Construction In Progress,260000
FY19,Expense,Authorities,Downtown Development Authority,DDA School Tax Increment,Debt Service,Principal,5734554
FY19,Expense,Authorities,Downtown Development Authority,DDA Local Tax Increment,Debt Service,Principal,279250
FY19,Expense,Authorities,Tax Increment Financing Authority,Tax Increment Finance Authority,Debt Service,Principal,34200
FY19,Expense,Authorities,Brownfield Redevelopment Authority,Brownfield Operations,Debt Service,Principal,163000
FY19,Expense,Authorities,Downtown Development Authority,DDA School Tax Increment,Debt Service,Interest to Financial Institution,1914646
FY19,Expense,Authorities,Downtown Development Authority,DDA Local Tax Increment,Debt Service,Interest to Financial Institution,60757
FY19,Expense,Authorities,Tax Increment Financing Authority,Tax Increment Finance Authority,Debt Service,Interest to Financial Institution,3677
FY19,Expense,Authorities,Downtown Development Authority,DDA Local Tax Increment,Debt Service,Paying Agent Fees,1250
FY19,Expense,Authorities,Downtown Development Authority,DDA Local Tax Increment,Other Financing,Operating Trans Out-Subsidies,75000
FY19,Expense,Authorities,SmartZone LDFA,SmartZone LDFA,Other Financing,Operating Transfers-A87 Cost,22030
FY19,Expense,Authorities,Downtown Development Authority,DDA Local Tax Increment,Other Financing,Operating Transfers-A87 Cost,98763
FY19,Expense,Authorities,Tax Increment Financing Authority,Tax Increment Finance Authority,Other Financing,Operating Transfers-A87 Cost,22872
FY19,Expense,Authorities,Brownfield Redevelopment Authority,Brownfield Operations,Other Financing,Operating Transfers-A87 Cost,34567
FY19,Expense,Authorities,GV Regional BioSolid Authority,Bio-Solids Operating Fund,Supplies,Supplies,1016127
FY19,Expense,Authorities,GV Regional BioSolid Authority,Bio-Solids Operating Fund,Other Services and Charges,Contractual Services,4751126
FY19,Expense,Authorities,GV Regional BioSolid Authority,Bio-Solids Operating Fund,Other Services and Charges,Equipment Rentals or Lease,409760
FY19,Expense,Authorities,GV Regional BioSolid Authority,Bio-Solids Operating Fund,Capital Outlays,Construction In Progress,25000
FY19,Expense,Authorities,GV Regional BioSolid Authority,Bio-Solids Operating Fund,Debt Service,Interest to Financial Institution,424919
FY19,Expense,Authorities,GV Regional BioSolid Authority,Bio-Solids Operating Fund,Other Financing,Operating Transfers-A87 Cost,5402
FY19,Expense,Authorities,SmartZone LDFA,SmartZone LDFA,Other Services and Charges,Contractual Services,2076502
FY19,Expense,Authorities,Brownfield Redevelopment Authority,Brownfield Operations,Other Services and Charges,Contractual Services,561630
FY19,Expense,Authorities,Brownfield Redevelopment Authority,Brownfield Revolving Loan Fund,Other Services and Charges,Community Promotion,1130959
FY19,Expense,Authorities,Brownfield Redevelopment Authority,Brownfield Operations,Other Services and Charges,Developer Proj TIR Reimbursement,5039980
FY19,Expense,Authorities,Brownfield Redevelopment Authority,Brownfield Operations,Debt Service,Interest to Financial Institution,73961
FY19,Expense,Authorities,Corridor Improvement Districts,Southtown Corridor Improvement District,Supplies,Supplies,20000
FY19,Expense,Authorities,Corridor Improvement Districts,North Quarter Corridor Improvement District,Supplies,Supplies,5000
FY19,Expense,Authorities,Corridor Improvement Districts,West Side Corridor Improvement District,Supplies,Supplies,20000
FY19,Expense,Authorities,Corridor Improvement Districts,Michigan Street Corridor Improvement District,Supplies,Supplies,5000
FY19,Expense,Authorities,Corridor Improvement Districts,Southtown Corridor Improvement District,Other Services and Charges,Contractual Services,123814
FY19,Expense,Authorities,Corridor Improvement Districts,North Quarter Corridor Improvement District,Other Services and Charges,Contractual Services,4664
FY19,Expense,Authorities,Corridor Improvement Districts,Uptown Corridor Improvement District,Other Services and Charges,Contractual Services,32750
FY19,Expense,Authorities,Corridor Improvement Districts,West Side Corridor Improvement District,Other Services and Charges,Contractual Services,70000
FY19,Expense,Authorities,Corridor Improvement Districts,Michigan Street Corridor Improvement District,Other Services and Charges,Contractual Services,7000
FY19,Expense,Authorities,Corridor Improvement Districts,Southtown Corridor Improvement District,Other Services and Charges,Administrative Services,15000
FY19,Expense,Authorities,Corridor Improvement Districts,Uptown Corridor Improvement District,Other Services and Charges,Administrative Services,21600
FY19,Expense,Authorities,Corridor Improvement Districts,West Side Corridor Improvement District,Other Services and Charges,Community Promotion,15000
FY19,Expense,Authorities,Corridor Improvement Districts,Southtown Corridor Improvement District,Capital Outlays,Construction In Progress,60000
FY19,Expense,Authorities,Corridor Improvement Districts,North Quarter Corridor Improvement District,Capital Outlays,Construction In Progress,5000
FY19,Expense,Authorities,Corridor Improvement Districts,Uptown Corridor Improvement District,Capital Outlays,Construction In Progress,70000
FY19,Expense,Authorities,Corridor Improvement Districts,West Side Corridor Improvement District,Capital Outlays,Construction In Progress,15000
FY19,Expense,Authorities,Corridor Improvement Districts,Michigan Street Corridor Improvement District,Capital Outlays,Construction In Progress,20000
FY19,Expense,Authorities,Downtown Development Authority,DDA Non Tax Increment,Other Services and Charges,Maintenance Service,42000
FY19,Expense,Authorities,Downtown Development Authority,DDA Non Tax Increment,Supplies,Supplies,560000
FY19,Expense,Authorities,Downtown Development Authority,DDA Non Tax Increment,Other Services and Charges,Contractual Services,584000
FY19,Expense,Authorities,Downtown Development Authority,DDA Non Tax Increment,Other Services and Charges,Community Promotion,195000
FY19,Expense,Authorities,Downtown Development Authority,DDA Non Tax Increment,Other Services and Charges,Electricity,10000
FY19,Expense,Authorities,SmartZone LDFA,SmartZone LDFA,Other Services and Charges,Contractual Services,1044700
FY19,Expense,Authorities,SmartZone LDFA,SmartZone LDFA,Capital Outlays,Construction In Progress,75000
FY19,Expense,Authorities,SmartZone LDFA,SmartZone LDFA,Other Financing,Operating Trans Out-Subsidies,25000
FY19,Expense,Authorities,Downtown Development Authority,DDA Local Tax Increment,Supplies,Supplies,250000
FY19,Expense,Authorities,Downtown Development Authority,DDA Local Tax Increment,Other Services and Charges,Contractual Services,1980000
FY19,Expense,Authorities,Downtown Development Authority,DDA Local Tax Increment,Other Services and Charges,Community Promotion,485000
FY19,Expense,Authorities,Downtown Development Authority,DDA Local Tax Increment,Other Services and Charges,Developer Proj TIR Reimbursement,1300000
FY19,Expense,Authorities,Downtown Development Authority,DDA Local Tax Increment,Other Services and Charges,Maintenance Service,150000
FY19,Expense,Authorities,Downtown Development Authority,DDA Local Tax Increment,Other Services and Charges,Equipment Rentals or Lease,100000
FY19,Expense,Authorities,Downtown Development Authority,DDA Debt Proceeds,Capital Outlays,Construction In Progress,597204
FY19,Expense,Authorities,Downtown Development Authority,DDA Local Tax Increment,Capital Outlays,Construction In Progress,3763000
FY19,Expense,Clerk's Office,Clerk,General Fund Operating,Personnel Services,Full Time Employees,331151
FY19,Expense,Clerk's Office,Clerk,General Fund Operating,Personnel Services,Employers FICA,25339
FY19,Expense,Clerk's Office,Clerk,General Fund Operating,Personnel Services,Hospitalization Insurance,57600
FY19,Expense,Clerk's Office,Clerk,General Fund Operating,Personnel Services,Retiree Health Care-OPEB,41049
FY19,Expense,Clerk's Office,Clerk,General Fund Operating,Personnel Services,Retirement Fund Contribution,75481
FY19,Expense,Clerk's Office,Clerk,General Fund Operating,Personnel Services,Unemployment Compensation,453
FY19,Expense,Clerk's Office,Clerk,General Fund Operating,Supplies,Supplies,18100
FY19,Expense,Clerk's Office,Clerk,General Fund Operating,Supplies,Subscriptions and Publications,300
FY19,Expense,Clerk's Office,Clerk,General Fund Operating,Other Services and Charges,Claims,14184
FY19,Expense,Clerk's Office,Clerk,General Fund Operating,Other Services and Charges,Telephone,2100
FY19,Expense,Clerk's Office,Clerk,General Fund Operating,Other Services and Charges,Postage,5000
FY19,Expense,Clerk's Office,Clerk,General Fund Operating,Other Services and Charges,Professional Development,6000
FY19,Expense,Clerk's Office,Clerk,General Fund Operating,Other Services and Charges,Other Travel & Training,1000
FY19,Expense,Clerk's Office,Clerk,General Fund Operating,Other Services and Charges,Local Business Expense,1500
FY19,Expense,Clerk's Office,Clerk,General Fund Operating,Other Services and Charges,Memberships,600
FY19,Expense,Clerk's Office,Clerk,General Fund Operating,Other Services and Charges,Maintenance Service,500
FY19,Expense,Clerk's Office,Clerk,General Fund Operating,Other Services and Charges,Equipment Rentals or Lease,8044
FY19,Expense,Clerk's Office,Clerk,General Fund Operating,Other Services and Charges,Buildings Rentals or Lease-Facility Mgmt,86401
FY19,Expense,Clerk's Office,Clerk,General Fund Operating,Other Services and Charges,311 Call Center Services,28080
FY19,Expense,Clerk's Office,Clerk,General Fund Operating,Other Services and Charges,Employee Parking,9500
FY19,Expense,Clerk's Office,Clerk,General Fund Operating,Other Services and Charges,Computer Services-from IT,54486
FY19,Expense,Clerk's Office,Clerk,General Fund Operating,Capital Outlays,Furniture,30000
FY19,Expense,Clerk's Office,Clerk,General Fund Operating,Personnel Services,Full Time Employees,99725
FY19,Expense,Clerk's Office,Clerk,General Fund Operating,Personnel Services,Time & One-half,9000
FY19,Expense,Clerk's Office,Clerk,General Fund Operating,Personnel Services,Employers FICA,7621
FY19,Expense,Clerk's Office,Clerk,General Fund Operating,Personnel Services,Hospitalization Insurance,28800
FY19,Expense,Clerk's Office,Clerk,General Fund Operating,Personnel Services,Retiree Health Care-OPEB,12315
FY19,Expense,Clerk's Office,Clerk,General Fund Operating,Personnel Services,Retirement Fund Contribution,22632
FY19,Expense,Clerk's Office,Clerk,General Fund Operating,Personnel Services,Unemployment Compensation,132
FY19,Expense,Clerk's Office,Clerk,General Fund Operating,Other Services and Charges,Employee Parking,892
